Architecture,Run,Instance_ID,Success,Status,NN_Time_s,NN_Initialized_IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Cost,Speedup_vs_Cold_IPOPT,Feasible_Cost,Feasible_Obj_Gap_pct
Ablated PINN,1,760,True,optimal,0.005021762708202005,0.5266970382072031,0.5317188009154051,1.3907680999982404,112991.33166187863,2.615608283182575,112991.33187171182,1.857073340427441e-07
Ablated PINN,1,761,True,optimal,0.005021762708202005,0.5353887940291315,0.5404105567373335,1.3822591999996805,107001.40930732312,2.5577945929570864,107001.40951587181,1.9490275270345333e-07
Ablated PINN,1,762,True,optimal,0.005021762708202005,0.44933378300629556,0.45435554571449754,1.3027776000017184,106032.0665439473,2.8673086799304572,106032.06674948242,1.938424178592385e-07
Ablated PINN,1,763,True,optimal,0.005021762708202005,0.4680924969725311,0.47311425968073306,1.3594825999971365,110393.53256964374,2.8734762738171167,110393.53277821909,1.8893801695183252e-07
Ablated PINN,1,764,True,optimal,0.005021762708202005,0.45571469119749963,0.4607364539057016,1.4380536999960896,109527.8406671206,3.1212066850920683,109527.84069215288,2.285471637434307e-08
Ablated PINN,1,765,True,optimal,0.005021762708202005,0.5401205068919808,0.5451422696001827,1.3154149999973015,111119.54375571694,2.412975609031475,111119.54396429069,1.877021300843438e-07
Ablated PINN,1,766,True,optimal,0.005021762708202005,0.40358493896201253,0.4086067016702145,1.42105740000261,107131.09737270272,3.477812268359568,107131.09758046067,1.939287104724505e-07
Ablated PINN,1,767,True,optimal,0.005021762708202005,0.4043700110632926,0.4093917737714946,1.431622399999469,111177.35799023692,3.496949601138153,111177.35819880385,1.8759838288256354e-07
Ablated PINN,1,768,True,optimal,0.005021762708202005,0.47541189892217517,0.48043366163037715,1.3204432999991695,106156.39580434115,2.748440430918548,106156.39599821558,1.8263094085936046e-07
Ablated PINN,1,769,True,optimal,0.005021762708202005,0.4741439251229167,0.4791656878311187,1.2034391000051985,104503.618061286,2.5115302087935585,104503.61826885866,1.9862723933598064e-07
Ablated PINN,2,760,True,optimal,0.004789894004352391,0.9572567760478705,0.9620466700522229,1.3907680999982404,112991.33166187863,1.4456347527534659,112991.33187171187,1.857073726791112e-07
Ablated PINN,2,761,True,optimal,0.004789894004352391,0.48060428397729993,0.4853941779816523,1.3822591999996805,107001.40930732312,2.8477045310830436,107001.40951587171,1.9490265750526178e-07
Ablated PINN,2,762,True,optimal,0.004789894004352391,0.490888143889606,0.49567803789395837,1.3027776000017184,106032.0665439473,2.6282737995352234,106032.06674948233,1.9384233551481743e-07
Ablated PINN,2,763,True,optimal,0.004789894004352391,0.48393601295538247,0.48872590695973483,1.3594825999971365,110393.53256964374,2.7816872006114903,110393.53277821916,1.889380828611068e-07
Ablated PINN,2,764,True,optimal,0.004789894004352391,0.9513079691678286,0.9560978631721809,1.4380536999960896,109527.8406671206,1.5040863026561482,109527.8406921527,2.285455694183561e-08
Ablated PINN,2,765,True,optimal,0.004789894004352391,0.4768274719826877,0.4816173659870401,1.3154149999973015,111119.54375571694,2.7312449527260156,111119.54396429069,1.877021300843438e-07
Ablated PINN,2,766,True,optimal,0.004789894004352391,0.6338460207916796,0.638635914796032,1.42105740000261,107131.09737270272,2.2251448236456737,107131.0975804607,1.939287376390073e-07
Ablated PINN,2,767,True,optimal,0.004789894004352391,0.46065362612716854,0.4654435201315209,1.431622399999469,111177.35799023692,3.0758241077132924,111177.35819880382,1.8759835670472395e-07
Ablated PINN,2,768,True,optimal,0.004789894004352391,0.49225364811718464,0.497043542121537,1.3204432999991695,106156.39580434115,2.6565948213774297,106156.39599821577,1.826311190633175e-07
Ablated PINN,2,769,True,optimal,0.004789894004352391,0.4963186189997941,0.5011085130041465,1.2034391000051985,104503.618061286,2.4015538925702513,104503.61826885848,1.986270722384332e-07
Ablated PINN,3,760,True,optimal,0.00489460329990834,0.4578257268294692,0.4627203301293775,1.3907680999982404,112991.33166187863,3.005634309625814,112991.33187171214,1.8570761737610277e-07
Ablated PINN,3,761,True,optimal,0.00489460329990834,0.47720436402596533,0.48209896732587365,1.3822591999996805,107001.40930732312,2.86716897085852,107001.40951587156,1.9490252150784527e-07
Ablated PINN,3,762,True,optimal,0.00489460329990834,0.47578044002875686,0.4806750433286652,1.3027776000017184,106032.0665439473,2.710308384184062,106032.06674948242,1.938424178592385e-07
Ablated PINN,3,763,True,optimal,0.00489460329990834,0.4863631499465555,0.4912577532464638,1.3594825999971365,110393.53256964374,2.7673509293502887,110393.53277821919,1.8893810922481649e-07
