Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,9,1.0,9.263689733213848e-05,0.7473468984373741,0.7474395353347063,0.8896188379472328,1.1949688382237407,-4.912852520042358e-13
DC3,2,9,1.0,9.00725523630778e-05,0.7513512810692191,0.7514413536215822,0.8896188379472328,1.209053681608281,-2.817108456657009e-12
DC3,3,9,1.0,9.290356602933671e-05,0.9753275670939021,0.9754204706599315,0.8896188379472328,0.9267427743275807,-2.680947444273967e-12
DC3,4,9,1.0,0.00010700034908950329,0.9302450643541912,0.9303520647032807,0.8896188379472328,0.9583064118624992,2.7115879578057547e-13
DC3,5,9,1.0,9.728468851082855e-05,0.9933939915564325,0.9934912762449434,0.8896188379472328,0.8961906012697857,-1.4282777979463797e-12
FSNet,1,9,1.0,9.957023171914948e-05,0.9336623313267611,0.9337619015584804,0.8896188379472328,0.9522441140970943,-1.8115546076991755e-12
FSNet,2,9,1.0,0.00011580256331298087,0.9723146758559678,0.9724304784192808,0.8896188379472328,0.9172840525697803,1.2373110151025347e-12
FSNet,3,9,1.0,9.68135686384307e-05,0.8976303464215662,0.8977271599902047,0.8896188379472328,0.9934524251293395,-2.2063567568914946e-12
FSNet,4,9,1.0,9.290245361626148e-05,0.90272092508773,0.9028138275413463,0.8896188379472328,0.9853228254038555,7.126766791753154e-13
FSNet,5,9,1.0,9.046254369119804e-05,0.8611677653259702,0.8612582278696613,0.8896188379472328,1.0360230700488084,-5.394834324965172e-13
KKT,1,9,1.0,0.00021917388464013735,0.8427345564381944,0.8429537303228345,0.8896188379472328,1.0562559442798747,-1.8572623757653366e-12
KKT,2,9,1.0,0.00022691612442334494,0.9352376706536032,0.9354645867780265,0.8896188379472328,0.9518457976213353,1.532961146902196e-12
KKT,3,9,1.0,0.00019004045882158808,0.8868193906835384,0.88700943114236,0.8896188379472328,1.0043306294996663,-2.2604980162358663e-12
KKT,4,9,1.0,0.00023682288722031645,0.8012554078725063,0.8014922307597266,0.8896188379472328,1.1107051291131902,-1.7681374307314178e-12
KKT,5,9,1.0,0.00021572056640353467,0.7249792135424085,0.725194934108812,0.8896188379472328,1.2278774455383534,-3.724201494731235e-13
PINN Baseline,1,9,1.0,0.00017034490075376298,0.8869479131729653,0.887118258073719,0.8896188379472328,1.0074532400023604,-3.0808390856415375e-12
PINN Baseline,2,9,1.0,8.99035431858566e-05,0.9363693430398902,0.936459246583076,0.8896188379472328,0.9507368818890587,-2.02612842818175e-12
PINN Baseline,3,9,1.0,9.020244599216514e-05,0.9117871100186474,0.9118773124646395,0.8896188379472328,0.9770127665387377,5.229070672845396e-13
PINN Baseline,4,9,1.0,9.48735461052921e-05,0.8889394548928572,0.8890343284389625,0.8896188379472328,1.0007490373709667,-4.782467032272695e-14
PINN Baseline,5,9,1.0,9.046244021091197e-05,0.8043305753575017,0.8044210377977126,0.8896188379472328,1.1111780851857758,-2.7478994642016033e-14
Rahul's Model,1,9,1.0,0.00019525943530930413,0.8864489563275129,0.8866442157628222,0.8896188379472328,1.0063551250577836,1.1846637126152663e-12
Rahul's Model,2,9,1.0,0.00017697043302986358,0.7985969192037979,0.7987738896368278,0.8896188379472328,1.1207181930909687,-9.305027702212735e-13
Rahul's Model,3,9,1.0,0.00020969164971676137,0.991631934289924,0.9918416259396408,0.8896188379472328,0.9129507952764211,-1.7632678449084886e-12
Rahul's Model,4,9,1.0,0.0003339120238605473,0.9134976994763646,0.9138316115002252,0.8896188379472328,0.9797508472582344,1.2235179239229127e-12
Rahul's Model,5,9,1.0,0.0001974671096023586,0.8233262350420572,0.8235237021516595,0.8896188379472328,1.083450302766742,7.361486755705757e-13
