Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
830,optimal,True,0.9839867108967155,565717.6576001851
831,optimal,True,0.902202031109482,568006.4269424145
832,optimal,True,0.8749682090710849,565489.3529038036
833,optimal,True,0.9232349479570985,561160.4132727907
834,optimal,True,0.8771929140202701,571305.1737302027
835,optimal,True,0.9914526441134512,568197.1504199131
836,optimal,True,1.2185725960880518,576364.4236177847
837,optimal,True,0.8887442820705473,573024.4288297074
838,optimal,True,0.8184058370534331,560841.0584457868
839,optimal,True,0.7460632571019232,566102.1851105175
