Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,8,1.0,9.567398228682578e-05,0.5113433041842654,0.5114389781665523,0.5044602076231968,0.9878912242050553,-1.9485865583614735e-11
DC3,2,8,1.0,8.376027108170092e-05,0.4960706866113469,0.4961544468824286,0.5044602076231968,1.0167513289871337,-1.3505336343666417e-11
DC3,3,8,1.0,8.53202654980123e-05,0.5360575509257615,0.5361428711912595,0.5044602076231968,0.9454712686205766,-1.2066373868241525e-11
DC3,4,8,1.0,9.409899939782917e-05,0.5389076611027122,0.53900176010211,0.5044602076231968,0.9369020714951606,-1.1960132179212124e-11
DC3,5,8,1.0,0.00010109774302691221,0.5095789993065409,0.5096800970495678,0.5044602076231968,0.989881795635074,-1.2710392659874878e-11
FSNet,1,8,1.0,8.125026943162084e-05,0.5074944009247702,0.5075756511942018,0.5044602076231968,0.9946896749992884,-1.3759745877618308e-11
FSNet,2,8,1.0,8.86390043888241e-05,0.5044197222741786,0.5045083612785675,0.5044602076231968,1.0000530858556977,-1.1866445532249843e-11
FSNet,3,8,1.0,0.00011280900798738003,0.5129429956432432,0.5130558046512306,0.5044602076231968,0.9837234680079893,-1.2258609161675961e-11
FSNet,4,8,1.0,9.082024917006493e-05,0.5168956695415545,0.5169864897907246,0.5044602076231968,0.976545252451617,-1.1633296680417982e-11
FSNet,5,8,1.0,8.579899440519512e-05,0.5048764985986054,0.5049622975930106,0.5044602076231968,0.9991420682121236,-1.9327122234067407e-11
KKT,1,8,1.0,0.0002645593776833266,0.49581935224705376,0.4960839116247371,0.5044602076231968,1.0169644783235017,-1.2489650467751225e-12
KKT,2,8,1.0,0.00016451801639050245,0.4957070097734686,0.4958715277898591,0.5044602076231968,1.0175546070043893,-1.8781469495793286e-11
KKT,3,8,1.0,0.00022931810235604644,0.506804799893871,0.507034117996227,0.5044602076231968,0.9950066655645549,-1.8671227736819767e-11
KKT,4,8,1.0,0.00020082065020687878,0.4983725542842876,0.4985733749344945,0.5044602076231968,1.011858541712403,-1.5135888996267826e-11
KKT,5,8,1.0,0.0001630704791750759,0.5071436797152273,0.5073067501944024,0.5044602076231968,0.9947930292126904,-1.854260584657076e-12
PINN Baseline,1,8,1.0,0.00019782051094807684,0.5032566134759691,0.5034544339869171,0.5044602076231968,1.002113177060913,-1.8818952245476938e-11
PINN Baseline,2,8,1.0,8.032022742554545e-05,0.5070508664066438,0.5071311866340693,0.5044602076231968,0.9947833784797906,-1.3574038283378209e-11
PINN Baseline,3,8,1.0,9.644788224250078e-05,0.49972044737660326,0.49981689525884576,0.5044602076231968,1.0093197327238561,-2.102546276395659e-11
PINN Baseline,4,8,1.0,8.54252721183002e-05,0.5066536728991196,0.5067390981712379,0.5044602076231968,0.9958229013084539,-1.9107387190769798e-11
PINN Baseline,5,8,1.0,8.679274469614029e-05,0.5261540779029019,0.5262408706475981,0.5044602076231968,0.9605736156723973,-1.9570291655292565e-11
Rahul's Model,1,8,1.0,0.00020189935457892716,0.525194233196089,0.525396132550668,0.5044602076231968,0.9604787238515923,-2.0285264997924524e-12
Rahul's Model,2,8,1.0,0.00024392950581386685,0.5120455956202932,0.512289525126107,0.5044602076231968,0.9848702173930077,5.8736182400654215e-12
Rahul's Model,3,8,1.0,0.0001987767464015633,0.5378346568904817,0.5380334336368833,0.5044602076231968,0.9385748529045032,-1.5487417789977675e-12
Rahul's Model,4,8,1.0,0.00020114798098802567,0.513984785793582,0.51418593377457,0.5044602076231968,0.9826723847365534,-1.2642213965658396e-11
Rahul's Model,5,8,1.0,0.0001838655152823776,0.5069606708129868,0.5071445363282692,0.5044602076231968,0.9948583134168004,-1.8895115241989444e-12
