Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,9,1.0,8.509020941952865e-05,0.7785127970855683,0.7785978872949878,0.7737886451909112,0.9942155594410332,-2.878006611569436e-12
DC3,2,9,1.0,9.173579100105498e-05,0.7893697302788496,0.7894614660698507,0.7737886451909112,0.9820717783979072,-2.339465718799092e-12
DC3,3,9,1.0,9.873812086880207e-05,0.9448043875292771,0.9449031256501459,0.7737886451909112,0.824865752689879,-2.9360681604633648e-12
DC3,4,9,1.0,0.00010051467042002414,0.83305101422593,0.83315152889635,0.7737886451909112,0.9288762898126621,-4.45388054806435e-12
DC3,5,9,1.0,8.974022542436917e-05,0.8669634352748593,0.8670531755002836,0.7737886451909112,0.8929950782367961,-1.727045709996749e-12
FSNet,1,9,1.0,9.982800111174583e-05,0.8074978765928083,0.80759770459392,0.7737886451909112,0.9595412522999199,-3.193815687442438e-12
FSNet,2,9,1.0,9.194132871925831e-05,0.8615603843548646,0.8616523256835839,0.7737886451909112,0.8982580505928309,1.0497396406715235e-11
FSNet,3,9,1.0,9.041020853651894e-05,0.8080263134195573,0.8081167236280938,0.7737886451909112,0.9580379124235255,-4.417282640533189e-12
FSNet,4,9,1.0,9.319812266363038e-05,0.786938459560689,0.7870316576833526,0.7737886451909112,0.9840417127021897,-5.529377542497853e-12
FSNet,5,9,1.0,9.746254525250859e-05,0.8191181051079184,0.8192155676531709,0.7737886451909112,0.9467853711424054,-4.231592206761979e-12
KKT,1,9,1.0,0.00021974289686315588,0.8825984934551848,0.882818236352048,0.7737886451909112,0.8762785968966544,-4.869827324788565e-12
KKT,2,9,1.0,0.00018269278936915926,0.7883783060695149,0.788560998858884,0.7737886451909112,0.9910467207441703,1.7551400397934222e-12
KKT,3,9,1.0,0.0001841860098971261,0.8112780300434679,0.811462216053365,0.7737886451909112,0.9649206674330207,-5.07710880139124e-12
KKT,4,9,1.0,0.00020524934451613162,0.8115532985474501,0.8117585478919662,0.7737886451909112,0.956505374312492,1.4464290729056197e-11
KKT,5,9,1.0,0.00019315811288025643,0.9894457841550724,0.9896389422679527,0.7737886451909112,0.7873496634872399,-5.08286499165935e-12
PINN Baseline,1,9,1.0,0.00016946710335711637,0.7135395470799671,0.7137090141833242,0.7737886451909112,1.0894451995012848,1.2160466538961266e-11
PINN Baseline,2,9,1.0,9.134132415056229e-05,0.7463796194901483,0.7464709608142989,0.7737886451909112,1.043221161416228,1.539519211349629e-11
PINN Baseline,3,9,1.0,9.051022223300404e-05,0.7662898778863665,0.7663803881085995,0.7737886451909112,1.0167363280328563,1.4940677857416644e-11
PINN Baseline,4,9,1.0,9.706466355257564e-05,0.8675298092938546,0.8676268739574071,0.7737886451909112,0.8999125633366069,1.516912659402197e-11
PINN Baseline,5,9,1.0,9.025245284040768e-05,0.7833706837457916,0.7834609361986319,0.7737886451909112,0.9869565435132438,-9.901805935259593e-13
Rahul's Model,1,9,1.0,0.00017691833070582815,0.9042279178328398,0.9044048361635456,0.7737886451909112,0.8560060460829322,4.90815453221954e-13
Rahul's Model,2,9,1.0,0.0002498717771636115,0.8562490472621802,0.8564989190393438,0.7737886451909112,0.9038090923323833,-1.8932932310474453e-12
Rahul's Model,3,9,1.0,0.00019788056508534483,0.8003484746182544,0.8005463551833398,0.7737886451909112,0.9780066899582379,6.7667884429707405e-15
Rahul's Model,4,9,1.0,0.00019249721016320918,0.8606174393401792,0.8608099365503423,0.7737886451909112,0.8991709197457011,-1.5636388011838048e-12
Rahul's Model,5,9,1.0,0.00019150721426639293,0.8735764523347219,0.8737679595489882,0.7737886451909112,0.8864326382945742,8.251356051433926e-14
