Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,10,1.0,8.073719218373298e-05,0.854432050185278,0.8545127873774618,0.8278011905960738,0.9777844756734924,-2.808871218279537e-13
DC3,2,10,1.0,8.313420694321394e-05,0.814152747602202,0.8142358818091452,0.8278011905960738,1.0312274127731715,-8.339498682625269e-13
DC3,3,10,1.0,7.683220319449901e-05,0.7585472842911258,0.7586241164943204,0.8278011905960738,1.0924187474115734,-4.711486314657068e-13
DC3,4,10,1.0,8.386319968849421e-05,0.8456701188581064,0.845753982057795,0.8278011905960738,1.0035448091353045,-1.0932811623629362e-12
DC3,5,10,1.0,8.218518923968077e-05,0.854127977322787,0.8542101625120267,0.8278011905960738,0.9837566403929637,-1.1958837041481832e-12
FSNet,1,10,1.0,7.365318015217781e-05,0.8693928993074224,0.8694665524875745,0.8278011905960738,0.9535592798507857,-2.1675728195965156e-12
FSNet,2,10,1.0,8.685020729899406e-05,0.8535871387226507,0.8536739889299497,0.8278011905960738,0.9733242565865347,-1.6734339350396691e-12
FSNet,3,10,1.0,8.6884293705225e-05,0.9970106457127258,0.9970975300064311,0.8278011905960738,0.8311280239639774,-1.958463026873592e-12
FSNet,4,10,1.0,0.00010420330800116062,0.8772996685001999,0.8774038718082011,0.8278011905960738,0.9448339943710543,-3.348475579998771e-13
FSNet,5,10,1.0,8.403030224144459e-05,0.8744172589387744,0.8745012892410159,0.8278011905960738,0.9490774825003392,-1.0215481689479898e-12
KKT,1,10,1.0,0.00019314151722937822,1.0027252031490206,1.00291834466625,0.8278011905960738,0.8322668584939104,-1.04117532339141e-12
KKT,2,10,1.0,0.00020401962101459503,0.9129960633348674,0.913200082955882,0.8278011905960738,0.9070436860995456,-3.5361393627403876e-13
KKT,3,10,1.0,0.00016255138907581568,0.8410267598228529,0.8411893112119287,0.8278011905960738,0.9843578648155227,-2.558594489177992e-12
KKT,4,10,1.0,0.00015806742012500763,0.8071005896199495,0.8072586570400745,0.8278011905960738,1.0285455721795032,-1.2502777284402394e-12
KKT,5,10,1.0,0.00019395961426198481,0.8357223673025146,0.8359163269167766,0.8278011905960738,0.9923116608786268,-1.1555394331503752e-12
PINN Baseline,1,10,1.0,0.00015052140224725008,0.8460749404272064,0.8462254618294537,0.8278011905960738,0.978292891263633,5.403422847743861e-13
PINN Baseline,2,10,1.0,8.266519289463758e-05,0.7989889632444829,0.7990716284373776,0.8278011905960738,1.0518157065073241,8.331837436447029e-13
PINN Baseline,3,10,1.0,8.138020057231188e-05,0.8580450578127057,0.8581264380132779,0.8278011905960738,0.9653110880681395,-3.206431553128985e-13
PINN Baseline,4,10,1.0,8.86112917214632e-05,0.8338272457709536,0.833915857062675,0.8278011905960738,0.9944545915932285,9.400119700041115e-13
PINN Baseline,5,10,1.0,8.315318264067173e-05,0.8365818410879001,0.8366649942705408,0.8278011905960738,0.9981403377743596,-3.802204665862558e-13
Rahul's Model,1,10,1.0,0.0002220116090029478,0.8109769444912672,0.8111989561002702,0.8278011905960738,1.021319279567574,4.799579571148427e-13
Rahul's Model,2,10,1.0,0.00026878979988396166,0.8662876907968894,0.8665564805967734,0.8278011905960738,0.9596996054214001,-2.5617562371024844e-12
Rahul's Model,3,10,1.0,0.00017271949909627437,0.8502042550826445,0.8503769745817408,0.8278011905960738,0.9756775327503785,-1.7833197695886628e-12
Rahul's Model,4,10,1.0,0.00018793761264532805,0.904146775486879,0.9043347130995244,0.8278011905960738,0.9155677367721866,-3.104380827035363e-13
Rahul's Model,5,10,1.0,0.0001820635050535202,0.8884727958822622,0.8886548593873158,0.8278011905960738,0.9311417785228407,-1.4662506419364706e-12
