,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00010816877086957295,9.104759324037412e-06,1.128328420821991,0.11488518258521024,1.128436589592861,0.11489239335574933,0.8792321847544777,0.0,0.7929015654938707,0.08848413674444695,3.13645574367205e-11,6.76617394249701e-12
FSNet,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,9.883658753501044e-05,1.2623351456335339e-05,0.8730692125235995,0.10086092476419099,0.8731680491111344,0.10086041635433653,0.8792321847544777,0.0,1.026399574795244,0.09381787053120558,3.367130170447959e-11,1.2856464007578881e-11
KKT,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00018860225876172383,9.174808469500736e-06,0.7961112420385084,0.08283922828592084,0.79629984429727,0.08284248291348993,0.8792321847544777,0.0,1.1194942028259978,0.11522999439201019,2.0222908688093424e-11,1.1836869381044693e-11
PINN Baseline,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00011614658352401522,3.895261253231018e-05,0.9060484958812595,0.08407913902562911,0.9061646424647835,0.0840523699638459,0.8792321847544777,0.0,0.9799313552387539,0.09166835742960515,3.508393940671795e-11,4.373488591281293e-12
Rahul's Model,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.000184191618528631,1.4461133848629569e-05,0.79440672279646,0.0333746856107573,0.7945909144149886,0.03338674444157462,0.8792321847544777,0.0,1.113408520105151,0.0473582380564895,2.087194044000092e-11,1.567549554207053e-11
