Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
900,optimal,True,0.9509746134281158,572969.2100011356
901,optimal,True,0.9710252974182367,569332.39666747
902,optimal,True,0.9875513855367899,563848.2725303177
903,optimal,True,0.8690415341407061,564351.7849198842
904,optimal,True,0.8487576870247722,561929.0666383409
905,optimal,True,0.920494862832129,567304.7972237234
906,optimal,True,0.9180639795958996,567816.0669517791
907,optimal,True,0.8683326244354248,568216.510679867
908,optimal,True,0.9256646372377872,575495.6400620542
909,infeasible,False,20.19663916155696,
