,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.0001080540112323231,6.2585669724935785e-06,0.8428195896248022,0.0398446903253624,0.8429276436360347,0.03984914153186136,1.2310316241863701,0.0,1.4726654797967844,0.06278616579380679,2.040871867829802e-10,8.592037839414618e-12
FSNet,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00012726106991370518,2.4345650373798024e-05,1.0572315312094158,0.19413797821998818,1.0573587922793295,0.19415826952586604,1.2310316241863701,0.0,1.2217242246048774,0.22487125534529684,1.691284387720579e-10,9.374748190755018e-11
KKT,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00024191379133197996,5.143525474950379e-05,0.9026943147182465,0.16122828292724434,0.9029362285095784,0.1612493706900685,1.2310316241863701,0.0,1.4153586822078457,0.2644114575013043,1.2007565211657742e-10,1.1094338651983559e-10
PINN Baseline,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00013662429733408822,5.088855576088383e-05,0.8553488556502593,0.05193888175797439,0.8554854799475935,0.05191569151144036,1.2310316241863701,0.0,1.4713846404876203,0.10739963464289919,8.413483450376249e-11,1.16334447794036e-10
Rahul's Model,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.0001838857721951273,9.17575142058531e-06,0.7795720868019594,0.04692354071529926,0.7797559725741545,0.046924539038715934,1.2310316241863701,0.0,1.5924869805581339,0.1117811881481069,-7.187770403397555e-13,8.212727639738982e-13
