Job: acopf_ISS
Executing: ACOPF_DC3_multi.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
Executing strictly on GPU: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops for DC3...
Epoch    0 | Val Loss: 1517.7478 | Val Cost: 1515.54 | Val Max P-Miss: 1.0308 | Val Max Q-Miss: 0.5417 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 1.3325 | Val Cost:    0.00 | Val Max P-Miss: 0.6913 | Val Max Q-Miss: 0.2977 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 1.3192 | Val Cost:    0.00 | Val Max P-Miss: 0.6927 | Val Max Q-Miss: 0.2850 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   30 | Val Loss: 1.3414 | Val Cost:    0.00 | Val Max P-Miss: 0.6970 | Val Max Q-Miss: 0.2605 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   40 | Val Loss: 1.3638 | Val Cost:    0.00 | Val Max P-Miss: 0.6816 | Val Max Q-Miss: 0.2775 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   50 | Val Loss: 1.3405 | Val Cost:    0.00 | Val Max P-Miss: 0.6877 | Val Max Q-Miss: 0.2708 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   60 | Val Loss: 1.3338 | Val Cost:    0.00 | Val Max P-Miss: 0.6767 | Val Max Q-Miss: 0.2572 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   70 | Val Loss: 1.3262 | Val Cost:    0.00 | Val Max P-Miss: 0.6779 | Val Max Q-Miss: 0.2621 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   80 | Val Loss: 1.3326 | Val Cost:    0.00 | Val Max P-Miss: 0.6817 | Val Max Q-Miss: 0.2537 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   90 | Val Loss: 1.3137 | Val Cost:    0.00 | Val Max P-Miss: 0.6754 | Val Max Q-Miss: 0.2629 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 1.3093 | Val Cost:    0.00 | Val Max P-Miss: 0.6963 | Val Max Q-Miss: 0.2839 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  110 | Val Loss: 1.2766 | Val Cost:    0.00 | Val Max P-Miss: 0.6738 | Val Max Q-Miss: 0.2378 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  120 | Val Loss: 1.3143 | Val Cost:    0.00 | Val Max P-Miss: 0.6796 | Val Max Q-Miss: 0.2434 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  130 | Val Loss: 1.3222 | Val Cost:    0.00 | Val Max P-Miss: 0.6806 | Val Max Q-Miss: 0.2647 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  140 | Val Loss: 1.2785 | Val Cost:    0.00 | Val Max P-Miss: 0.6884 | Val Max Q-Miss: 0.2468 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  150 | Val Loss: 1.2953 | Val Cost:    0.00 | Val Max P-Miss: 0.6516 | Val Max Q-Miss: 0.2493 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  160 | Val Loss: 1.3121 | Val Cost:    0.00 | Val Max P-Miss: 0.6628 | Val Max Q-Miss: 0.2685 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  170 | Val Loss: 1.3438 | Val Cost:    0.00 | Val Max P-Miss: 0.6529 | Val Max Q-Miss: 0.2765 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  180 | Val Loss: 1.2874 | Val Cost:    0.00 | Val Max P-Miss: 0.6503 | Val Max Q-Miss: 0.2590 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  190 | Val Loss: 1.3020 | Val Cost:    0.00 | Val Max P-Miss: 0.6637 | Val Max Q-Miss: 0.2452 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  200 | Val Loss: 1.3259 | Val Cost:    0.00 | Val Max P-Miss: 0.6515 | Val Max Q-Miss: 0.2661 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  210 | Val Loss: 1.2980 | Val Cost:    0.00 | Val Max P-Miss: 0.6751 | Val Max Q-Miss: 0.2599 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  220 | Val Loss: 1.3343 | Val Cost:    0.00 | Val Max P-Miss: 0.6442 | Val Max Q-Miss: 0.2593 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  230 | Val Loss: 1.2611 | Val Cost:    0.00 | Val Max P-Miss: 0.6592 | Val Max Q-Miss: 0.2609 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  240 | Val Loss: 1.2696 | Val Cost:    0.00 | Val Max P-Miss: 0.6461 | Val Max Q-Miss: 0.2768 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  250 | Val Loss: 1.2678 | Val Cost:    0.00 | Val Max P-Miss: 0.6121 | Val Max Q-Miss: 0.3397 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  260 | Val Loss: 1.2807 | Val Cost:    0.00 | Val Max P-Miss: 0.5486 | Val Max Q-Miss: 0.4910 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  270 | Val Loss: 0.6863 | Val Cost:    0.00 | Val Max P-Miss: 0.5915 | Val Max Q-Miss: 0.3055 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  280 | Val Loss: 0.4617 | Val Cost:    0.00 | Val Max P-Miss: 0.4607 | Val Max Q-Miss: 0.1393 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  290 | Val Loss: 0.4541 | Val Cost:    0.00 | Val Max P-Miss: 0.4571 | Val Max Q-Miss: 0.1286 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  300 | Val Loss: 0.4623 | Val Cost:    0.00 | Val Max P-Miss: 0.4731 | Val Max Q-Miss: 0.1299 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  310 | Val Loss: 0.4345 | Val Cost:    0.00 | Val Max P-Miss: 0.4230 | Val Max Q-Miss: 0.1126 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  320 | Val Loss: 0.4355 | Val Cost:    0.00 | Val Max P-Miss: 0.4214 | Val Max Q-Miss: 0.1113 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  330 | Val Loss: 0.4237 | Val Cost:    0.00 | Val Max P-Miss: 0.4023 | Val Max Q-Miss: 0.1044 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  340 | Val Loss: 0.4207 | Val Cost:    0.00 | Val Max P-Miss: 0.3912 | Val Max Q-Miss: 0.1001 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  350 | Val Loss: 0.4153 | Val Cost:    0.00 | Val Max P-Miss: 0.3899 | Val Max Q-Miss: 0.1011 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  360 | Val Loss: 0.4368 | Val Cost:    0.00 | Val Max P-Miss: 0.4319 | Val Max Q-Miss: 0.1157 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  370 | Val Loss: 0.4269 | Val Cost:    0.00 | Val Max P-Miss: 0.4120 | Val Max Q-Miss: 0.1098 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  380 | Val Loss: 0.4228 | Val Cost:    0.00 | Val Max P-Miss: 0.4033 | Val Max Q-Miss: 0.1076 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  390 | Val Loss: 0.4202 | Val Cost:    0.00 | Val Max P-Miss: 0.3968 | Val Max Q-Miss: 0.1058 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  400 | Val Loss: 0.6241 | Val Cost:    0.00 | Val Max P-Miss: 0.5387 | Val Max Q-Miss: 0.1501 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  410 | Val Loss: 0.4189 | Val Cost:    0.00 | Val Max P-Miss: 0.3601 | Val Max Q-Miss: 0.1075 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  420 | Val Loss: 0.4173 | Val Cost:    0.00 | Val Max P-Miss: 0.3228 | Val Max Q-Miss: 0.0952 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  430 | Val Loss: 0.4820 | Val Cost:    0.00 | Val Max P-Miss: 0.3784 | Val Max Q-Miss: 0.1013 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  440 | Val Loss: 0.4467 | Val Cost:    0.00 | Val Max P-Miss: 0.3640 | Val Max Q-Miss: 0.0836 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  450 | Val Loss: 0.4265 | Val Cost:    0.00 | Val Max P-Miss: 0.3349 | Val Max Q-Miss: 0.0886 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  460 | Val Loss: 0.4135 | Val Cost:    0.00 | Val Max P-Miss: 0.3118 | Val Max Q-Miss: 0.0901 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  470 | Val Loss: 0.3964 | Val Cost:    0.00 | Val Max P-Miss: 0.3357 | Val Max Q-Miss: 0.1008 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
