Job: acopf_ISS
Executing: ACOPF_pinn_baseline.py --case_name pglib_opf_case57_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
--- STEP 1: EXHAUSTIVE DATASET INTEGRITY CHECK ---
All problem matrices are 100% clean of NaNs and Infs.
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops...
Epoch    0 | Val Loss: 82.3000 | Val Cost: 24477.48 | Val Max P-Miss: 1.1864 | Max Q-Miss: 0.6983 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 30.3425 | Val Cost: 28807.92 | Val Max P-Miss: 0.5593 | Max Q-Miss: 0.2823 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 25.5326 | Val Cost: 29778.29 | Val Max P-Miss: 0.4421 | Max Q-Miss: 0.2801 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   30 | Val Loss: 23.7926 | Val Cost: 30415.62 | Val Max P-Miss: 0.3938 | Max Q-Miss: 0.1751 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   40 | Val Loss: 21.8607 | Val Cost: 31094.71 | Val Max P-Miss: 0.3547 | Max Q-Miss: 0.1424 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   50 | Val Loss: 21.9316 | Val Cost: 31038.31 | Val Max P-Miss: 0.3372 | Max Q-Miss: 0.2002 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   60 | Val Loss: 22.6947 | Val Cost: 30702.98 | Val Max P-Miss: 0.2794 | Max Q-Miss: 0.2567 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   70 | Val Loss: 21.3260 | Val Cost: 31251.94 | Val Max P-Miss: 0.2429 | Max Q-Miss: 0.2025 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   80 | Val Loss: 22.6199 | Val Cost: 30677.24 | Val Max P-Miss: 0.5085 | Max Q-Miss: 0.1947 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   90 | Val Loss: 21.9100 | Val Cost: 31160.80 | Val Max P-Miss: 0.2136 | Max Q-Miss: 0.1968 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  100 | Val Loss: 27.6406 | Val Cost: 31421.88 | Val Max P-Miss: 0.3436 | Max Q-Miss: 0.2327 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
