Job: acopf_ISS
Executing: ACOPF_pinn_baseline.py --case_name pglib_opf_case57_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
--- STEP 1: EXHAUSTIVE DATASET INTEGRITY CHECK ---
All problem matrices are 100% clean of NaNs and Infs.
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops...
Epoch    0 | Val Loss: 102.1225 | Val Cost: 24919.50 | Val Max P-Miss: 1.2884 | Max Q-Miss: 0.7068 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 27.9516 | Val Cost: 28466.54 | Val Max P-Miss: 0.7661 | Max Q-Miss: 0.2669 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 26.5535 | Val Cost: 29574.43 | Val Max P-Miss: 0.5682 | Max Q-Miss: 0.2237 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   30 | Val Loss: 24.1847 | Val Cost: 30358.02 | Val Max P-Miss: 0.4604 | Max Q-Miss: 0.1883 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   40 | Val Loss: 24.6954 | Val Cost: 30499.79 | Val Max P-Miss: 0.6032 | Max Q-Miss: 0.2014 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   50 | Val Loss: 23.3933 | Val Cost: 30916.31 | Val Max P-Miss: 0.4013 | Max Q-Miss: 0.1742 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   60 | Val Loss: 22.1707 | Val Cost: 31162.84 | Val Max P-Miss: 0.3598 | Max Q-Miss: 0.1625 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   70 | Val Loss: 21.9929 | Val Cost: 31182.78 | Val Max P-Miss: 0.2803 | Max Q-Miss: 0.1397 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   80 | Val Loss: 21.3548 | Val Cost: 31351.09 | Val Max P-Miss: 0.2917 | Max Q-Miss: 0.1843 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   90 | Val Loss: 22.2084 | Val Cost: 31388.38 | Val Max P-Miss: 0.2321 | Max Q-Miss: 0.1406 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  100 | Val Loss: 22.4425 | Val Cost: 31452.57 | Val Max P-Miss: 0.2441 | Max Q-Miss: 0.2173 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
