Job: acopf_ISS
Executing: ACOPF_FSNet.py --case_name pglib_opf_case57_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops for FSNet...
Epoch    0 | Val Loss: 218.7721 | Val Cost: 30038.19 | Val Max P-Miss: 0.7575 | Val Max Q-Miss: 1.3728 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 18.5586 | Val Cost: 29972.91 | Val Max P-Miss: 0.2161 | Val Max Q-Miss: 0.1715 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  200 | Val Loss: 17.2382 | Val Cost: 29487.80 | Val Max P-Miss: 0.1491 | Val Max Q-Miss: 0.1787 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  300 | Val Loss: 17.8069 | Val Cost: 29180.60 | Val Max P-Miss: 0.2331 | Val Max Q-Miss: 0.1624 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  400 | Val Loss: 17.1021 | Val Cost: 29113.37 | Val Max P-Miss: 0.1369 | Val Max Q-Miss: 0.1297 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  500 | Val Loss: 17.0562 | Val Cost: 29036.89 | Val Max P-Miss: 0.1726 | Val Max Q-Miss: 0.1219 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  600 | Val Loss: 16.9191 | Val Cost: 29006.03 | Val Max P-Miss: 0.1060 | Val Max Q-Miss: 0.0712 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  700 | Val Loss: 16.9316 | Val Cost: 29000.09 | Val Max P-Miss: 0.1284 | Val Max Q-Miss: 0.0689 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  800 | Val Loss: 16.8336 | Val Cost: 28923.75 | Val Max P-Miss: 0.0964 | Val Max Q-Miss: 0.0540 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  900 | Val Loss: 16.8377 | Val Cost: 28962.49 | Val Max P-Miss: 0.1110 | Val Max Q-Miss: 0.0535 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1000 | Val Loss: 16.8281 | Val Cost: 28842.53 | Val Max P-Miss: 0.1014 | Val Max Q-Miss: 0.0437 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1100 | Val Loss: 16.8349 | Val Cost: 28982.61 | Val Max P-Miss: 0.1152 | Val Max Q-Miss: 0.0511 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1200 | Val Loss: 16.8156 | Val Cost: 28690.66 | Val Max P-Miss: 0.1333 | Val Max Q-Miss: 0.0441 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1300 | Val Loss: 16.7804 | Val Cost: 28834.93 | Val Max P-Miss: 0.1012 | Val Max Q-Miss: 0.0403 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1400 | Val Loss: 16.7529 | Val Cost: 28777.31 | Val Max P-Miss: 0.0949 | Val Max Q-Miss: 0.0391 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1500 | Val Loss: 16.7430 | Val Cost: 28761.15 | Val Max P-Miss: 0.0964 | Val Max Q-Miss: 0.0370 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1600 | Val Loss: 16.7353 | Val Cost: 28776.21 | Val Max P-Miss: 0.0969 | Val Max Q-Miss: 0.0374 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1700 | Val Loss: 16.7475 | Val Cost: 28648.15 | Val Max P-Miss: 0.1034 | Val Max Q-Miss: 0.0372 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1800 | Val Loss: 16.7426 | Val Cost: 28762.53 | Val Max P-Miss: 0.0941 | Val Max Q-Miss: 0.0364 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1900 | Val Loss: 16.7621 | Val Cost: 28884.92 | Val Max P-Miss: 0.0882 | Val Max Q-Miss: 0.0453 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2000 | Val Loss: 16.7045 | Val Cost: 28813.10 | Val Max P-Miss: 0.0868 | Val Max Q-Miss: 0.0347 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 2100 | Val Loss: 16.7162 | Val Cost: 28672.04 | Val Max P-Miss: 0.0903 | Val Max Q-Miss: 0.0303 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2200 | Val Loss: 16.7295 | Val Cost: 28661.53 | Val Max P-Miss: 0.1123 | Val Max Q-Miss: 0.0316 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2300 | Val Loss: 16.7194 | Val Cost: 28697.38 | Val Max P-Miss: 0.0903 | Val Max Q-Miss: 0.0334 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2400 | Val Loss: 16.7328 | Val Cost: 28638.49 | Val Max P-Miss: 0.0920 | Val Max Q-Miss: 0.0271 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2500 | Val Loss: 16.7240 | Val Cost: 28655.22 | Val Max P-Miss: 0.1271 | Val Max Q-Miss: 0.0322 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2600 | Val Loss: 16.7064 | Val Cost: 28815.30 | Val Max P-Miss: 0.0905 | Val Max Q-Miss: 0.0266 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2700 | Val Loss: 16.7133 | Val Cost: 28675.08 | Val Max P-Miss: 0.0980 | Val Max Q-Miss: 0.0295 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2800 | Val Loss: 16.6954 | Val Cost: 28751.02 | Val Max P-Miss: 0.0848 | Val Max Q-Miss: 0.0302 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 2900 | Val Loss: 16.7174 | Val Cost: 28870.71 | Val Max P-Miss: 0.0855 | Val Max Q-Miss: 0.0258 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3000 | Val Loss: 16.7128 | Val Cost: 28738.45 | Val Max P-Miss: 0.0899 | Val Max Q-Miss: 0.0257 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3100 | Val Loss: 16.7323 | Val Cost: 28785.37 | Val Max P-Miss: 0.0933 | Val Max Q-Miss: 0.0346 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3200 | Val Loss: 16.7310 | Val Cost: 28620.22 | Val Max P-Miss: 0.1071 | Val Max Q-Miss: 0.0315 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3300 | Val Loss: 16.6935 | Val Cost: 28718.98 | Val Max P-Miss: 0.0871 | Val Max Q-Miss: 0.0276 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 3400 | Val Loss: 16.7129 | Val Cost: 28818.75 | Val Max P-Miss: 0.0859 | Val Max Q-Miss: 0.0340 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3500 | Val Loss: 16.6978 | Val Cost: 28686.03 | Val Max P-Miss: 0.0864 | Val Max Q-Miss: 0.0241 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3600 | Val Loss: 16.7181 | Val Cost: 28706.91 | Val Max P-Miss: 0.0905 | Val Max Q-Miss: 0.0285 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3700 | Val Loss: 16.6914 | Val Cost: 28715.14 | Val Max P-Miss: 0.0810 | Val Max Q-Miss: 0.0325 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 3800 | Val Loss: 16.6925 | Val Cost: 28773.77 | Val Max P-Miss: 0.0871 | Val Max Q-Miss: 0.0238 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3900 | Val Loss: 16.6873 | Val Cost: 28654.58 | Val Max P-Miss: 0.0920 | Val Max Q-Miss: 0.0280 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 4000 | Val Loss: 16.7016 | Val Cost: 28801.43 | Val Max P-Miss: 0.0811 | Val Max Q-Miss: 0.0250 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4100 | Val Loss: 16.6849 | Val Cost: 28706.62 | Val Max P-Miss: 0.0889 | Val Max Q-Miss: 0.0245 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 4200 | Val Loss: 16.6869 | Val Cost: 28603.31 | Val Max P-Miss: 0.0946 | Val Max Q-Miss: 0.0280 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4300 | Val Loss: 16.6801 | Val Cost: 28679.57 | Val Max P-Miss: 0.0885 | Val Max Q-Miss: 0.0241 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 4400 | Val Loss: 16.6820 | Val Cost: 28545.85 | Val Max P-Miss: 0.0960 | Val Max Q-Miss: 0.0288 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4500 | Val Loss: 16.7611 | Val Cost: 29035.57 | Val Max P-Miss: 0.0778 | Val Max Q-Miss: 0.0285 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4600 | Val Loss: 16.6806 | Val Cost: 28731.71 | Val Max P-Miss: 0.0853 | Val Max Q-Miss: 0.0249 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4700 | Val Loss: 16.6845 | Val Cost: 28752.72 | Val Max P-Miss: 0.0894 | Val Max Q-Miss: 0.0240 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4800 | Val Loss: 16.6813 | Val Cost: 28674.72 | Val Max P-Miss: 0.0928 | Val Max Q-Miss: 0.0242 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4900 | Val Loss: 16.7016 | Val Cost: 28740.56 | Val Max P-Miss: 0.0881 | Val Max Q-Miss: 0.0249 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5000 | Val Loss: 16.6808 | Val Cost: 28690.16 | Val Max P-Miss: 0.0864 | Val Max Q-Miss: 0.0253 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5100 | Val Loss: 16.7010 | Val Cost: 28718.85 | Val Max P-Miss: 0.0974 | Val Max Q-Miss: 0.0243 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5200 | Val Loss: 16.6976 | Val Cost: 28644.28 | Val Max P-Miss: 0.0883 | Val Max Q-Miss: 0.0236 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5300 | Val Loss: 16.6906 | Val Cost: 28649.21 | Val Max P-Miss: 0.1111 | Val Max Q-Miss: 0.0258 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5400 | Val Loss: 16.6824 | Val Cost: 28746.23 | Val Max P-Miss: 0.0905 | Val Max Q-Miss: 0.0236 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5500 | Val Loss: 16.6835 | Val Cost: 28591.38 | Val Max P-Miss: 0.1011 | Val Max Q-Miss: 0.0243 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5600 | Val Loss: 16.7381 | Val Cost: 28370.97 | Val Max P-Miss: 0.1233 | Val Max Q-Miss: 0.0250 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5700 | Val Loss: 16.6832 | Val Cost: 28673.03 | Val Max P-Miss: 0.0859 | Val Max Q-Miss: 0.0244 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5800 | Val Loss: 16.7030 | Val Cost: 28577.23 | Val Max P-Miss: 0.1060 | Val Max Q-Miss: 0.0258 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5900 | Val Loss: 16.6758 | Val Cost: 28657.86 | Val Max P-Miss: 0.0925 | Val Max Q-Miss: 0.0236 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 6000 | Val Loss: 16.6839 | Val Cost: 28782.42 | Val Max P-Miss: 0.0744 | Val Max Q-Miss: 0.0237 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6100 | Val Loss: 16.6743 | Val Cost: 28673.09 | Val Max P-Miss: 0.0953 | Val Max Q-Miss: 0.0241 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 6200 | Val Loss: 16.6823 | Val Cost: 28642.83 | Val Max P-Miss: 0.0917 | Val Max Q-Miss: 0.0236 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6300 | Val Loss: 16.7000 | Val Cost: 28621.04 | Val Max P-Miss: 0.1010 | Val Max Q-Miss: 0.0235 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6400 | Val Loss: 16.6803 | Val Cost: 28736.82 | Val Max P-Miss: 0.0949 | Val Max Q-Miss: 0.0236 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6500 | Val Loss: 16.6817 | Val Cost: 28701.58 | Val Max P-Miss: 0.0919 | Val Max Q-Miss: 0.0241 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6600 | Val Loss: 16.6727 | Val Cost: 28655.59 | Val Max P-Miss: 0.1024 | Val Max Q-Miss: 0.0236 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 6700 | Val Loss: 16.6782 | Val Cost: 28618.71 | Val Max P-Miss: 0.0948 | Val Max Q-Miss: 0.0237 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6800 | Val Loss: 16.6750 | Val Cost: 28641.85 | Val Max P-Miss: 0.1018 | Val Max Q-Miss: 0.0240 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6900 | Val Loss: 16.6735 | Val Cost: 28770.64 | Val Max P-Miss: 0.0843 | Val Max Q-Miss: 0.0240 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 7000 | Val Loss: 16.6700 | Val Cost: 28551.24 | Val Max P-Miss: 0.0908 | Val Max Q-Miss: 0.0234 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 7100 | Val Loss: 16.6936 | Val Cost: 28716.25 | Val Max P-Miss: 0.1015 | Val Max Q-Miss: 0.0230 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 7200 | Val Loss: 16.6762 | Val Cost: 28705.69 | Val Max P-Miss: 0.1014 | Val Max Q-Miss: 0.0253 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 7300 | Val Loss: 16.6748 | Val Cost: 28601.32 | Val Max P-Miss: 0.0944 | Val Max Q-Miss: 0.0239 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 7400 | Val Loss: 16.6739 | Val Cost: 28654.56 | Val Max P-Miss: 0.1003 | Val Max Q-Miss: 0.0242 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 7500 | Val Loss: 16.6682 | Val Cost: 28603.21 | Val Max P-Miss: 0.0931 | Val Max Q-Miss: 0.0234 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 7600 | Val Loss: 16.6918 | Val Cost: 28598.59 | Val Max P-Miss: 0.1082 | Val Max Q-Miss: 0.0249 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
