Job ID: 8647
Executing: ACOPF_pinn_rahul.py --case_name pglib_opf_case57_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops for Rahul KKT PINN...
Epoch    0 | Val Loss: 241.9304 | Val Cost: 29914.46 | Val Max P-Miss: 1.0960 | Val Max Q-Miss: 1.5185 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 64.6804 | Val Cost: 42291.19 | Val Max P-Miss: 0.8777 | Val Max Q-Miss: 0.3237 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  200 | Val Loss: 431.1941 | Val Cost: 33457.12 | Val Max P-Miss: 2.4376 | Val Max Q-Miss: 0.7574 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  300 | Val Loss: 999.9850 | Val Cost: 26568.94 | Val Max P-Miss: 1.2912 | Val Max Q-Miss: 1.3365 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  400 | Val Loss: 1267.5007 | Val Cost: 27621.48 | Val Max P-Miss: 1.4643 | Val Max Q-Miss: 0.9566 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  500 | Val Loss: 964.8695 | Val Cost: 23456.47 | Val Max P-Miss: 2.3103 | Val Max Q-Miss: 1.5415 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  600 | Val Loss: 1052.1536 | Val Cost: 23456.45 | Val Max P-Miss: 2.3650 | Val Max Q-Miss: 1.5154 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  700 | Val Loss: 841.2394 | Val Cost: 23456.43 | Val Max P-Miss: 1.2809 | Val Max Q-Miss: 1.5352 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  800 | Val Loss: 954.5651 | Val Cost: 23456.43 | Val Max P-Miss: 1.2681 | Val Max Q-Miss: 2.0030 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  900 | Val Loss: 924.3582 | Val Cost: 23456.43 | Val Max P-Miss: 1.2671 | Val Max Q-Miss: 2.0141 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1000 | Val Loss: 987.3868 | Val Cost: 23456.43 | Val Max P-Miss: 1.2600 | Val Max Q-Miss: 2.0187 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1100 | Val Loss: 923.3229 | Val Cost: 23456.43 | Val Max P-Miss: 1.2631 | Val Max Q-Miss: 2.0030 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1200 | Val Loss: 1187.8286 | Val Cost: 23456.92 | Val Max P-Miss: 1.3544 | Val Max Q-Miss: 2.0238 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1300 | Val Loss: 912.3903 | Val Cost: 23456.43 | Val Max P-Miss: 1.3640 | Val Max Q-Miss: 2.0029 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1400 | Val Loss: 941.3123 | Val Cost: 23456.43 | Val Max P-Miss: 1.3620 | Val Max Q-Miss: 2.0029 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1500 | Val Loss: 961.6215 | Val Cost: 23456.43 | Val Max P-Miss: 1.3637 | Val Max Q-Miss: 2.0029 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1600 | Val Loss: 977.4647 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 2.0029 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1700 | Val Loss: 1008.9868 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 2.0029 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1800 | Val Loss: 986.9050 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 2.0029 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1900 | Val Loss: 990.0632 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 2.0029 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2000 | Val Loss: 978.7567 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 2.0029 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2100 | Val Loss: 1057.3447 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 2.0029 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2200 | Val Loss: 982.8912 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 2.0029 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2300 | Val Loss: 966.6345 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2908 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2400 | Val Loss: 942.4192 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2862 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2500 | Val Loss: 914.5985 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2728 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2600 | Val Loss: 890.8286 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2913 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2700 | Val Loss: 923.6332 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2810 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2800 | Val Loss: 914.5885 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2857 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2900 | Val Loss: 885.0115 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2903 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3000 | Val Loss: 892.3633 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2916 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3100 | Val Loss: 905.0240 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2871 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3200 | Val Loss: 1021.5310 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.3167 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3300 | Val Loss: 906.6783 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2932 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3400 | Val Loss: 883.2170 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2868 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3500 | Val Loss: 882.8663 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2793 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3600 | Val Loss: 894.9207 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2861 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3700 | Val Loss: 884.2897 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2911 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3800 | Val Loss: 903.4135 | Val Cost: 23456.43 | Val Max P-Miss: 1.9921 | Val Max Q-Miss: 1.2962 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
