Job: acopf_ISS
Executing: ACOPF_Hard_KKT_multi.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090

Beginning execution of parallelized training matrix loops for Multi-Branch Hard KKT...
Epoch    0 | Val Loss: 421.4319 | Val Cost:  419.72 | Val Max P-Miss: 1.0578 | Val Max Q-Miss: 0.2892 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: -29.1374 | Val Cost:  -30.69 | Val Max P-Miss: 0.7158 | Val Max Q-Miss: 0.2242 | Val Max Gen Viol: 0.0118 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: -28.4642 | Val Cost:  -32.27 | Val Max P-Miss: 0.7300 | Val Max Q-Miss: 0.2331 | Val Max Gen Viol: 0.0123 | Val Max Thermal: 0.0000
Epoch   30 | Val Loss: -30.4180 | Val Cost:  -34.55 | Val Max P-Miss: 0.7637 | Val Max Q-Miss: 0.3317 | Val Max Gen Viol: 0.0131 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   40 | Val Loss: -27.2349 | Val Cost:  -37.53 | Val Max P-Miss: 0.8283 | Val Max Q-Miss: 0.4959 | Val Max Gen Viol: 0.0141 | Val Max Thermal: 0.0000
Epoch   50 | Val Loss: 30.8502 | Val Cost:  -41.51 | Val Max P-Miss: 0.8981 | Val Max Q-Miss: 0.6452 | Val Max Gen Viol: 0.0155 | Val Max Thermal: 0.0000
Epoch   60 | Val Loss: 88.4204 | Val Cost:  -39.94 | Val Max P-Miss: 6.1915 | Val Max Q-Miss: 3.8523 | Val Max Gen Viol: 0.0150 | Val Max Thermal: 16.7453
Epoch   70 | Val Loss: -26.0947 | Val Cost:  -43.35 | Val Max P-Miss: 1.0313 | Val Max Q-Miss: 0.2735 | Val Max Gen Viol: 0.0162 | Val Max Thermal: 0.0000
Epoch   80 | Val Loss: -24.1012 | Val Cost:  -48.56 | Val Max P-Miss: 1.5767 | Val Max Q-Miss: 0.6494 | Val Max Gen Viol: 0.0180 | Val Max Thermal: 0.0000
Epoch   90 | Val Loss: -19.8509 | Val Cost:  -54.90 | Val Max P-Miss: 1.7683 | Val Max Q-Miss: 1.1503 | Val Max Gen Viol: 0.0202 | Val Max Thermal: 0.0000
Epoch  100 | Val Loss: 471.6885 | Val Cost:  -61.81 | Val Max P-Miss: 3.0546 | Val Max Q-Miss: 4.0406 | Val Max Gen Viol: 0.0226 | Val Max Thermal: 0.6856
Epoch  110 | Val Loss: 4.4682 | Val Cost:  -56.29 | Val Max P-Miss: 1.1239 | Val Max Q-Miss: 0.8771 | Val Max Gen Viol: 0.0206 | Val Max Thermal: 0.0000
Epoch  120 | Val Loss: 19.5908 | Val Cost:  -62.46 | Val Max P-Miss: 6.6780 | Val Max Q-Miss: 6.4270 | Val Max Gen Viol: 0.0227 | Val Max Thermal: 0.2458
Epoch  130 | Val Loss: 148.4715 | Val Cost:  -66.57 | Val Max P-Miss: 3.6241 | Val Max Q-Miss: 5.5431 | Val Max Gen Viol: 0.0243 | Val Max Thermal: 1.4401
Epoch  140 | Val Loss: 195.9331 | Val Cost:  -62.26 | Val Max P-Miss: 2.5072 | Val Max Q-Miss: 3.4919 | Val Max Gen Viol: 0.0228 | Val Max Thermal: 0.0361
Epoch  150 | Val Loss: 97.9458 | Val Cost:  -65.08 | Val Max P-Miss: 3.3781 | Val Max Q-Miss: 5.1313 | Val Max Gen Viol: 0.0238 | Val Max Thermal: 1.3152
Epoch  160 | Val Loss: 18.6289 | Val Cost:  -79.03 | Val Max P-Miss: 2.5663 | Val Max Q-Miss: 2.6683 | Val Max Gen Viol: 0.0288 | Val Max Thermal: 0.2517
Epoch  170 | Val Loss: 75.5977 | Val Cost:  -76.84 | Val Max P-Miss: 4.1722 | Val Max Q-Miss: 5.0892 | Val Max Gen Viol: 0.0278 | Val Max Thermal: 14.0752
Epoch  180 | Val Loss: 135.6744 | Val Cost:  -90.15 | Val Max P-Miss: 3.5593 | Val Max Q-Miss: 4.7590 | Val Max Gen Viol: 0.0326 | Val Max Thermal: 9.4176
Epoch  190 | Val Loss: 88.7832 | Val Cost: -101.99 | Val Max P-Miss: 2.7448 | Val Max Q-Miss: 3.3187 | Val Max Gen Viol: 0.0368 | Val Max Thermal: 1.5893
Epoch  200 | Val Loss: 11827.0146 | Val Cost:  -90.99 | Val Max P-Miss: 1.7032 | Val Max Q-Miss: 2.4549 | Val Max Gen Viol: 0.0327 | Val Max Thermal: 0.2160
Epoch  210 | Val Loss: 40.4200 | Val Cost:  -78.94 | Val Max P-Miss: 2.8525 | Val Max Q-Miss: 5.6323 | Val Max Gen Viol: 0.0285 | Val Max Thermal: 1.3618
Epoch  220 | Val Loss: 21.3691 | Val Cost:  -98.26 | Val Max P-Miss: 2.7145 | Val Max Q-Miss: 4.4062 | Val Max Gen Viol: 0.0353 | Val Max Thermal: 1.5020
Epoch  230 | Val Loss: 29.9204 | Val Cost: -102.35 | Val Max P-Miss: 2.4521 | Val Max Q-Miss: 3.1358 | Val Max Gen Viol: 0.0367 | Val Max Thermal: 0.8138
Epoch  240 | Val Loss: 1424.3668 | Val Cost: -119.05 | Val Max P-Miss: 2.5422 | Val Max Q-Miss: 3.6953 | Val Max Gen Viol: 0.0427 | Val Max Thermal: 3.5854
Epoch  250 | Val Loss: 1306.1387 | Val Cost: -106.73 | Val Max P-Miss: 2.4868 | Val Max Q-Miss: 4.8548 | Val Max Gen Viol: 0.0385 | Val Max Thermal: 3.0549
Epoch  260 | Val Loss: 5148.1987 | Val Cost: -101.88 | Val Max P-Miss: 2.8840 | Val Max Q-Miss: 3.6599 | Val Max Gen Viol: 0.0367 | Val Max Thermal: 3.2134
Epoch  270 | Val Loss: 14592.4053 | Val Cost: -115.44 | Val Max P-Miss: 4.3401 | Val Max Q-Miss: 5.9038 | Val Max Gen Viol: 0.0415 | Val Max Thermal: 12.7526
Epoch  280 | Val Loss: 1181.2001 | Val Cost: -103.15 | Val Max P-Miss: 3.0446 | Val Max Q-Miss: 5.0172 | Val Max Gen Viol: 0.0370 | Val Max Thermal: 7.3928
Epoch  290 | Val Loss: 180.7045 | Val Cost: -141.22 | Val Max P-Miss: 2.4207 | Val Max Q-Miss: 4.0178 | Val Max Gen Viol: 0.0505 | Val Max Thermal: 3.0783
Epoch  300 | Val Loss: 1481.1870 | Val Cost: -141.91 | Val Max P-Miss: 1.2375 | Val Max Q-Miss: 2.4313 | Val Max Gen Viol: 0.0505 | Val Max Thermal: 0.3127
Epoch  310 | Val Loss: 114.0858 | Val Cost: -121.53 | Val Max P-Miss: 1.0572 | Val Max Q-Miss: 1.3622 | Val Max Gen Viol: 0.0432 | Val Max Thermal: 0.0000
Epoch  320 | Val Loss: 311.5781 | Val Cost: -145.34 | Val Max P-Miss: 3.1832 | Val Max Q-Miss: 4.0826 | Val Max Gen Viol: 0.0516 | Val Max Thermal: 6.5915
Epoch  330 | Val Loss: 2321.9939 | Val Cost: -148.83 | Val Max P-Miss: 1.8848 | Val Max Q-Miss: 3.1931 | Val Max Gen Viol: 0.0527 | Val Max Thermal: 2.3844
Epoch  340 | Val Loss: 3313.0974 | Val Cost: -154.22 | Val Max P-Miss: 2.2877 | Val Max Q-Miss: 3.4292 | Val Max Gen Viol: 0.0545 | Val Max Thermal: 2.8772
Epoch  350 | Val Loss: 9908.3564 | Val Cost: -131.20 | Val Max P-Miss: 3.8698 | Val Max Q-Miss: 4.3845 | Val Max Gen Viol: 0.0464 | Val Max Thermal: 7.9822
Epoch  360 | Val Loss: 16822.5840 | Val Cost: -127.62 | Val Max P-Miss: 4.8363 | Val Max Q-Miss: 4.7890 | Val Max Gen Viol: 0.0454 | Val Max Thermal: 7.8160
Epoch  370 | Val Loss: 2286.3560 | Val Cost: -111.60 | Val Max P-Miss: 4.7087 | Val Max Q-Miss: 4.7546 | Val Max Gen Viol: 0.0398 | Val Max Thermal: 6.9636
Epoch  380 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  390 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  400 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  410 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  420 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  430 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  440 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  450 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  460 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  470 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  480 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  490 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  500 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  510 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  520 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
Epoch  530 | Val Loss: nan | Val Cost:     nan | Val Max P-Miss: nan | Val Max Q-Miss: nan | Val Max Gen Viol: nan | Val Max Thermal: nan
