Job ID: 8627
Executing: ACOPF_pinn_rahul.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops for Rahul KKT PINN...
Epoch    0 | Val Loss: 175.6663 | Val Cost: 1977.63 | Val Max P-Miss: 0.6426 | Val Max Q-Miss: 0.5655 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 22.6027 | Val Cost: 2428.32 | Val Max P-Miss: 0.4145 | Val Max Q-Miss: 0.1295 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  200 | Val Loss: 48.6579 | Val Cost: 2700.68 | Val Max P-Miss: 0.5249 | Val Max Q-Miss: 0.2611 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  300 | Val Loss: 62.3935 | Val Cost: 2547.06 | Val Max P-Miss: 0.6870 | Val Max Q-Miss: 0.1710 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  400 | Val Loss: 147.9896 | Val Cost: 2746.94 | Val Max P-Miss: 0.9179 | Val Max Q-Miss: 0.3034 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  500 | Val Loss: 376.7579 | Val Cost: 3248.64 | Val Max P-Miss: 1.0552 | Val Max Q-Miss: 0.4245 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  600 | Val Loss: 103.5056 | Val Cost: 3143.94 | Val Max P-Miss: 0.5685 | Val Max Q-Miss: 0.2999 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  700 | Val Loss: 28.6775 | Val Cost: 2781.68 | Val Max P-Miss: 0.3263 | Val Max Q-Miss: 0.2662 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  800 | Val Loss: 233.4414 | Val Cost: 3628.71 | Val Max P-Miss: 0.8952 | Val Max Q-Miss: 0.6055 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  900 | Val Loss: 146.2512 | Val Cost: 3291.55 | Val Max P-Miss: 0.5658 | Val Max Q-Miss: 0.3172 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1000 | Val Loss: 78.9689 | Val Cost: 2786.04 | Val Max P-Miss: 0.5926 | Val Max Q-Miss: 0.1778 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1100 | Val Loss: 169.8826 | Val Cost: 2528.23 | Val Max P-Miss: 0.9708 | Val Max Q-Miss: 0.5073 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1200 | Val Loss: 91.8928 | Val Cost: 3193.46 | Val Max P-Miss: 0.6081 | Val Max Q-Miss: 0.3046 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1300 | Val Loss: 151.3155 | Val Cost: 3033.38 | Val Max P-Miss: 0.6852 | Val Max Q-Miss: 0.3646 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1400 | Val Loss: 132.2605 | Val Cost: 2888.33 | Val Max P-Miss: 0.8292 | Val Max Q-Miss: 0.5162 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1500 | Val Loss: 146.4900 | Val Cost: 3152.75 | Val Max P-Miss: 0.7157 | Val Max Q-Miss: 0.4055 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1600 | Val Loss: 79.3765 | Val Cost: 2622.23 | Val Max P-Miss: 0.5203 | Val Max Q-Miss: 0.1193 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1700 | Val Loss: 87.0325 | Val Cost: 3198.79 | Val Max P-Miss: 0.4156 | Val Max Q-Miss: 0.3121 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1800 | Val Loss: 68.8497 | Val Cost: 2871.53 | Val Max P-Miss: 0.4655 | Val Max Q-Miss: 0.2182 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1900 | Val Loss: 450.5711 | Val Cost: 2750.25 | Val Max P-Miss: 1.5643 | Val Max Q-Miss: 0.5687 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2000 | Val Loss: 85.0135 | Val Cost: 3129.90 | Val Max P-Miss: 0.3889 | Val Max Q-Miss: 0.3435 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2100 | Val Loss: 84.2531 | Val Cost: 2862.46 | Val Max P-Miss: 0.6940 | Val Max Q-Miss: 0.3992 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2200 | Val Loss: 152.7954 | Val Cost: 3273.14 | Val Max P-Miss: 0.7059 | Val Max Q-Miss: 0.2701 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2300 | Val Loss: 102.9501 | Val Cost: 2742.57 | Val Max P-Miss: 0.7718 | Val Max Q-Miss: 0.2331 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2400 | Val Loss: 94.2038 | Val Cost: 2737.75 | Val Max P-Miss: 0.6917 | Val Max Q-Miss: 0.1423 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2500 | Val Loss: 137.9593 | Val Cost: 2941.39 | Val Max P-Miss: 0.5356 | Val Max Q-Miss: 0.5440 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2600 | Val Loss: 113.7741 | Val Cost: 2927.94 | Val Max P-Miss: 0.5196 | Val Max Q-Miss: 0.2910 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2700 | Val Loss: 49.9534 | Val Cost: 2788.29 | Val Max P-Miss: 0.4651 | Val Max Q-Miss: 0.2835 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2800 | Val Loss: 97.5568 | Val Cost: 2944.30 | Val Max P-Miss: 0.3918 | Val Max Q-Miss: 0.3382 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2900 | Val Loss: 107.0531 | Val Cost: 3000.66 | Val Max P-Miss: 0.5087 | Val Max Q-Miss: 0.5246 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3000 | Val Loss: 82.1072 | Val Cost: 2708.28 | Val Max P-Miss: 0.5041 | Val Max Q-Miss: 0.3279 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3100 | Val Loss: 33.0294 | Val Cost: 2769.62 | Val Max P-Miss: 0.2130 | Val Max Q-Miss: 0.3004 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
