Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
660,optimal,True,0.8390118509996682,544207.0937566046
661,optimal,True,0.9101434389594942,560869.021781944
662,maxIterations,False,23.329552402021363,
663,optimal,True,0.8435215321369469,558744.1533573987
664,optimal,True,0.8259727160912007,573291.8082407418
665,optimal,True,0.803237855900079,557502.140011127
666,optimal,True,0.8669230050873011,555275.4972923443
667,optimal,True,0.8992055100388825,570441.7019311467
668,optimal,True,0.7756169829517603,562321.9652646057
669,optimal,True,0.8301046371925622,555307.4308960963
