Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
0,optimal,True,0.15801880000071833,2258.8033432564825
1,optimal,True,0.13644169999679434,2132.4803529294104
2,optimal,True,0.14227789999858942,2135.9239151446804
3,optimal,True,0.13748409999971045,2230.6274619893297
4,optimal,True,0.14856829999916954,2211.824042324871
5,optimal,True,0.11621139999988372,2054.3792710377156
6,optimal,True,0.11658940000052098,2228.4021577280987
7,optimal,True,0.11977370000022347,2124.2689515758193
8,optimal,True,0.16241839999929653,2161.3389486519645
9,optimal,True,0.14428250000128173,2185.1997142303785
10,optimal,True,0.14478719999897294,2159.2549350682007
11,optimal,True,0.13131549999889103,2209.1933247940983
12,optimal,True,0.1959759999990638,2162.6605920617144
13,optimal,True,0.16317799999887939,2127.7923793587615
14,optimal,True,0.15884970000115572,2068.844944758893
15,optimal,True,0.14499540000178968,2115.124279203919
16,optimal,True,0.17615289999957895,2074.2299530092873
17,optimal,True,0.1556702999987465,2155.7483907558176
18,optimal,True,0.15295250000053784,2217.2043257976898
19,optimal,True,0.16706519999934244,2122.928893233439
20,optimal,True,0.19306219999998575,2186.863990356032
21,optimal,True,0.14700460000312887,2218.9480886748343
22,optimal,True,0.17284060000019963,2175.3722957832974
23,optimal,True,0.16136890000052517,2191.8790222163125
24,optimal,True,0.159499199999118,2234.0595264150356
25,optimal,True,0.1419519000010041,2147.844207595302
26,optimal,True,0.17414090000238502,2238.7433812303657
27,optimal,True,0.15171470000132103,2195.225854880796
28,optimal,True,0.17860259999724803,2142.388382854504
29,optimal,True,0.18286949999674107,2142.7650504902767
30,optimal,True,0.16344810000009602,2250.9963367485357
31,optimal,True,0.17858089999936055,2128.2040082167287
32,optimal,True,0.16677319999871543,2168.073081251529
33,optimal,True,0.1164429000018572,2267.5026109621767
34,optimal,True,0.18783090000215452,2137.412125224102
35,optimal,True,0.14624370000092313,2150.900835057297
36,optimal,True,0.13238339999952586,2163.6759136029063
37,optimal,True,0.17259560000093188,2201.5724177016073
38,optimal,True,0.16077430000223103,2099.834296655896
39,optimal,True,0.1851115999998001,2285.354927408515
40,optimal,True,0.167299799999455,2215.9289669061777
41,optimal,True,0.14608249999946565,2073.5224011154382
42,optimal,True,0.14069179999933112,2001.7136200687307
43,optimal,True,0.1380315000023984,2111.4222191006984
44,optimal,True,0.17889260000083596,2140.4945241515034
45,optimal,True,0.17778349999935017,2281.3183748346523
46,optimal,True,0.14280210000288207,2264.943098474857
47,optimal,True,0.16154619999724673,2170.3089782897773
48,optimal,True,0.18408030000136932,2241.2291134721945
49,optimal,True,0.16114120000202092,2242.603410195248
50,optimal,True,0.18619960000069113,2210.802143979641
51,optimal,True,0.13660250000248197,2150.0550898106903
52,optimal,True,0.16106899999795132,2119.480941998499
53,optimal,True,0.1741050999989966,2084.5650550714536
54,optimal,True,0.19247140000152285,2193.838244627009
55,optimal,True,0.1349238000002515,2180.968264237297
56,optimal,True,0.12864189999891096,2162.009325302643
57,optimal,True,0.14377909999893745,2204.156487257329
58,optimal,True,0.1624030999992101,2151.4437424105463
59,optimal,True,0.15903260000050068,2188.1406708967816
60,optimal,True,0.1382499999999709,2172.1347605289216
61,optimal,True,0.14277299999957904,2150.3397091453558
62,optimal,True,0.1488883000019996,2292.0675324817553
63,optimal,True,0.13097579999885056,2186.753880721318
64,optimal,True,0.12573390000034124,2145.1385468092994
65,optimal,True,0.1355769000001601,2188.756171133299
66,optimal,True,0.16827719999855617,2211.8674635917264
67,optimal,True,0.1762397000020428,2198.4837504425695
68,optimal,True,0.16600019999896176,2246.4362665097174
69,optimal,True,0.19497299999784445,2172.9731343845856
70,optimal,True,0.136045400002331,2155.710575034231
71,optimal,True,0.1852145999982895,2108.463038982749
72,optimal,True,0.1786711999993713,2157.1703631360488
73,optimal,True,0.16900649999661255,2206.707055968855
74,optimal,True,0.17817460000151186,2298.2483271354713
75,optimal,True,0.18589090000023134,2180.174836417228
76,optimal,True,0.15163290000054985,2174.6183998343236
77,optimal,True,0.14756560000023455,2174.3947837836326
