Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
0,optimal,True,1.5054004000048735,108877.06699201684
1,optimal,True,1.0286236999963876,106536.90425691998
2,optimal,True,1.2776576000032946,107936.09809244584
3,optimal,True,1.6070391999965068,109950.7428840054
4,optimal,True,1.4937926000056905,108416.29622841049
5,optimal,True,1.6711823000005097,106403.68898657482
6,optimal,True,1.3832026000018232,107600.81928998315
7,optimal,True,1.3666271999973105,109424.13910255165
8,optimal,True,1.3333998000016436,108880.72973914845
9,optimal,True,1.3155904000013834,108583.92800231525
10,optimal,True,1.320829700001923,109353.15892727482
11,optimal,True,1.3919179000004078,110244.58336207352
12,optimal,True,1.3535585999998148,110056.59072300278
13,optimal,True,1.3424639999939245,108689.0877465444
14,optimal,True,1.3471810999981244,107481.16739226847
15,optimal,True,0.760386699999799,114609.23195186707
16,optimal,True,0.8325140999950236,107621.30714094346
17,optimal,True,1.4004532000035397,105529.92146637676
18,optimal,True,1.252932299998065,102959.30537203896
19,optimal,True,1.2476069999975152,111709.75051748779
20,optimal,True,1.283980899999733,105053.42757572276
21,optimal,True,1.2553584999986924,108219.6993997058
22,optimal,True,1.294100499995693,108265.78206815435
23,optimal,True,1.3003291999993962,105270.67699640666
24,optimal,True,1.3277163000020664,106589.74604891746
25,optimal,True,1.3147222999978112,110737.47416280225
26,optimal,True,1.4214618999976665,111660.31324364615
27,optimal,True,1.2976337000000058,103882.48358231041
28,optimal,True,1.3562190999946324,109737.50820332248
29,optimal,True,1.1308921000018017,105262.71294438973
30,optimal,True,1.2344813000017894,110160.98893275239
31,optimal,True,1.3525374999953783,109013.0930977016
32,optimal,True,1.5861574000009568,112654.19799981809
33,optimal,True,1.3193363000027603,107678.96105490171
34,optimal,True,1.3410819000055199,105370.31358811767
35,optimal,True,1.2747813999958453,105705.30014427577
36,optimal,True,1.536011399999552,104926.96140673055
37,optimal,True,1.2588032000057865,108167.44292002989
38,optimal,True,1.344136300001992,106916.86215893588
39,optimal,True,1.4185545000000275,108150.51869715638
40,optimal,True,1.1329340000011143,108164.81906769662
41,optimal,True,1.256789300001401,107715.63232353824
42,optimal,True,1.4792301999987103,107196.83559829499
43,optimal,True,1.3360697999960394,107683.84174353731
44,optimal,True,1.378085899996222,110358.55909395621
45,infeasible,False,28.4288532999999,
46,optimal,True,1.2783684999958496,106119.37469018484
47,optimal,True,1.3863576999938232,109093.61472085155
48,optimal,True,1.337400799995521,114876.92250598798
49,optimal,True,1.344855399998778,116480.76338186553
50,optimal,True,1.253001500001119,112165.2819168112
51,optimal,True,1.4569025999953737,108554.4360663927
52,optimal,True,1.3219599000003655,111711.000925074
53,optimal,True,1.3701758999959566,108071.00984364409
54,optimal,True,1.2763580000028014,108284.01105522405
55,optimal,True,1.2131036999999196,106221.4605275127
56,optimal,True,1.3216788999998244,105822.57113162093
57,optimal,True,1.2502308000039193,110967.06844496109
58,optimal,True,1.4545013000024483,107860.1262099957
59,optimal,True,1.4815871000027983,106641.8385505555
60,optimal,True,1.163192899999558,110554.36502547644
61,optimal,True,1.2570944000035524,109800.51113155101
62,optimal,True,1.3436880000008387,111027.04903542167
63,optimal,True,1.221834800002398,109838.24697463562
64,optimal,True,1.289503899999545,104908.48094394835
65,optimal,True,1.4169015000006766,106160.57611349155
66,optimal,True,1.2621426000041538,108542.35827115345
67,optimal,True,1.418259099998977,109026.21625610892
68,optimal,True,1.2397707999989507,107668.14518561593
69,optimal,True,1.3782210999997915,107861.71118138227
70,optimal,True,1.2083668000050238,103775.3026837851
71,optimal,True,1.2569570999985444,108843.15172467651
72,optimal,True,1.1669418000019505,109935.70511266665
73,optimal,True,1.2764260999974795,112755.29693500802
74,optimal,True,1.3148953999989317,105305.53990394049
75,optimal,True,1.1288251999940258,101321.13261360888
