Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,9,1.0,8.950121183362271e-05,0.8273581952477495,0.8274476964595832,0.8899380082988905,1.0793780706818898,-1.2883045147615046e-10
DC3,2,9,1.0,0.0001028824287156264,0.8193299477764716,0.8194328302051872,0.8899380082988905,1.0942792703424704,-1.3024344249558794e-10
DC3,3,9,1.0,9.345356374979019e-05,0.8569596304506477,0.8570530840143975,0.8899380082988905,1.0403457710023223,-1.252923200158745e-10
DC3,4,9,1.0,8.397021641333897e-05,0.8829344180929992,0.8830183883094125,0.8899380082988905,1.0072346935560317,-1.249969929221124e-10
DC3,5,9,1.0,8.7311336149772e-05,0.8054457578756329,0.8055330692117827,0.8899380082988905,1.1089428189067572,-1.301663694265897e-10
FSNet,1,9,1.0,9.34258827732669e-05,0.813400876837679,0.8134943027204523,0.8899380082988905,1.096747774800735,-1.2368909600306084e-10
FSNet,2,9,1.0,9.315688576963212e-05,0.7868884223151125,0.7869815792008821,0.8899380082988905,1.1374335118096244,-1.278191552625664e-10
FSNet,3,9,1.0,8.713133219215606e-05,0.7564311281312257,0.7565182594634179,0.8899380082988905,1.1866728104984547,7.135192244529988e-12
FSNet,4,9,1.0,7.949466817080975e-05,0.8377612352164255,0.8378407298845963,0.8899380082988905,1.0630002873454558,-8.02937048416933e-11
FSNet,5,9,1.0,9.905021741158432e-05,0.7821203390808983,0.7822193892983099,0.8899380082988905,1.1424859764071056,-1.2156450922575675e-10
KKT,1,9,1.0,0.00019251599183513058,0.7825592458506839,0.782751761842519,0.8899380082988905,1.139923320993195,-1.0968501763884817e-10
KKT,2,9,1.0,0.00021336711425748136,0.8509761994290683,0.8511895665433258,0.8899380082988905,1.0534274977487557,-1.2560629129424045e-10
KKT,3,9,1.0,0.0002296238930688964,0.7836794907020198,0.7839091145950887,0.8899380082988905,1.1424149888719617,-1.2514235606966333e-10
KKT,4,9,1.0,0.000201241553036703,0.8782696599761645,0.8784709015292012,0.8899380082988905,1.0151596816600894,-1.1378224393558053e-10
KKT,5,9,1.0,0.00018401154213481478,0.7979486679347852,0.7981326794769201,0.8899380082988905,1.1241026545742852,-1.278381948916428e-10
PINN Baseline,1,9,1.0,0.00018793165994187197,0.884336987329233,0.8845249189891748,0.8899380082988905,1.0078251639606575,-1.254776585696587e-10
PINN Baseline,2,9,1.0,9.088908943037192e-05,0.7751975767831836,0.7752884658726139,0.8899380082988905,1.1552517879028528,-1.2444935099677626e-10
PINN Baseline,3,9,1.0,9.03535530798965e-05,0.7937972091086622,0.7938875626617422,0.8899380082988905,1.1258552284358934,-1.23355805576236e-10
PINN Baseline,4,9,1.0,8.937799268298679e-05,0.8027950478200283,0.8028844258127114,0.8899380082988905,1.1138912305695698,-8.400599048726545e-11
PINN Baseline,5,9,1.0,8.765243304272492e-05,0.8555327992006723,0.8556204516337149,0.8899380082988905,1.0431115497628858,-8.422585451944431e-11
Rahul's Model,1,9,1.0,0.00024110689345333312,0.8868693664876951,0.8871104733811485,0.8899380082988905,1.003050254124124,-8.068683501017376e-11
Rahul's Model,2,9,1.0,0.00022140243608090613,0.815452160494816,0.8156735629308969,0.8899380082988905,1.0957101399892286,-8.044376457790437e-11
Rahul's Model,3,9,1.0,0.00017264821670121618,0.8007551163383242,0.8009277645550255,0.8899380082988905,1.1123647659489155,-7.969107079875862e-11
Rahul's Model,4,9,1.0,0.00018793499718109766,0.7211437330632988,0.7213316680604799,0.8899380082988905,1.2395741717580013,-8.345188796159115e-11
Rahul's Model,5,9,1.0,0.00018171042514344057,0.6156184639678233,0.6158001743929667,0.8899380082988905,1.4454022542007405,-8.06477822544775e-11
