Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
460,maxIterations,False,30.373459006194025,
461,optimal,True,0.886234442004934,574024.3299244138
462,optimal,True,0.7174943191930652,561961.2731721775
463,optimal,True,0.760277678957209,568603.4332797838
464,optimal,True,0.8724714028649032,563806.0401099152
465,optimal,True,0.9364784420467913,575922.3435814794
466,optimal,True,0.89049610379152,561114.3373133289
467,optimal,True,0.9913136458490044,582940.1229421195
468,optimal,True,0.918058411218226,559347.9566693733
469,optimal,True,0.86356196901761,570323.1531081373
