Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,9,1.0,9.734152505795161e-05,0.8512215880263183,0.8513189295513762,0.8464640657313995,1.0085501727619983,-1.0386039491412867e-10
DC3,2,9,1.0,9.678480111890369e-05,0.8198738908395171,0.819970675640636,0.8464640657313995,1.0437774140499387,2.3545345485749575e-12
DC3,3,9,1.0,0.0001004616626434856,0.9239012778012289,0.9240017394638724,0.8464640657313995,0.9200683345154749,-1.0338422761984681e-10
DC3,4,9,1.0,0.00010594166815280914,0.9238500287756324,0.9239559704437852,0.8464640657313995,0.9153770635257072,4.0503350298815465e-11
DC3,5,9,1.0,9.873602539300919e-05,0.8827942651179101,0.8828930011433032,0.8464640657313995,0.9622946765521859,-4.945053547299586e-11
FSNet,1,9,1.0,9.975820365879271e-05,0.8806412792247202,0.8807410374283791,0.8464640657313995,0.960188957737701,-1.0338504887656294e-10
FSNet,2,9,1.0,0.00010430502394835155,0.8014874535923203,0.8015917586162686,0.8464640657313995,1.0703037487561429,-1.0364216595358328e-10
FSNet,3,9,1.0,0.00011163380824857288,0.8300857500483593,0.8301973838566078,0.8464640657313995,1.0251195867549723,4.296823875697977e-11
FSNet,4,9,1.0,9.80449840426445e-05,0.9381405098570718,0.9382385548411144,0.8464640657313995,0.9042798609372882,-1.034733591745165e-10
FSNet,5,9,1.0,9.409824593199624e-05,0.8745156076426307,0.8746097058885627,0.8464640657313995,0.967737233255142,-1.0399692094921768e-10
KKT,1,9,1.0,0.00020160991698503494,1.340054518957105,1.34025612887409,0.8464640657313995,0.6522418538329722,-1.0351809558444206e-10
KKT,2,9,1.0,0.00028214707142776914,1.3631962368057833,1.363478383877211,0.8464640657313995,0.6213261154189804,-1.0292068620602541e-10
KKT,3,9,1.0,0.0002757259127166536,1.3082057091717918,1.3084814350845084,0.8464640657313995,0.6514071875872108,-1.0359579042882679e-10
KKT,4,9,1.0,0.0002988004643056128,0.9408322842791677,0.9411310847434733,0.8464640657313995,0.9229727046734124,-5.015996492316121e-11
KKT,5,9,1.0,0.00017439863748020597,0.7338925597982274,0.7340669584357076,0.8464640657313995,1.1782929741061892,-1.0302333900943361e-10
PINN Baseline,1,9,1.0,0.0001907921913597319,0.9297418251840605,0.9299326173754202,0.8464640657313995,0.913401341391664,-1.0413570363648015e-10
PINN Baseline,2,9,1.0,0.00010095060699515873,0.92756647316532,0.9276674237723151,0.8464640657313995,0.9122684978543835,-1.0404300206536147e-10
PINN Baseline,3,9,1.0,0.0001014426557554139,0.8927434166479442,0.8928448593036996,0.8464640657313995,0.9510605465055578,-1.0142991891429684e-10
PINN Baseline,4,9,1.0,9.940171407328712e-05,0.816006679708759,0.8161060814228323,0.8464640657313995,1.0368764855799641,-1.0321776800341287e-10
PINN Baseline,5,9,1.0,9.687731249464882e-05,0.8772496522093812,0.8773465295218759,0.8464640657313995,0.9629191560464315,-1.0238804593984903e-10
Rahul's Model,1,9,1.0,0.00020375992688867781,0.8829567855637934,0.8831605454906821,0.8464640657313995,0.9581226138255716,-1.0559758303095188e-10
Rahul's Model,2,9,1.0,0.00020370218488905166,1.2655114682598247,1.2657151704447136,0.8464640657313995,0.6907858304027023,-1.0057265648224184e-10
Rahul's Model,3,9,1.0,0.0002053089232908355,0.9987958572391007,0.9990011661623915,0.8464640657313995,0.8491898490555537,-1.0132179320636457e-10
Rahul's Model,4,9,1.0,0.000214907754626539,0.9296617618658476,0.9298766696204742,0.8464640657313995,0.9127018016133184,-1.0586871518008196e-10
Rahul's Model,5,9,1.0,0.00017656230678160986,0.8749425214611821,0.8751190837679638,0.8464640657313995,0.9727579274376689,-1.0056973537910359e-10
