Architecture,Run,Instance_ID,Raw_Obj_Gap_pct,Raw_Max_Eq,Raw_Mean_Eq,Raw_Max_Ineq,Raw_Mean_Ineq,NN_Time_s,Restoration_Success,Restoration_Status,Restoration_Time_s,Total_Online_Time_s,Restoration_Distance,Restored_Cost,IPOPT_Cost,Restored_Obj_Gap_pct,Restored_Max_Eq,Restored_Mean_Eq,Restored_Max_Ineq,Restored_Mean_Ineq
FSNet,3,2,-6.004856109619141,9.400856971740723,1.8513925075531006,14.031246185302734,0.44323480129241943,0.00016762999985076021,False,infeasible,0.21160370000143303,0.2117713300012838,,,2237.24365234375,,,,,
FSNet,3,3,1.87476646900177,9.521685600280762,1.8721046447753906,15.318649291992188,0.46285897493362427,0.00016762999985076021,False,infeasible,0.22511709999889717,0.22528472999874793,,,2156.857177734375,,,,,
FSNet,3,4,0.16410571336746216,9.549126625061035,1.885528326034546,15.794021606445312,0.46651849150657654,0.00016762999985076021,False,infeasible,0.19836299999951734,0.1985306299993681,,,2173.237060546875,,,,,
FSNet,3,5,-4.288551330566406,9.076977729797363,1.8334726095199585,12.423620223999023,0.41705647110939026,0.00016762999985076021,False,infeasible,0.1957728000015777,0.19594043000142847,,,2116.685546875,,,,,
FSNet,3,6,-0.7525045871734619,9.710247993469238,1.8837209939956665,16.411314010620117,0.4768464267253876,0.00016762999985076021,False,infeasible,0.23341349999827798,0.23358112999812874,,,2211.462646484375,,,,,
FSNet,3,7,-2.8743937015533447,9.297438621520996,1.838847279548645,13.745928764343262,0.43208736181259155,0.00016762999985076021,False,infeasible,0.2030661000026157,0.20323373000246647,,,2154.029296875,,,,,
FSNet,3,8,-1.678292989730835,9.111082077026367,1.8603973388671875,14.448616981506348,0.4358464181423187,0.00016762999985076021,False,infeasible,0.2194683999987319,0.21963602999858267,,,2162.856689453125,,,,,
FSNet,3,9,3.3331453800201416,9.382904052734375,1.8760212659835815,15.015851974487305,0.45189565420150757,0.00016762999985076021,False,infeasible,0.22391269999934593,0.2240803299991967,,,2082.473388671875,,,,,
FSNet,4,0,3.0193207263946533,9.164386749267578,1.8844109773635864,13.727435111999512,0.5409560799598694,0.0001114800001232652,False,infeasible,0.2855109000010998,0.2856223800012231,,,2157.823486328125,,,,,
FSNet,4,1,-4.800721168518066,9.130611419677734,1.8317383527755737,14.20276165008545,0.5125967860221863,0.0001114800001232652,False,infeasible,0.22707790000276873,0.227189380002892,,,2202.7431640625,,,,,
FSNet,4,2,-6.051168918609619,9.147597312927246,1.8191261291503906,14.089929580688477,0.5121005773544312,0.0001114800001232652,False,infeasible,0.19149970000216854,0.1916111800022918,,,2237.24365234375,,,,,
FSNet,4,3,1.7464511394500732,9.26049518585205,1.845320463180542,13.986686706542969,0.5341653823852539,0.0001114800001232652,False,infeasible,0.23278679999930318,0.23289827999942644,,,2156.857177734375,,,,,
FSNet,4,4,0.09226453304290771,9.28763198852539,1.8599773645401,13.792502403259277,0.5381338000297546,0.0001114800001232652,False,infeasible,0.247211599998991,0.24732307999911426,,,2173.237060546875,,,,,
FSNet,4,5,-4.2077436447143555,8.855356216430664,1.7977997064590454,14.348719596862793,0.49265769124031067,0.0001114800001232652,False,infeasible,0.19326709999950253,0.1933785799996258,,,2116.685546875,,,,,
FSNet,4,6,-0.7538624405860901,9.458928108215332,1.8623708486557007,13.637786865234375,0.5475821495056152,0.0001114800001232652,False,infeasible,0.21869910000168602,0.21881058000180928,,,2211.462646484375,,,,,
FSNet,4,7,-2.958617687225342,9.047440528869629,1.8099247217178345,14.130294799804688,0.5034453272819519,0.0001114800001232652,False,infeasible,0.2338084999973944,0.23391997999751765,,,2154.029296875,,,,,
FSNet,4,8,-1.6381419897079468,8.84679889678955,1.83279550075531,14.149171829223633,0.5075924396514893,0.0001114800001232652,False,infeasible,0.201617200000328,0.20172868000045127,,,2162.856689453125,,,,,
FSNet,4,9,3.202415704727173,9.096844673156738,1.8451629877090454,13.728058815002441,0.5207055807113647,0.0001114800001232652,False,infeasible,0.23556859999735025,0.2356800799974735,,,2082.473388671875,,,,,
FSNet,5,0,2.9771525859832764,9.103384017944336,1.8804353475570679,14.698614120483398,0.5217424631118774,0.00019127999985357746,False,infeasible,0.2757253000017954,0.275916580001649,,,2157.823486328125,,,,,
FSNet,5,1,-4.820028781890869,9.199869155883789,1.8546698093414307,13.470810890197754,0.5041208863258362,0.00019127999985357746,False,infeasible,0.22528869999950984,0.22547997999936342,,,2202.7431640625,,,,,
FSNet,5,2,-6.1118974685668945,9.200705528259277,1.8369882106781006,13.330501556396484,0.5035398602485657,0.00019127999985357746,False,infeasible,0.2169702999999572,0.21716157999981078,,,2237.24365234375,,,,,
FSNet,5,3,1.9076489210128784,9.30463981628418,1.8628997802734375,13.781338691711426,0.5246832370758057,0.00019127999985357746,False,infeasible,0.2201342999978806,0.22032557999773417,,,2156.857177734375,,,,,
FSNet,5,4,0.1083965003490448,9.263684272766113,1.8660240173339844,14.113130569458008,0.5212469696998596,0.00019127999985357746,False,infeasible,0.21388529999967432,0.2140765799995279,,,2173.237060546875,,,,,
FSNet,5,5,-4.161849021911621,8.914680480957031,1.8215081691741943,13.430338859558105,0.47769078612327576,0.00019127999985357746,False,infeasible,0.20058290000088164,0.20077418000073521,,,2116.685546875,,,,,
FSNet,5,6,-0.6420957446098328,9.484396934509277,1.8693935871124268,14.61711597442627,0.5371574759483337,0.00019127999985357746,False,infeasible,0.27626739999686833,0.2764586799967219,,,2211.462646484375,,,,,
FSNet,5,7,-2.9013350009918213,9.096664428710938,1.831282377243042,13.26830768585205,0.49119389057159424,0.00019127999985357746,False,infeasible,0.207845199998701,0.20803647999855457,,,2154.029296875,,,,,
FSNet,5,8,-1.6404109001159668,8.926692962646484,1.8526605367660522,13.352068901062012,0.5002225637435913,0.00019127999985357746,False,infeasible,0.23485079999954905,0.23504207999940263,,,2162.856689453125,,,,,
FSNet,5,9,3.1755919456481934,9.096277236938477,1.858215093612671,13.39272689819336,0.5080328583717346,0.00019127999985357746,False,infeasible,0.21581199999855016,0.21600327999840374,,,2082.473388671875,,,,,
KKT,1,0,10.233168601989746,1.7270030975341797,0.19398532807826996,0.0,0.0,0.00028643000005104116,False,infeasible,0.12924930000008317,0.1295357300001342,,,2157.823486328125,,,,,
KKT,1,1,2.665344476699829,1.6971230506896973,0.18923448026180267,0.0,0.0,0.00028643000005104116,False,infeasible,0.11623369999870192,0.11652012999875297,,,2202.7431640625,,,,,
KKT,1,2,1.370083212852478,1.697021245956421,0.18925024569034576,0.0,0.0,0.00028643000005104116,False,infeasible,0.1031124999972235,0.10339892999727454,,,2237.24365234375,,,,,
KKT,1,3,8.851980209350586,1.7462022304534912,0.19437694549560547,0.0,0.0,0.00028643000005104116,False,infeasible,0.1101630999983172,0.11044952999836824,,,2156.857177734375,,,,,
KKT,1,4,7.337406158447266,1.7141104936599731,0.19253887236118317,0.0,0.0,0.00028643000005104116,False,infeasible,0.10636909999811905,0.1066555299981701,,,2173.237060546875,,,,,
KKT,1,5,3.9312942028045654,1.6245009899139404,0.18329262733459473,0.0,0.0,0.00028643000005104116,False,infeasible,0.11039439999876777,0.11068082999881881,,,2116.685546875,,,,,
KKT,1,6,5.913624286651611,1.7444758415222168,0.19512836635112762,0.0,0.0,0.00028643000005104116,False,infeasible,0.13011479999840958,0.13040122999846063,,,2211.462646484375,,,,,
KKT,1,7,4.910038471221924,1.7050378322601318,0.18943487107753754,0.0,0.0,0.00028643000005104116,False,infeasible,0.13004690000161645,0.1303333300016675,,,2154.029296875,,,,,
KKT,1,8,5.953464031219482,1.7259414196014404,0.1900961846113205,0.0,0.0,0.00028643000005104116,False,infeasible,0.10301659999822732,0.10330302999827837,,,2162.856689453125,,,,,
KKT,1,9,10.940911293029785,1.7274465560913086,0.19177857041358948,0.0,0.0,0.00028643000005104116,False,infeasible,0.10371110000050976,0.1039975300005608,,,2082.473388671875,,,,,
