Architecture,Run,Instance_ID,Raw_Obj_Gap_pct,Raw_Max_Eq,Raw_Mean_Eq,Raw_Max_Ineq,Raw_Mean_Ineq,NN_Time_s,Restoration_Success,Restoration_Status,Restoration_Time_s,Total_Online_Time_s,Restoration_Distance,Restored_Cost,IPOPT_Cost,Restored_Obj_Gap_pct,Restored_Max_Eq,Restored_Mean_Eq,Restored_Max_Ineq,Restored_Mean_Ineq
FSNet,1,9,-5.670196056365967,1.4173232316970825,0.26915544271469116,0.8816355466842651,0.09621910750865936,0.00019750999999814666,False,infeasible,0.21191530000214698,0.21211281000214513,,,2082.473388671875,,,,,
FSNet,2,0,3.0122945308685303,9.331879615783691,1.8926876783370972,16.50937843322754,0.45975062251091003,0.00016670999975758604,False,infeasible,0.25592170000163605,0.25608841000139365,,,2157.823486328125,,,,,
FSNet,2,1,-4.812225818634033,9.295380592346191,1.8471344709396362,14.248597145080566,0.4336678385734558,0.00016670999975758604,False,infeasible,0.21379910000177915,0.21396581000153675,,,2202.7431640625,,,,,
FSNet,2,2,-6.057050704956055,9.324885368347168,1.842747688293457,14.092251777648926,0.43754711747169495,0.00016670999975758604,False,infeasible,0.20930779999980587,0.20947450999956346,,,2237.24365234375,,,,,
FSNet,2,3,1.7963465452194214,9.440373420715332,1.8653143644332886,15.161382675170898,0.45661112666130066,0.00016670999975758604,False,infeasible,0.23000979999778792,0.23017650999754552,,,2156.857177734375,,,,,
FSNet,2,4,0.12124814838171005,9.45850658416748,1.8743517398834229,15.745956420898438,0.4596312344074249,0.00016670999975758604,False,infeasible,0.22977979999996023,0.22994650999971783,,,2173.237060546875,,,,,
FSNet,2,5,-4.414648056030273,9.011990547180176,1.822981595993042,12.369197845458984,0.4144044518470764,0.00016670999975758604,False,infeasible,0.236222399998951,0.2363891099987086,,,2116.685546875,,,,,
FSNet,2,6,-0.9103403091430664,9.595685005187988,1.8723363876342773,16.140342712402344,0.46735724806785583,0.00016670999975758604,False,infeasible,0.23161679999975604,0.23178350999951364,,,2211.462646484375,,,,,
FSNet,2,7,-2.926020622253418,9.217400550842285,1.8302689790725708,13.684773445129395,0.42847582697868347,0.00016670999975758604,False,infeasible,0.22722609999982524,0.22739280999958283,,,2154.029296875,,,,,
FSNet,2,8,-1.6054974794387817,9.05435848236084,1.8517967462539673,14.578927993774414,0.4316175580024719,0.00016670999975758604,False,infeasible,0.2079927000013413,0.2081594100010989,,,2162.856689453125,,,,,
FSNet,2,9,3.24167799949646,9.294316291809082,1.865684151649475,14.99968147277832,0.4478679895401001,0.00016670999975758604,False,infeasible,0.2469965999989654,0.247163309998723,,,2082.473388671875,,,,,
FSNet,3,0,2.9875617027282715,9.4293212890625,1.9043684005737305,16.688003540039062,0.4664095342159271,0.00016762999985076021,False,infeasible,0.23339080000005197,0.23355842999990273,,,2157.823486328125,,,,,
FSNet,3,1,-4.727215766906738,9.37938117980957,1.8595705032348633,14.336891174316406,0.44200509786605835,0.00016762999985076021,False,infeasible,0.20786999999836553,0.2080376299982163,,,2202.7431640625,,,,,
