Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,1000,1.0,6.52956310659647e-07,0.15916572255827485,0.1591663755145855,0.1683460526880808,1.0620260159430197,5.055950278659791e-13
DC3,2,1000,1.0,6.349468603730202e-07,0.1636730359918438,0.16367367093870416,0.1683460526880808,1.0352718763268962,-1.7365807143970167e-13
DC3,3,1000,1.0,6.783236749470234e-07,0.1612714342046529,0.16127211252832785,0.1683460526880808,1.0485505331018894,-1.0227566983108325e-13
DC3,4,1000,1.0,7.674801163375378e-07,0.1678021444613114,0.16780291194142774,0.1683460526880808,1.0143260719626845,-1.82440994418208e-13
DC3,5,1000,1.0,4.0245475247502326e-07,0.17277558401459828,0.17277598646935075,0.1683460526880808,0.9884509222910929,-1.9209575246440463e-13
FSNet,1,1000,1.0,1.0826289653778076e-06,0.17189107415126637,0.17189215678023173,0.1683460526880808,0.9938822262028219,8.453788649717172e-13
FSNet,2,1000,1.0,3.659049980342388e-07,0.15753489988530053,0.15753526579029858,0.1683460526880808,1.072248297897298,9.92675131484715e-13
FSNet,3,1000,1.0,3.72803770005703e-07,0.17524841181794182,0.1752487846217118,0.1683460526880808,0.9783006711223006,9.903622647165259e-13
FSNet,4,1000,1.0,3.5156728699803353e-07,0.17407071842579172,0.1740710699930787,0.1683460526880808,0.9825757454307339,8.934824521231147e-13
FSNet,5,1000,1.0,6.402162835001946e-07,0.15710838257009163,0.15710902278637515,0.1683460526880808,1.0748184714619622,9.1670122995226e-13
KKT,1,1000,1.0,8.819936774671078e-07,0.1629134484785609,0.16291433047223836,0.1683460526880808,1.0408217584850143,-4.584359662320127e-13
KKT,2,1000,1.0,9.673209860920906e-07,0.16237630097940564,0.16237726830039173,0.1683460526880808,1.042423437719467,-7.24133151867694e-13
KKT,3,1000,1.0,8.300230838358402e-07,0.162956875261385,0.16295770528446882,0.1683460526880808,1.038994395962515,-3.499647194152231e-13
KKT,4,1000,1.0,3.944491036236286e-07,0.16353914840705694,0.16353954285616054,0.1683460526880808,1.035936061360483,-7.54339414641389e-13
KKT,5,1000,1.0,1.2044492177665233e-06,0.16234345030458644,0.16234465475380422,0.1683460526880808,1.040992326020359,-5.02034419407852e-13
PINN Baseline,1,1000,1.0,8.599354699254036e-05,0.17018069722363724,0.17026669077062978,0.1683460526880808,0.9943762533563915,-1.2875580788881563e-12
PINN Baseline,2,1000,1.0,3.706039860844612e-07,0.19323123732442035,0.19323160792840643,0.1683460526880808,0.8886658320400963,-1.4136909706809683e-12
PINN Baseline,3,1000,1.0,9.174016304314137e-07,0.19075833719130605,0.1907592545929365,0.1683460526880808,0.8982605857018671,-1.3644014990183365e-12
PINN Baseline,4,1000,1.0,6.763529963791371e-07,0.1792167107029818,0.17921738705597817,0.1683460526880808,0.9529178940784967,-1.4284890815655092e-12
PINN Baseline,5,1000,1.0,8.953958749771118e-07,0.17251160630444065,0.17251250170031562,0.1683460526880808,0.9780955883158864,-1.2320268053397398e-12
Rahul's Model,1,1000,1.0,4.7071697190403937e-07,0.17530375136528165,0.17530422208225355,0.1683460526880808,0.9644674324417262,-1.9716548277110997e-12
Rahul's Model,2,1000,1.0,1.1108508333563805e-06,0.19309449419751765,0.193095605048351,0.1683460526880808,0.886288305367133,-2.1116553584639718e-12
Rahul's Model,3,1000,1.0,8.140821009874344e-07,0.1757462231228128,0.1757470372049138,0.1683460526880808,0.9608624913496779,-2.4102712719371993e-12
Rahul's Model,4,1000,1.0,8.995942771434784e-07,0.16937371145002544,0.16937461104430257,0.1683460526880808,0.999517649314682,-3.6184237391656516e-13
Rahul's Model,5,1000,1.0,9.685982950031757e-07,0.17456223618751393,0.17456320478580892,0.1683460526880808,0.9698028110995779,-2.1520613010194744e-13
