Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
850,optimal,True,0.8314181789755821,567275.2824298342
851,optimal,True,0.824493414722383,559941.3840427148
852,optimal,True,0.871361343190074,568195.5136593228
853,optimal,True,0.8453482296317816,568978.2396380593
854,optimal,True,0.8670429913327098,580483.3440655431
855,optimal,True,0.8701688069850206,576801.5208046824
856,optimal,True,0.8421741845086217,563804.8427862311
857,optimal,True,0.830704745836556,562649.8169045183
858,optimal,True,0.7699401369318366,554189.9654379248
859,optimal,True,0.9974477039650083,561433.5528324681
