Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,10,1.0,8.623320609331131e-05,0.853556233085692,0.8536424662917852,0.7110887069022283,0.8332969993058338,5.86969025098397e-14
DC3,2,10,1.0,9.467920754104852e-05,0.7334658855339512,0.7335605647414922,0.7110887069022283,0.9732134614352692,-6.533956551171852e-13
DC3,3,10,1.0,8.106119930744171e-05,0.7447305682580918,0.7448116294573992,0.7110887069022283,0.9587483157905918,-1.5958096571806653e-12
DC3,4,10,1.0,7.708021439611912e-05,0.9323259278899059,0.932403008104302,0.7110887069022283,0.7654942077478435,6.369436949393042e-14
DC3,5,10,1.0,8.721919730305671e-05,1.551994100608863,1.552081319806166,0.7110887069022283,0.7617165013466526,-8.343841620059973e-14
FSNet,1,10,1.0,0.00014858338981866838,0.7690088209230452,0.769157404312864,0.7110887069022283,0.9344820847199442,-8.124923656636368e-14
FSNet,2,10,1.0,8.424320258200168e-05,0.8994867227971554,0.8995709659997374,0.7110887069022283,0.7911266095567628,-1.1613303726752502e-12
FSNet,3,10,1.0,8.313518483191729e-05,0.7733416465111077,0.7734247816959396,0.7110887069022283,0.9291597981761053,-2.7609774695705932e-14
FSNet,4,10,1.0,8.210621308535337e-05,0.844414123124443,0.8444962293375283,0.7110887069022283,0.8425426168798561,-2.8833002955705003e-13
FSNet,5,10,1.0,8.991928771138192e-05,0.8539451422169805,0.8540350615046919,0.7110887069022283,0.8326087803012914,2.688363208197895e-13
KKT,1,10,1.0,0.00015706538688391446,0.7596196281956509,0.7597766935825347,0.7110887069022283,0.9533163466850872,-1.9263113133350198e-13
KKT,2,10,1.0,0.00015551040414720773,0.8168381125899031,0.8169936229940504,0.7110887069022283,0.8707002616421841,-5.549896415739859e-13
KKT,3,10,1.0,0.00020000250078737735,0.7872194816824049,0.7874194841831923,0.7110887069022283,0.918140239338493,-6.468265997371596e-13
KKT,4,10,1.0,0.00016312550287693738,0.7832081831991673,0.7833713087020442,0.7110887069022283,0.9139904272316715,1.6972491605232477e-12
KKT,5,10,1.0,0.00014788240659981965,0.8548503623344004,0.8549982447410003,0.7110887069022283,0.8317262767039031,-2.2588632398985213e-13
PINN Baseline,1,10,1.0,0.0001792975002899766,0.7587143528275192,0.7588936503278092,0.7110887069022283,0.9465424019523766,-7.13468621632417e-13
PINN Baseline,2,10,1.0,7.931019645184279e-05,0.7891285997116938,0.7892079099081457,0.7110887069022283,0.9226795129347074,8.791935369840861e-13
PINN Baseline,3,10,1.0,8.28172080218792e-05,0.8188583977753296,0.8189412149833515,0.7110887069022283,0.869796371152988,1.2722112080389748e-12
PINN Baseline,4,10,1.0,8.334119338542223e-05,0.8478020582348108,0.8478853994281963,0.7110887069022283,0.8421637160909251,-8.904082585246991e-13
PINN Baseline,5,10,1.0,8.4258196875453e-05,0.8937710244907067,0.8938552826875821,0.7110887069022283,0.8082964699686958,-9.008652300664805e-13
Rahul's Model,1,10,1.0,0.0002385866828262806,0.8188219983130693,0.8190605849958956,0.7110887069022283,0.8742440573784365,2.8399000802525186e-13
Rahul's Model,2,10,1.0,0.00016725040040910244,0.8899611275177449,0.890128377918154,0.7110887069022283,0.7980984443978018,-8.545400698227974e-13
Rahul's Model,3,10,1.0,0.00020444460678845645,0.8830029072007164,0.8832073518075049,0.7110887069022283,0.8049909066187816,-1.0652042887429198e-12
Rahul's Model,4,10,1.0,0.00018254651222378017,0.8497791173867881,0.849961663899012,0.7110887069022283,0.8369719235968418,2.417308920634449e-13
Rahul's Model,5,10,1.0,0.00014960439875721931,0.9409125677077099,0.9410621721064671,0.7110887069022283,0.7591736826094194,1.0749980353154245e-12
