Metric,Architecture_A,Architecture_B,Mean_A,Mean_B,Difference,p_value,p_adjusted,Significant
Optimality_Gap,Ablated PINN,DC3,-721.2274183105469,-34.59751456794739,-686.6299037425995,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,Ablated PINN,FSNet,-721.2274183105469,-3.0525792807310057,-718.1748390298159,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,Ablated PINN,KKT,-721.2274183105469,6.060597246219078,-727.288015556766,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,Ablated PINN,PINN Baseline,-721.2274183105469,11.56043378560906,-732.7878520961559,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,Ablated PINN,Rahul's Model,-721.2274183105469,9.330651448676363,-730.5580697592233,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,DC3,FSNet,-34.59751456794739,-3.0525792807310057,-31.544935287216386,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,DC3,KKT,-34.59751456794739,6.060597246219078,-40.65811181416647,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,DC3,PINN Baseline,-34.59751456794739,11.56043378560906,-46.15794835355645,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,DC3,Rahul's Model,-34.59751456794739,9.330651448676363,-43.928166016623756,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,FSNet,KKT,-3.0525792807310057,6.060597246219078,-9.113176526950083,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,FSNet,PINN Baseline,-3.0525792807310057,11.56043378560906,-14.613013066340066,0.20634920634920634,0.6190476190476191,False
Optimality_Gap,FSNet,Rahul's Model,-3.0525792807310057,9.330651448676363,-12.38323072940737,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,KKT,PINN Baseline,6.060597246219078,11.56043378560906,-5.499836539389983,0.6031746031746031,1.0,False
Optimality_Gap,KKT,Rahul's Model,6.060597246219078,9.330651448676363,-3.2700542024572856,0.007936507936507936,0.11904761904761904,False
Optimality_Gap,PINN Baseline,Rahul's Model,11.56043378560906,9.330651448676363,2.229782336932697,0.9761904761904762,1.0,False
Max_Eq,Ablated PINN,DC3,0.03887620392888784,1.0292340161204339,-0.9903578121915461,0.007936507936507936,0.11904761904761904,False
Max_Eq,Ablated PINN,FSNet,0.03887620392888784,7.691388903570174,-7.652512699641286,0.007936507936507936,0.11904761904761904,False
Max_Eq,Ablated PINN,KKT,0.03887620392888784,2.259513419365883,-2.2206372154369953,0.007936507936507936,0.11904761904761904,False
Max_Eq,Ablated PINN,PINN Baseline,0.03887620392888784,0.9015522972896696,-0.8626760933607818,0.007936507936507936,0.11904761904761904,False
Max_Eq,Ablated PINN,Rahul's Model,0.03887620392888784,0.2725340689957142,-0.23365786506682634,0.007936507936507936,0.11904761904761904,False
Max_Eq,DC3,FSNet,1.0292340161204339,7.691388903570174,-6.6621548874497405,0.007936507936507936,0.11904761904761904,False
Max_Eq,DC3,KKT,1.0292340161204339,2.259513419365883,-1.2302794032454492,0.007936507936507936,0.11904761904761904,False
Max_Eq,DC3,PINN Baseline,1.0292340161204339,0.9015522972896696,0.1276817188307643,0.7222222222222222,0.7222222222222222,False
Max_Eq,DC3,Rahul's Model,1.0292340161204339,0.2725340689957142,0.7566999471247197,0.007936507936507936,0.11904761904761904,False
Max_Eq,FSNet,KKT,7.691388903570174,2.259513419365883,5.431875484204291,0.03968253968253968,0.15873015873015872,False
Max_Eq,FSNet,PINN Baseline,7.691388903570174,0.9015522972896696,6.789836606280504,0.015873015873015872,0.11904761904761904,False
Max_Eq,FSNet,Rahul's Model,7.691388903570174,0.2725340689957142,7.41885483457446,0.007936507936507936,0.11904761904761904,False
Max_Eq,KKT,PINN Baseline,2.259513419365883,0.9015522972896696,1.3579611220762136,0.03968253968253968,0.15873015873015872,False
Max_Eq,KKT,Rahul's Model,2.259513419365883,0.2725340689957142,1.9869793503701687,0.007936507936507936,0.11904761904761904,False
Max_Eq,PINN Baseline,Rahul's Model,0.9015522972896696,0.2725340689957142,0.6290182282939554,0.047619047619047616,0.15873015873015872,False
Mean_Eq,Ablated PINN,DC3,0.009273195032775402,0.11776169051080942,-0.10848849547803402,0.007936507936507936,0.11904761904761904,False
Mean_Eq,Ablated PINN,FSNet,0.009273195032775402,1.5434252395033836,-1.5341520444706083,0.007936507936507936,0.11904761904761904,False
Mean_Eq,Ablated PINN,KKT,0.009273195032775402,0.24583250096142292,-0.23655930592864752,0.007936507936507936,0.11904761904761904,False
Mean_Eq,Ablated PINN,PINN Baseline,0.009273195032775402,0.10476000528559089,-0.09548681025281548,0.007936507936507936,0.11904761904761904,False
Mean_Eq,Ablated PINN,Rahul's Model,0.009273195032775402,0.06741898055002093,-0.05814578551724553,0.007936507936507936,0.11904761904761904,False
Mean_Eq,DC3,FSNet,0.11776169051080942,1.5434252395033836,-1.4256635489925742,0.007936507936507936,0.11904761904761904,False
Mean_Eq,DC3,KKT,0.11776169051080942,0.24583250096142292,-0.1280708104506135,0.007936507936507936,0.11904761904761904,False
Mean_Eq,DC3,PINN Baseline,0.11776169051080942,0.10476000528559089,0.013001685225218537,0.753968253968254,0.753968253968254,False
Mean_Eq,DC3,Rahul's Model,0.11776169051080942,0.06741898055002093,0.05034270996078849,0.007936507936507936,0.11904761904761904,False
Mean_Eq,FSNet,KKT,1.5434252395033836,0.24583250096142292,1.2975927385419608,0.015873015873015872,0.11904761904761904,False
Mean_Eq,FSNet,PINN Baseline,1.5434252395033836,0.10476000528559089,1.4386652342177928,0.007936507936507936,0.11904761904761904,False
Mean_Eq,FSNet,Rahul's Model,1.5434252395033836,0.06741898055002093,1.4760062589533627,0.007936507936507936,0.11904761904761904,False
Mean_Eq,KKT,PINN Baseline,0.24583250096142292,0.10476000528559089,0.14107249567583202,0.007936507936507936,0.11904761904761904,False
Mean_Eq,KKT,Rahul's Model,0.24583250096142292,0.06741898055002093,0.178413520411402,0.007936507936507936,0.11904761904761904,False
Mean_Eq,PINN Baseline,Rahul's Model,0.10476000528559089,0.06741898055002093,0.03734102473556995,0.047619047619047616,0.11904761904761904,False
Max_Ineq,Ablated PINN,DC3,7.260935061359406,0.03736412734985352,7.223570934009553,0.007936507936507936,0.11904761904761904,False
Max_Ineq,Ablated PINN,FSNet,7.260935061359406,11.800662033069134,-4.539726971709728,0.23809523809523808,0.47619047619047616,False
Max_Ineq,Ablated PINN,KKT,7.260935061359406,0.0,7.260935061359406,0.007936507936507936,0.11904761904761904,False
Max_Ineq,Ablated PINN,PINN Baseline,7.260935061359406,0.3529671467840672,6.907967914575339,0.007936507936507936,0.11904761904761904,False
Max_Ineq,Ablated PINN,Rahul's Model,7.260935061359406,0.026282888364791868,7.234652172994615,0.007936507936507936,0.11904761904761904,False
Max_Ineq,DC3,FSNet,0.03736412734985352,11.800662033069134,-11.76329790571928,0.007936507936507936,0.11904761904761904,False
Max_Ineq,DC3,KKT,0.03736412734985352,0.0,0.03736412734985352,0.007936507936507936,0.11904761904761904,False
Max_Ineq,DC3,PINN Baseline,0.03736412734985352,0.3529671467840672,-0.3156030194342137,0.015873015873015872,0.11904761904761904,False
Max_Ineq,DC3,Rahul's Model,0.03736412734985352,0.026282888364791868,0.01108123898506165,0.4444444444444444,0.47619047619047616,False
Max_Ineq,FSNet,KKT,11.800662033069134,0.0,11.800662033069134,0.007936507936507936,0.11904761904761904,False
Max_Ineq,FSNet,PINN Baseline,11.800662033069134,0.3529671467840672,11.447694886285067,0.007936507936507936,0.11904761904761904,False
Max_Ineq,FSNet,Rahul's Model,11.800662033069134,0.026282888364791868,11.774379144704342,0.007936507936507936,0.11904761904761904,False
Max_Ineq,KKT,PINN Baseline,0.0,0.3529671467840672,-0.3529671467840672,0.007936507936507936,0.11904761904761904,False
Max_Ineq,KKT,Rahul's Model,0.0,0.026282888364791868,-0.026282888364791868,0.007936507936507936,0.11904761904761904,False
Max_Ineq,PINN Baseline,Rahul's Model,0.3529671467840672,0.026282888364791868,0.32668425841927534,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,Ablated PINN,DC3,0.2513905573934317,0.0014217328027822077,0.24996882459064948,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,Ablated PINN,FSNet,0.2513905573934317,0.40647271518707273,-0.15508215779364104,0.06349206349206349,0.12698412698412698,False
Mean_Ineq,Ablated PINN,KKT,0.2513905573934317,0.0,0.2513905573934317,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,Ablated PINN,PINN Baseline,0.2513905573934317,0.03231142667420208,0.2190791307192296,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,Ablated PINN,Rahul's Model,0.2513905573934317,0.0006324202284216881,0.25075813716501,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,DC3,FSNet,0.0014217328027822077,0.40647271518707273,-0.40505098238429055,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,DC3,KKT,0.0014217328027822077,0.0,0.0014217328027822077,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,DC3,PINN Baseline,0.0014217328027822077,0.03231142667420208,-0.030889693871419873,0.023809523809523808,0.11904761904761904,False
Mean_Ineq,DC3,Rahul's Model,0.0014217328027822077,0.0006324202284216881,0.0007893125743605196,0.4444444444444444,0.4444444444444444,False
Mean_Ineq,FSNet,KKT,0.40647271518707273,0.0,0.40647271518707273,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,FSNet,PINN Baseline,0.40647271518707273,0.03231142667420208,0.37416128851287067,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,FSNet,Rahul's Model,0.40647271518707273,0.0006324202284216881,0.40584029495865104,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,KKT,PINN Baseline,0.0,0.03231142667420208,-0.03231142667420208,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,KKT,Rahul's Model,0.0,0.0006324202284216881,-0.0006324202284216881,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,PINN Baseline,Rahul's Model,0.03231142667420208,0.0006324202284216881,0.031679006445780394,0.007936507936507936,0.11904761904761904,False
