Architecture,Metric,Bootstrap_Mean,CI95_Low,CI95_High
PINN Baseline,Optimality_Gap,54.72835158772201,53.981404082126616,55.9525697064209
PINN Baseline,Max_Eq,1.0673403548673035,0.928359728203118,1.2017264585125447
PINN Baseline,Mean_Eq,0.14010887957719861,0.13472925593201068,0.14648734444394707
PINN Baseline,Max_Ineq,25.59858630524979,25.212529537792207,25.970057836837768
PINN Baseline,Mean_Ineq,0.0642898560460493,0.06245635032910855,0.06607718659315258
DC3,Optimality_Gap,54.03251164066391,53.859174338836674,54.21061092382431
DC3,Max_Eq,301.07556536387943,298.8665301086426,303.42591400360106
DC3,Mean_Eq,10.203171919052886,10.187901355662346,10.22118920580387
DC3,Max_Ineq,74043.40570983749,73006.5671709375,75194.525934375
DC3,Mean_Ineq,104.6501468849167,103.54178466796876,105.72129081539154
FSNet,Optimality_Gap,52.15280950146332,52.03363465358735,52.270321049480444
FSNet,Max_Eq,311.7447073054749,310.5740722654724,312.8761520529175
FSNet,Mean_Eq,10.245172991384315,10.216220385432242,10.272270405130387
FSNet,Max_Ineq,79030.2216528,78565.353125,79492.496346875
FSNet,Mean_Ineq,109.7248311178314,109.03467723720551,110.32753582000733
KKT,Optimality_Gap,52.18210953769989,49.57534437211991,54.951920402564994
KKT,Max_Eq,1.7248383871625663,1.0810071757316588,2.4699284553527834
KKT,Mean_Eq,0.1330773261022702,0.12965177182190118,0.13686720930740237
KKT,Max_Ineq,0.08635113496780394,0.06269426345825195,0.11137809753417968
KKT,Mean_Ineq,0.0002864442948251963,0.0001578177405463066,0.0004147917439695448
Rahul's Model,Optimality_Gap,203.40016828316652,200.89421695472717,207.45110327301026
Rahul's Model,Max_Eq,1.4053460311286212,1.2886393386495116,1.5258852993369103
Rahul's Model,Mean_Eq,0.04888314662918896,0.04672209033671767,0.050628761961851274
Rahul's Model,Max_Ineq,0.12157502380459309,0.08976878385365009,0.15834878097772595
Rahul's Model,Mean_Ineq,0.00016256108198906948,0.00010892328889689451,0.00022991657629812834
Ablated PINN,Optimality_Gap,-424.8735725154175,-446.03616743347163,-401.860292182312
Ablated PINN,Max_Eq,1.7026278600400924,1.443143612062931,2.004631331243515
Ablated PINN,Mean_Eq,0.14123722937974037,0.13953199458256366,0.14294613458551467
Ablated PINN,Max_Ineq,58.60780949443131,57.31200715518952,59.89083240114211
Ablated PINN,Mean_Ineq,0.821435394929111,0.8144377799445391,0.8308101656302811
