Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
600,optimal,True,0.8697129948996007,575585.9014740288
601,optimal,True,1.1551146320998669,586448.9861833896
602,infeasible,False,14.342553635127842,
603,optimal,True,0.8893521970603615,578763.42996112
604,optimal,True,0.8110582691151649,567128.3830462482
605,optimal,True,0.8992820330895483,577770.3733258193
606,optimal,True,0.8205176352057606,561162.154190037
607,optimal,True,0.8792932811193168,562747.2631835449
608,optimal,True,0.8800506629049778,584132.8033271065
609,optimal,True,0.8021878360304981,571849.3784120504
