Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
0,optimal,True,0.8796373656950891,567561.9352651684
1,optimal,True,0.9269324918277562,565575.7274304662
2,optimal,True,0.9368461077101529,573661.5757789278
3,optimal,True,0.916194043122232,564083.0044061993
4,optimal,True,0.9803133397363126,567358.76927527
5,optimal,True,1.5188299380242825,563657.7435673377
6,optimal,True,1.6154889180324972,562548.7180323189
7,optimal,True,1.5364043121226132,562322.8549339025
8,optimal,True,1.3139122989960015,574072.7211223957
9,optimal,True,0.8847385109402239,562747.6041848859
10,optimal,True,0.9962898129597306,557979.4066730499
11,optimal,True,1.0142666609026492,569801.228024844
12,optimal,True,0.9090934549458325,551631.2870757964
13,optimal,True,0.8832092341035604,557704.300618552
14,optimal,True,0.898985275067389,558093.573840639
15,maxIterations,False,5.218896653968841,
16,maxIterations,False,5.146130748093128,
17,optimal,True,0.9360089609399438,569659.3182173094
18,optimal,True,0.943226630333811,567499.6138845308
19,optimal,True,0.8874084623530507,563503.577179805
