Bus,Architecture,Run,N_Attempted,N_Success,Success_Rate,NN_Time_s,IPOPT_Restoration_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
162,DC3,1,991,991,1.0,2.93123107976783e-05,1.2552912233097413,1.255320535620539,1.2259858939455208,0.9766317519369526,9.353601307729378e-12
162,DC3,2,991,991,1.0,2.437214934102407e-05,0.9761730461150117,0.9761974182643525,1.2259858939455208,1.2558790578705732,8.6067095838357e-12
162,DC3,3,991,991,1.0,2.61097880906527e-05,1.2327682978810852,1.2327944076691761,1.2259858939455208,0.9944771701742807,1.7697726616578784e-11
162,DC3,4,991,991,1.0,1.6937840567957186e-05,0.72582682401615,0.7258437618567182,1.2259858939455208,1.6890492945884557,-2.1190916919030176e-12
162,DC3,5,991,991,1.0,1.799828456242509e-05,0.6980499326944227,0.698067930978985,1.2259858939455208,1.756255859263113,-4.848824084481815e-12
162,FSNet,1,991,991,1.0,1.8851059540287674e-05,0.7002507938445002,0.7002696449040404,1.2259858939455208,1.7507340249105336,-1.1927330993915967e-11
162,FSNet,2,991,991,1.0,1.542855702118815e-05,0.696458196569067,0.6964736251260881,1.2259858939455208,1.760276124919405,-1.469340293106909e-11
162,FSNet,3,991,991,1.0,2.620383451235086e-05,0.7061805830474668,0.7062067868819789,1.2259858939455208,1.7360154514493604,-1.3261003990921553e-11
162,FSNet,4,991,991,1.0,1.5956912217680534e-05,0.6860958091821499,0.6861117660943674,1.2259858939455208,1.7868603258683942,1.565235096076624e-12
162,FSNet,5,991,991,1.0,1.6692330977126703e-05,0.7047477218970876,0.7047644142280647,1.2259858939455208,1.7395683851154078,-4.960717711438806e-12
162,KKT,1,991,991,1.0,4.146135216917162e-05,0.716280177194532,0.716321638546701,1.2259858939455208,1.71150196779319,-1.0093469206560878e-12
162,KKT,2,991,991,1.0,2.84010090740204e-05,0.6954334715442526,0.6954618725533267,1.2259858939455208,1.762836961060744,1.6580419903437917e-11
162,KKT,3,991,991,1.0,2.3391927345998877e-05,0.6880475552981098,0.6880709472254559,1.2259858939455208,1.7817725030959775,5.255368123544533e-12
162,KKT,4,991,991,1.0,4.25664984871794e-05,0.7038023822400982,0.7038449487385854,1.2259858939455208,1.7418408644442278,-7.395761729907474e-12
162,KKT,5,991,991,1.0,2.8548637740069665e-05,0.6941587811302999,0.69418732976804,1.2259858939455208,1.7660735674262151,-5.1529601845003955e-12
162,PINN Baseline,1,991,990,0.9989909182643795,5.0658829463281665e-05,0.7491043716446384,0.7491550304741019,1.2259858939455208,1.6364915726050149,-1.2112755635914347e-11
162,PINN Baseline,2,991,991,1.0,2.060020181384946e-05,0.7454070140262051,0.7454276142280191,1.2259858939455208,1.6446746411657667,-1.6759976920016564e-11
162,PINN Baseline,3,991,991,1.0,2.0615338045007925e-05,0.7242375676084771,0.7242581829465219,1.2259858939455208,1.6927470380214478,6.258748213310757e-12
162,PINN Baseline,4,991,991,1.0,1.9506559034458932e-05,0.9540278162458714,0.954047322804906,1.2259858939455208,1.285036774005207,1.3855380356030312e-12
162,PINN Baseline,5,991,991,1.0,2.1331886979154535e-05,1.4248762921291318,1.4248976240161109,1.2259858939455208,0.8604027919493948,-8.04273522518761e-12
162,Rahul's Model,1,991,991,1.0,5.222613520379432e-05,0.6560123326944468,0.6560645588296505,1.2259858939455208,1.8686970320917036,-1.3546371772894368e-11
162,Rahul's Model,2,991,991,1.0,3.0828456108446134e-05,0.65152437194723,0.6515552004033386,1.2259858939455208,1.8816301261759354,1.785979658380929e-12
162,Rahul's Model,3,991,991,1.0,3.062098889504057e-05,0.6568512377396218,0.6568818587285168,1.2259858939455208,1.8663719779361565,3.3821083162383e-12
162,Rahul's Model,4,991,991,1.0,3.345802221172344e-05,0.648515445005071,0.6485489030272827,1.2259858939455208,1.8903522744744305,1.7671907491027072e-11
162,Rahul's Model,5,991,991,1.0,2.4469626637379612e-05,0.664202625731582,0.6642270953582196,1.2259858939455208,1.8457330369583058,-1.2421509513853092e-11
