Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,9,1.0,9.214466748138268e-05,0.9606014434765611,0.9606935881440424,0.6605806956326382,0.6846367089466753,3.420880547631787e-11
DC3,2,9,1.0,0.00011031699573828114,0.9974296350911673,0.9975399520869056,0.6605806956326382,0.662243488676466,3.510530794749167e-11
DC3,3,9,1.0,9.919022623863485e-05,0.9797714593199393,0.9798706495461779,0.6605806956326382,0.6712083736527769,-1.7609354541991297e-11
DC3,4,9,1.0,9.29068773984909e-05,0.9386178932359649,0.9387108001133634,0.6605806956326382,0.6999715101113306,-4.279430875753637e-11
DC3,5,9,1.0,9.550244754387272e-05,0.9526592838940107,0.9527547863415546,0.6605806956326382,0.6931475911830249,-1.19811944174975e-11
FSNet,1,9,1.0,9.777143390642272e-05,0.9942381017996619,0.9943358732335683,0.6605806956326382,0.6607110788660713,-1.4131414246426117e-11
FSNet,2,9,1.0,9.754799409872956e-05,0.9746194098972611,0.9747169578913599,0.6605806956326382,0.6735446181019186,3.5922136740943204e-11
FSNet,3,9,1.0,9.392465775211652e-05,0.9471900306590315,0.9472839553167837,0.6605806956326382,0.6948125479083106,-1.0271869860894872e-11
FSNet,4,9,1.0,0.0001006791005945868,0.9064285387026353,0.9065292178032299,0.6605806956326382,0.7291698735288036,4.766782803640752e-11
FSNet,5,9,1.0,0.0001245514334489902,0.9211643298880922,0.9212888813215412,0.6605806956326382,0.7202693383936242,3.683808311397836e-11
KKT,1,9,1.0,0.00026461844229035906,0.8836915585885031,0.8839561770307935,0.6605806956326382,0.7459911794924936,-1.3260345214050501e-11
KKT,2,9,1.0,0.00017282157205045223,0.8651127806709459,0.8652856022429963,0.6605806956326382,0.7608630926423641,-3.7126711714770406e-11
KKT,3,9,1.0,0.00021360154884556928,0.8666029149252508,0.8668165164740963,0.6605806956326382,0.758481507389842,3.509145643127336e-11
KKT,4,9,1.0,0.00019323378283944394,0.8529984023318522,0.8531916361146917,0.6605806956326382,0.7748243675196718,-1.1665596465439279e-11
KKT,5,9,1.0,0.0002051126729283068,0.7959404915519472,0.7961456042248756,0.6605806956326382,0.8296456991033166,3.201919623662876e-11
PINN Baseline,1,9,1.0,0.0001658147925304042,0.7694239905621443,0.7695898053546747,0.6605806956326382,0.8782455762003789,-1.1293242064292288e-11
PINN Baseline,2,9,1.0,9.54869772411055e-05,1.2969042665532067,1.2969997535304476,0.6605806956326382,0.6616320794757278,-3.927798239384452e-11
PINN Baseline,3,9,1.0,0.00014608032587501738,0.8119234649930149,0.81206954531889,0.6605806956326382,0.8121173967280669,-3.755993961816926e-11
PINN Baseline,4,9,1.0,9.33757983148098e-05,0.8200557214311428,0.8201490972294576,0.6605806956326382,0.8028513163037316,-1.4524289019423259e-11
PINN Baseline,5,9,1.0,9.551354580455356e-05,0.9868832864643385,0.986978800010143,0.6605806956326382,0.6770692804473056,8.398344436115326e-12
Rahul's Model,1,9,1.0,0.00019922500683201684,0.8952087509031925,0.8954079759100245,0.6605806956326382,0.7347299123598058,-1.3908995046659916e-11
Rahul's Model,2,9,1.0,0.00016009489384790262,0.7943217549731748,0.7944818498670227,0.6605806956326382,0.8274862242925367,-2.5764895146716025e-12
Rahul's Model,3,9,1.0,0.00018753597719801797,0.9020043321264287,0.9021918681036267,0.6605806956326382,0.7357328754586876,1.4202699304195946e-12
Rahul's Model,4,9,1.0,0.000336972013529804,1.2592572506724133,1.2595942226859431,0.6605806956326382,0.7309420858927546,5.246267712631055e-11
Rahul's Model,5,9,1.0,0.00023424276150763035,0.7201512756033076,0.7203855183648152,0.6605806956326382,0.9151141292108768,-1.2219386894400793e-11
