,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,7.676261942833662e-05,3.543645678492614e-06,0.5661768017802388,0.022292417255492105,0.5662535643996671,0.02229515696619872,0.5487541843671352,0.0,0.9734453629524585,0.038511669545163184,-1.1356993278884597e-11,7.12213370669124e-12
FSNet,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,8.32710973918438e-05,1.1139252451591764e-05,0.5638090939167887,0.014033502133984046,0.5638923650141805,0.014038895990737195,0.5487541843671352,0.0,0.9743746662340277,0.023509375727056078,-1.0858668237384559e-11,5.2864556289960316e-12
KKT,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,0.00015679806005209685,2.4388059332570186e-05,0.5486960941553116,0.004577745180644931,0.5488528922153637,0.004571833512666929,0.5487541843671352,0.0,0.9999672865647087,0.007831307943524308,-7.036612989247442e-12,1.0014337622866024e-11
PINN Baseline,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,8.709084242582321e-05,2.8876461490414272e-05,0.550265848087147,0.0037347815182878497,0.5503529389295727,0.0037244655936514094,0.5487541843671352,0.0,0.9982748570573282,0.006333167810767261,6.561334288707814e-12,2.401673677330449e-11
Rahul's Model,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,0.00016195204108953475,2.3852516094205262e-05,0.5783445614669471,0.019368871897837897,0.5785065135080367,0.019346661345930466,0.5487541843671352,0.0,0.9503063863207972,0.03188395700196089,1.490391532080552e-12,1.4686144141004156e-12
