,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00029989686380657885,0.00025047755947841204,1.3880579647918543,0.3762525136375362,1.3883578616556609,0.37610442062940863,1.4406109585737188,0.0,1.2123135791292046,0.4504362528992293,-2.55905669197091e-12,2.4831676603477214e-12
FSNet,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00022986438125371933,7.265649632497436e-05,1.429904480656195,0.36846307332751643,1.4301343450374486,0.3684744169447152,1.4406109585737188,0.0,1.1907778527059638,0.43740014300042196,-3.743185169974526e-12,9.520762170383728e-13
KKT,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.0004777423623535368,0.0001700186432915993,1.5036461066558129,0.2467537169546518,1.5041238490181665,0.24673550266712374,1.4406109585737188,0.0,1.0188328350633307,0.19766976084933016,6.193815681106182e-13,1.0535759889706364e-12
PINN Baseline,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00028877978006170855,0.00018473357803005857,1.5815084089576783,0.2344100701212939,1.58179718873774,0.23442979090154384,1.4406109585737188,0.0,0.9664316077068171,0.12994544669984523,-3.769484601075722e-13,1.6925905899840394e-12
Rahul's Model,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.0004892770614888933,0.0001403458304272499,1.209129658413844,0.30624541213665923,1.2096189354753328,0.3062870196260687,1.4406109585737188,0.0,1.3698607320207774,0.4301997716535531,-1.2044153860990264e-12,2.545810371413347e-12
