,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.0001647959825479322,1.7312895919256e-05,1.1419597507506194,0.30388662441398373,1.1421245467331675,0.3038742076755599,1.4363822401501238,0.0,1.434678409427767,0.4395546871315959,1.0559690457745302e-11,1.2648008535647294e-11
FSNet,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.0016068889086859096,0.003031257316210272,1.48066415945068,0.40409788639156063,1.4822710483593657,0.4038741581275646,1.4363822401501238,0.0,1.1219115732813154,0.24730321167770275,8.049109052943511e-12,1.2564061391701403e-11
KKT,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00037635875762336783,9.653408863576784e-05,1.4224033713237278,0.17105104915233685,1.4227797300813514,0.17100113607318274,1.4363822401501238,0.0,1.0789123671371805,0.21469798478111712,7.202949839570233e-12,7.214846512442049e-12
PINN Baseline,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00018071734036008517,5.7186262058519556e-05,1.38569766909091,0.12440672105318377,1.3858783864312703,0.12439233409162864,1.4363822401501238,0.0,1.050901271053571,0.08523258000437224,1.5252819579045642e-11,8.623441393318677e-12
Rahul's Model,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.0003137252655708128,6.736409675310092e-05,1.332909176705612,0.3254024314378201,1.3332229019711828,0.32543749266823924,1.4363822401501238,0.0,1.1812334361387828,0.43810609486719426,7.053737409382541e-12,4.252628204930723e-12
