,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,18.0,0.0,1.0,0.0,3.4706077227989834e-05,1.057172700234591e-05,0.9493742343400502,0.002985273184659444,0.9494089404172781,0.0029805792167499523,1.0543214343229517,0.0,1.1118134118742988,0.004301965967266373,-3.338534841246981e-11,1.0048586409135793e-10
FSNet,3.0,1.5811388300841898,18.0,0.0,1.0,0.0,5.0071228502525226e-05,2.2831615217404858e-05,0.9469610592195142,0.003301724375132351,0.9470111304480169,0.003303577952977354,1.0543214343229517,0.0,1.1162911560935225,0.0034299783851800664,-7.7367094408014e-11,1.1925449800618806e-10
KKT,3.0,1.5811388300841898,18.0,0.0,1.0,0.0,3.9835957189401e-05,1.7625255631149354e-05,0.9412895312791484,0.0093077736192797,0.9413293672363376,0.009305938148577306,1.0543214343229517,0.0,1.1220920904369442,0.012235720950949788,-3.9026869777313e-11,8.840704770317585e-11
PINN Baseline,3.0,1.5811388300841898,18.0,0.0,1.0,0.0,0.0009260617920921908,0.0020224695027478,0.9458561467472464,0.00786059718455783,0.9467822085393387,0.007083729254583331,1.0543214343229517,0.0,1.1144711122188773,0.00901176455628167,-8.224423566496014e-11,1.1243984001526526e-10
Rahul's Model,3.0,1.5811388300841898,18.0,0.0,1.0,0.0,4.312733912633525e-05,1.8096355890510615e-05,0.9714661702875876,0.00995144455548866,0.9715092976267139,0.009960885849353054,1.0543214343229517,0.0,1.0887645294766877,0.010853289373241854,-1.2729893261758263e-10,1.1672898119378928e-10
