Architecture,Raw_Max_Violation,Log_Max_Violation
PINN Baseline,15.570812,1.1923113
PINN Baseline,14.322117,1.1560072
PINN Baseline,14.120399,1.149847
PINN Baseline,15.048868,1.1775038
PINN Baseline,15.519766,1.1908852
PINN Baseline,15.07197,1.17817
PINN Baseline,16.732752,1.2235674
PINN Baseline,15.832481,1.199549
PINN Baseline,15.874893,1.2007108
PINN Baseline,14.594919,1.1642017
PINN Baseline,15.453602,1.1890297
PINN Baseline,13.671789,1.1358254
PINN Baseline,15.511076,1.1906419
PINN Baseline,14.9050865,1.1733345
PINN Baseline,13.460667,1.1290666
PINN Baseline,13.119015,1.1179012
PINN Baseline,14.835293,1.1712961
PINN Baseline,15.317604,1.1851908
PINN Baseline,15.296635,1.184596
PINN Baseline,13.776093,1.1391261
PINN Baseline,15.700954,1.1959261
PINN Baseline,13.92667,1.1438473
PINN Baseline,13.999041,1.1460983
PINN Baseline,15.947102,1.2026818
PINN Baseline,16.021767,1.2047104
PINN Baseline,15.60429,1.193244
PINN Baseline,15.750885,1.197305
PINN Baseline,15.916309,1.2018424
PINN Baseline,14.511837,1.1617224
PINN Baseline,14.138411,1.1504006
PINN Baseline,13.878403,1.1423395
PINN Baseline,14.950279,1.1746494
PINN Baseline,14.712156,1.1676763
PINN Baseline,14.473358,1.1605693
PINN Baseline,15.18498,1.1814142
PINN Baseline,14.718794,1.1678722
PINN Baseline,14.124767,1.1499813
PINN Baseline,16.121485,1.2074051
PINN Baseline,13.859259,1.14174
PINN Baseline,15.62211,1.1937397
PINN Baseline,13.584166,1.1330329
PINN Baseline,14.903446,1.1732867
PINN Baseline,14.10685,1.14943
PINN Baseline,15.363787,1.1864983
PINN Baseline,14.997231,1.1760111
PINN Baseline,15.220942,1.1824415
PINN Baseline,14.750355,1.1688025
PINN Baseline,14.793856,1.1700814
PINN Baseline,15.164799,1.1808367
PINN Baseline,15.635586,1.1941142
PINN Baseline,15.682112,1.1954045
PINN Baseline,14.908241,1.1734264
PINN Baseline,13.961695,1.1449381
PINN Baseline,16.124153,1.207477
PINN Baseline,14.814592,1.1706897
PINN Baseline,14.808189,1.170502
PINN Baseline,12.538647,1.0982506
PINN Baseline,14.211393,1.1526366
PINN Baseline,15.708454,1.1961335
PINN Baseline,15.844013,1.1998652
PINN Baseline,14.604879,1.164498
PINN Baseline,14.188885,1.1519482
PINN Baseline,16.508896,1.217718
PINN Baseline,14.460794,1.1601921
PINN Baseline,15.353626,1.186211
PINN Baseline,15.35383,1.1862167
PINN Baseline,15.113754,1.1793723
PINN Baseline,14.647642,1.1657677
PINN Baseline,15.503788,1.1904378
PINN Baseline,14.677765,1.16666
PINN Baseline,14.402691,1.1584437
PINN Baseline,15.136948,1.1800383
PINN Baseline,14.405085,1.1585158
PINN Baseline,14.677855,1.1666626
PINN Baseline,14.735437,1.168363
PINN Baseline,13.874794,1.1422266
PINN Baseline,14.5005455,1.1613843
PINN Baseline,15.974442,1.2034256
PINN Baseline,15.763575,1.1976547
PINN Baseline,13.596113,1.1334147
PINN Baseline,15.758787,1.1975228
PINN Baseline,15.653351,1.1946074
PINN Baseline,14.554365,1.1629933
PINN Baseline,13.656315,1.1353335
PINN Baseline,15.722702,1.1965272
PINN Baseline,15.990414,1.2038597
PINN Baseline,16.178425,1.2089362
PINN Baseline,16.2054,1.2096598
PINN Baseline,14.801037,1.1702921
PINN Baseline,14.567074,1.1633723
PINN Baseline,17.07406,1.2323368
PINN Baseline,15.28175,1.1841731
PINN Baseline,15.554726,1.1918623
PINN Baseline,14.051926,1.1477358
PINN Baseline,15.698008,1.1958445
PINN Baseline,14.537687,1.1624954
PINN Baseline,14.702892,1.1674027
PINN Baseline,14.304077,1.1554599
PINN Baseline,14.682188,1.1667907
PINN Baseline,15.101112,1.179009
PINN Baseline,15.091423,1.1787302
PINN Baseline,15.044329,1.1773728
PINN Baseline,14.01882,1.1467115
PINN Baseline,14.635645,1.1654118
PINN Baseline,15.335583,1.1857003
PINN Baseline,14.579832,1.1637526
PINN Baseline,14.38125,1.1577966
PINN Baseline,15.425867,1.1882496
PINN Baseline,15.57847,1.1925248
PINN Baseline,14.11969,1.1498252
PINN Baseline,15.019878,1.1766664
PINN Baseline,15.120747,1.1795732
PINN Baseline,17.0579,1.2319256
PINN Baseline,14.604782,1.1644951
PINN Baseline,14.960987,1.1749603
PINN Baseline,13.466148,1.1292434
PINN Baseline,14.52388,1.1620827
PINN Baseline,15.376007,1.1868435
PINN Baseline,15.380808,1.1869792
PINN Baseline,13.684633,1.1362332
PINN Baseline,14.716692,1.1678102
PINN Baseline,15.141815,1.1801779
PINN Baseline,14.462694,1.1602492
PINN Baseline,14.493555,1.1611749
PINN Baseline,14.323349,1.1560446
PINN Baseline,15.5308075,1.191194
PINN Baseline,14.09198,1.148972
PINN Baseline,14.542278,1.1626325
PINN Baseline,16.265493,1.2112672
PINN Baseline,15.055855,1.1777054
PINN Baseline,12.829487,1.1082093
PINN Baseline,14.879423,1.1725861
PINN Baseline,16.21258,1.2098521
PINN Baseline,14.8098545,1.1705508
PINN Baseline,13.701811,1.136778
PINN Baseline,14.493027,1.161159
PINN Baseline,16.825676,1.2259725
PINN Baseline,16.286728,1.2118338
PINN Baseline,14.959759,1.1749246
PINN Baseline,13.745155,1.1381496
PINN Baseline,13.746763,1.1382004
PINN Baseline,14.677647,1.1666564
PINN Baseline,13.601543,1.1335882
PINN Baseline,14.663725,1.1662443
PINN Baseline,14.710756,1.167635
PINN Baseline,14.263329,1.1542209
PINN Baseline,13.600391,1.1335514
PINN Baseline,13.411661,1.1274825
PINN Baseline,14.873871,1.172424
PINN Baseline,16.0477,1.2054129
PINN Baseline,14.123497,1.1499423
PINN Baseline,13.377308,1.1263688
PINN Baseline,14.012857,1.1465267
PINN Baseline,14.953953,1.174756
PINN Baseline,14.892298,1.1729617
PINN Baseline,16.477104,1.2168809
PINN Baseline,13.9784775,1.1454599
PINN Baseline,14.600691,1.1643734
PINN Baseline,13.2583885,1.1224908
PINN Baseline,15.575483,1.1924416
PINN Baseline,14.513735,1.1617792
PINN Baseline,13.8941555,1.1428322
PINN Baseline,14.216721,1.1527995
PINN Baseline,14.193756,1.1520973
PINN Baseline,13.266254,1.1227484
PINN Baseline,14.094946,1.1490635
PINN Baseline,15.498726,1.190296
PINN Baseline,14.030432,1.147071
PINN Baseline,14.295155,1.1551888
PINN Baseline,15.240047,1.1829864
PINN Baseline,15.246918,1.183182
PINN Baseline,14.9094715,1.1734623
PINN Baseline,14.80756,1.1704835
PINN Baseline,16.811283,1.2256008
PINN Baseline,15.604576,1.193252
PINN Baseline,16.197126,1.209438
PINN Baseline,14.363564,1.1572622
PINN Baseline,15.396166,1.1874126
PINN Baseline,15.239422,1.1829685
PINN Baseline,16.596218,1.2200091
PINN Baseline,13.354879,1.1256399
PINN Baseline,15.102779,1.1790569
PINN Baseline,14.849953,1.171725
PINN Baseline,14.646755,1.1657414
PINN Baseline,13.85717,1.1416745
PINN Baseline,14.167671,1.1512985
PINN Baseline,14.225134,1.1530564
PINN Baseline,14.588728,1.1640174
PINN Baseline,15.926083,1.202109
PINN Baseline,14.741325,1.1685365
PINN Baseline,15.15291,1.1804961
PINN Baseline,14.196539,1.1521825
PINN Baseline,13.617775,1.1341062
PINN Baseline,15.699049,1.1958734
PINN Baseline,15.905861,1.2015572
PINN Baseline,15.003872,1.1762034
PINN Baseline,15.568491,1.1922466
PINN Baseline,14.877539,1.1725311
PINN Baseline,16.725834,1.2233878
PINN Baseline,12.811966,1.1076158
PINN Baseline,14.530659,1.1622853
PINN Baseline,14.182486,1.1517524
PINN Baseline,16.2453,1.2107277
PINN Baseline,15.611372,1.193441
PINN Baseline,14.530884,1.162292
PINN Baseline,15.4175625,1.1880157
PINN Baseline,15.064682,1.1779599
PINN Baseline,15.802824,1.1987348
PINN Baseline,15.3178005,1.1851964
PINN Baseline,14.207785,1.1525264
PINN Baseline,14.971407,1.1752626
PINN Baseline,14.261211,1.1541564
PINN Baseline,14.47867,1.1607287
PINN Baseline,15.084301,1.1785252
PINN Baseline,14.044252,1.1474986
PINN Baseline,14.806145,1.170442
PINN Baseline,13.038431,1.1152253
PINN Baseline,14.820126,1.1708518
PINN Baseline,14.42235,1.159036
PINN Baseline,15.081915,1.1784565
PINN Baseline,14.92664,1.173962
PINN Baseline,15.210812,1.1821524
PINN Baseline,14.226091,1.1530856
PINN Baseline,14.334139,1.1563716
PINN Baseline,14.882662,1.1726806
PINN Baseline,13.242336,1.1219646
PINN Baseline,14.980467,1.1755253
PINN Baseline,14.919941,1.1737671
PINN Baseline,14.963102,1.1750216
PINN Baseline,14.249546,1.1538011
PINN Baseline,14.701756,1.1673692
PINN Baseline,14.062609,1.1480659
PINN Baseline,13.246765,1.1221099
PINN Baseline,13.331902,1.1248921
PINN Baseline,15.2806835,1.1841428
PINN Baseline,14.60536,1.1645123
PINN Baseline,13.600298,1.1335484
PINN Baseline,14.655188,1.1659914
PINN Baseline,13.544699,1.1317693
PINN Baseline,13.330238,1.1248379
PINN Baseline,16.849571,1.2265888
PINN Baseline,13.758015,1.1385558
PINN Baseline,15.20158,1.1818887
PINN Baseline,13.9202385,1.1436467
PINN Baseline,14.905317,1.1733413
PINN Baseline,14.891693,1.1729441
PINN Baseline,14.415447,1.1588281
PINN Baseline,14.018446,1.1466999
PINN Baseline,16.38324,1.2143998
PINN Baseline,14.160799,1.1510878
PINN Baseline,14.386644,1.1579595
PINN Baseline,15.055361,1.1776912
PINN Baseline,13.863897,1.1418853
PINN Baseline,15.271538,1.1838827
PINN Baseline,14.5860615,1.163938
PINN Baseline,15.4824295,1.1898391
PINN Baseline,14.707468,1.1675379
PINN Baseline,16.515095,1.2178811
PINN Baseline,16.152761,1.2082468
PINN Baseline,16.500149,1.2174878
PINN Baseline,15.074663,1.1782476
PINN Baseline,15.580074,1.1925695
PINN Baseline,15.500452,1.1903443
PINN Baseline,15.303776,1.1847986
PINN Baseline,14.226635,1.1531022
PINN Baseline,14.44212,1.1596309
PINN Baseline,15.967257,1.2032303
PINN Baseline,14.265659,1.1542919
PINN Baseline,14.724537,1.1680416
PINN Baseline,15.241276,1.1830213
PINN Baseline,14.83709,1.1713487
PINN Baseline,14.527668,1.1621959
PINN Baseline,14.550234,1.1628699
PINN Baseline,15.429455,1.1883506
PINN Baseline,14.227644,1.153133
PINN Baseline,14.667446,1.1663545
PINN Baseline,15.5035,1.1904298
PINN Baseline,14.876057,1.1724879
PINN Baseline,13.976738,1.1454058
PINN Baseline,13.2481,1.1221536
PINN Baseline,15.87335,1.2006686
PINN Baseline,14.626368,1.1651365
PINN Baseline,15.839167,1.1997323
PINN Baseline,16.486765,1.2171354
PINN Baseline,14.98888,1.1757692
PINN Baseline,16.179125,1.208955
PINN Baseline,15.283993,1.1842368
PINN Baseline,15.424017,1.1881975
PINN Baseline,14.941814,1.1744033
PINN Baseline,14.825357,1.1710051
PINN Baseline,14.762672,1.169165
PINN Baseline,14.313181,1.1557362
PINN Baseline,15.538002,1.1913952
PINN Baseline,13.161221,1.1192962
PINN Baseline,14.602833,1.164437
PINN Baseline,13.828016,1.1407598
PINN Baseline,15.4672985,1.1894145
PINN Baseline,15.248396,1.1832242
PINN Baseline,14.75845,1.1690407
PINN Baseline,14.71488,1.1677567
PINN Baseline,14.961342,1.1749705
PINN Baseline,14.921516,1.173813
PINN Baseline,14.669577,1.1664176
PINN Baseline,14.138252,1.1503958
PINN Baseline,14.705809,1.1674889
PINN Baseline,14.442858,1.1596532
PINN Baseline,14.271931,1.1544827
PINN Baseline,14.638304,1.1654907
PINN Baseline,15.925854,1.2021028
PINN Baseline,15.161308,1.1807367
PINN Baseline,13.3170185,1.124407
PINN Baseline,14.52923,1.1622427
PINN Baseline,15.453972,1.1890401
PINN Baseline,15.215513,1.1822866
PINN Baseline,16.421934,1.2154243
PINN Baseline,15.006273,1.1762729
PINN Baseline,13.820007,1.1405083
PINN Baseline,15.1097145,1.1792562
PINN Baseline,15.422115,1.188144
PINN Baseline,15.903969,1.2015055
PINN Baseline,16.0418,1.2052531
PINN Baseline,13.896181,1.1428955
PINN Baseline,15.593571,1.1929456
PINN Baseline,12.848675,1.1088583
PINN Baseline,14.058228,1.1479306
PINN Baseline,14.190636,1.1520019
PINN Baseline,15.320707,1.1852788
PINN Baseline,14.461891,1.160225
PINN Baseline,15.653385,1.1946083
PINN Baseline,16.099829,1.2068212
PINN Baseline,15.797108,1.1985775
PINN Baseline,13.602238,1.1336104
PINN Baseline,15.093142,1.1787796
PINN Baseline,15.59412,1.1929609
PINN Baseline,12.951853,1.1123319
PINN Baseline,15.064804,1.1779635
PINN Baseline,15.055695,1.1777008
PINN Baseline,14.163412,1.1511679
PINN Baseline,15.574244,1.192407
PINN Baseline,15.053051,1.1776246
PINN Baseline,15.381176,1.1869895
PINN Baseline,15.104437,1.1791046
PINN Baseline,15.068748,1.1780772
PINN Baseline,14.498219,1.1613146
PINN Baseline,15.183699,1.1813775
PINN Baseline,15.69771,1.1958363
PINN Baseline,14.627846,1.1651803
PINN Baseline,15.066212,1.178004
PINN Baseline,14.167698,1.1512992
PINN Baseline,14.217617,1.1528268
PINN Baseline,13.984659,1.1456519
PINN Baseline,15.0070305,1.1762948
PINN Baseline,13.22538,1.1214081
PINN Baseline,14.928249,1.1740088
PINN Baseline,15.04714,1.177454
PINN Baseline,13.622446,1.134255
PINN Baseline,15.198734,1.1818074
PINN Baseline,14.262251,1.154188
PINN Baseline,13.841848,1.1411941
PINN Baseline,13.633053,1.1345931
PINN Baseline,15.585505,1.1927209
PINN Baseline,15.567511,1.1922191
PINN Baseline,15.854174,1.2001436
PINN Baseline,14.512499,1.1617422
PINN Baseline,14.682867,1.1668109
PINN Baseline,14.522905,1.1620535
PINN Baseline,14.543119,1.1626576
PINN Baseline,15.578775,1.1925334
PINN Baseline,14.645071,1.1656915
PINN Baseline,15.37701,1.1868719
PINN Baseline,15.467119,1.1894094
PINN Baseline,15.745424,1.1971544
PINN Baseline,15.540073,1.1914531
PINN Baseline,14.187532,1.1519068
PINN Baseline,14.194515,1.1521206
PINN Baseline,15.186033,1.1814443
PINN Baseline,16.332634,1.2130562
PINN Baseline,15.838018,1.1997008
PINN Baseline,16.053423,1.2055676
PINN Baseline,14.770554,1.1693968
PINN Baseline,15.12747,1.1797663
PINN Baseline,13.805752,1.1400601
PINN Baseline,14.405157,1.158518
PINN Baseline,13.901045,1.1430475
PINN Baseline,14.683607,1.1668328
PINN Baseline,14.820068,1.1708502
PINN Baseline,15.910423,1.2016817
PINN Baseline,15.670967,1.1950958
PINN Baseline,15.161304,1.1807365
PINN Baseline,16.123684,1.2074642
PINN Baseline,15.483673,1.189874
PINN Baseline,14.34256,1.1566267
PINN Baseline,14.581678,1.1638075
PINN Baseline,14.409449,1.1586474
PINN Baseline,14.545624,1.1627324
PINN Baseline,15.457201,1.1891309
PINN Baseline,15.789583,1.1983707
PINN Baseline,13.821955,1.1405694
PINN Baseline,13.135672,1.1184523
PINN Baseline,15.289881,1.1844041
PINN Baseline,15.007437,1.1763065
PINN Baseline,14.775528,1.169543
PINN Baseline,13.902977,1.1431078
PINN Baseline,14.725924,1.1680826
PINN Baseline,15.530743,1.1911923
PINN Baseline,15.388346,1.187192
PINN Baseline,15.211531,1.1821729
PINN Baseline,15.259235,1.1835327
PINN Baseline,15.355358,1.18626
PINN Baseline,14.856546,1.1719179
PINN Baseline,14.315334,1.1558015
PINN Baseline,15.184065,1.181388
PINN Baseline,15.090065,1.1786911
PINN Baseline,13.800392,1.1398914
PINN Baseline,14.623304,1.1650455
PINN Baseline,15.309523,1.1849617
PINN Baseline,13.744455,1.1381276
PINN Baseline,14.706066,1.1674966
PINN Baseline,15.194843,1.1816962
PINN Baseline,15.142342,1.1801931
PINN Baseline,16.073423,1.2061083
PINN Baseline,14.687494,1.1669477
PINN Baseline,15.262247,1.1836184
PINN Baseline,13.041918,1.1153414
PINN Baseline,14.998764,1.1760554
PINN Baseline,14.954483,1.1747714
PINN Baseline,15.700745,1.1959202
PINN Baseline,14.423668,1.1590757
PINN Baseline,14.814518,1.1706876
PINN Baseline,14.226593,1.1531008
PINN Baseline,13.043081,1.1153802
PINN Baseline,15.566965,1.192204
PINN Baseline,15.819241,1.1991856
PINN Baseline,15.748114,1.1972286
PINN Baseline,13.421974,1.1278164
PINN Baseline,15.70322,1.1959888
PINN Baseline,15.3756275,1.1868329
PINN Baseline,14.248018,1.1537545
PINN Baseline,15.19585,1.181725
PINN Baseline,16.096476,1.2067308
PINN Baseline,16.326242,1.2128862
PINN Baseline,14.163456,1.1511692
PINN Baseline,15.680197,1.1953515
PINN Baseline,15.327629,1.185475
PINN Baseline,15.711512,1.196218
PINN Baseline,13.780689,1.1392709
PINN Baseline,16.603489,1.2201993
PINN Baseline,14.688803,1.1669863
PINN Baseline,16.13441,1.2077531
PINN Baseline,15.3903885,1.1872495
PINN Baseline,14.713375,1.1677123
PINN Baseline,15.029858,1.1769549
PINN Baseline,14.890944,1.1729223
PINN Baseline,14.861452,1.1720612
PINN Baseline,15.232531,1.182772
PINN Baseline,14.745033,1.1686457
PINN Baseline,14.870369,1.1723218
PINN Baseline,15.566713,1.192197
PINN Baseline,14.8745575,1.1724441
PINN Baseline,15.667864,1.1950098
PINN Baseline,14.350443,1.1568654
PINN Baseline,15.57863,1.1925293
PINN Baseline,13.784756,1.139399
PINN Baseline,15.710295,1.1961843
PINN Baseline,15.103777,1.1790856
PINN Baseline,14.9011135,1.1732187
PINN Baseline,14.290529,1.1550484
PINN Baseline,15.075243,1.1782644
PINN Baseline,14.542778,1.1626474
PINN Baseline,14.883757,1.1727126
PINN Baseline,14.068518,1.1482483
PINN Baseline,13.499441,1.1303158
PINN Baseline,15.034275,1.1770825
PINN Baseline,14.502066,1.1614299
PINN Baseline,14.498207,1.1613142
PINN Baseline,16.82591,1.2259786
PINN Baseline,16.982122,1.2299919
PINN Baseline,13.941486,1.144309
PINN Baseline,15.671259,1.1951039
PINN Baseline,14.57868,1.1637182
PINN Baseline,14.079279,1.1485804
PINN Baseline,15.335459,1.1856967
PINN Baseline,15.387793,1.1871763
PINN Baseline,16.274742,1.2115141
PINN Baseline,14.483295,1.1608673
PINN Baseline,15.18474,1.1814073
PINN Baseline,14.052635,1.1477578
PINN Baseline,15.122053,1.1796107
PINN Baseline,14.046335,1.147563
PINN Baseline,14.586517,1.1639516
PINN Baseline,15.888149,1.2010733
PINN Baseline,14.298216,1.1552819
PINN Baseline,13.36211,1.125875
PINN Baseline,15.386036,1.1871268
PINN Baseline,13.567217,1.1324908
PINN Baseline,14.458826,1.160133
PINN Baseline,14.987265,1.1757224
PINN Baseline,14.4746,1.1606066
PINN Baseline,14.67527,1.1665862
PINN Baseline,16.147278,1.2080994
PINN Baseline,16.93666,1.2288278
PINN Baseline,15.196442,1.181742
PINN Baseline,14.356268,1.1570415
PINN Baseline,14.661268,1.1661716
PINN Baseline,13.782986,1.1393433
PINN Baseline,14.926556,1.1739596
PINN Baseline,14.527552,1.1621925
PINN Baseline,14.598082,1.1642958
PINN Baseline,14.084068,1.1487281
PINN Baseline,13.897207,1.1429275
PINN Baseline,15.925081,1.2020817
PINN Baseline,16.505402,1.2176261
PINN Baseline,14.932898,1.174144
PINN Baseline,15.42663,1.188271
PINN Baseline,14.365686,1.1573263
PINN Baseline,15.221363,1.1824535
PINN Baseline,14.712364,1.1676824
PINN Baseline,15.7321,1.1967866
PINN Baseline,14.865831,1.1721892
PINN Baseline,14.938356,1.1743028
PINN Baseline,15.728312,1.1966821
PINN Baseline,16.491205,1.2172524
PINN Baseline,14.790115,1.1699716
PINN Baseline,16.010483,1.2044045
PINN Baseline,14.25049,1.1538298
PINN Baseline,15.259199,1.1835318
PINN Baseline,15.233934,1.1828121
PINN Baseline,15.282051,1.1841817
PINN Baseline,15.239298,1.1829649
PINN Baseline,15.815348,1.1990788
PINN Baseline,14.151001,1.1507871
PINN Baseline,13.621321,1.1342192
PINN Baseline,14.7572975,1.1690068
PINN Baseline,14.819656,1.1708381
PINN Baseline,14.197548,1.1522133
PINN Baseline,16.20311,1.2095984
PINN Baseline,13.223051,1.1213317
PINN Baseline,14.962606,1.1750072
PINN Baseline,14.11445,1.1496639
PINN Baseline,14.937632,1.1742817
PINN Baseline,15.440052,1.1886487
PINN Baseline,14.070719,1.1483163
PINN Baseline,15.21858,1.1823741
PINN Baseline,13.467411,1.1292841
PINN Baseline,14.260529,1.1541356
PINN Baseline,16.067299,1.2059429
PINN Baseline,15.033884,1.1770712
PINN Baseline,15.230846,1.182724
PINN Baseline,14.813841,1.1706676
PINN Baseline,14.398754,1.158325
PINN Baseline,14.359251,1.1571318
PINN Baseline,14.008062,1.146378
PINN Baseline,15.652012,1.1945702
PINN Baseline,14.8210945,1.1708803
PINN Baseline,15.78318,1.1981945
PINN Baseline,13.871166,1.142113
PINN Baseline,14.562256,1.1632286
PINN Baseline,14.709497,1.1675979
PINN Baseline,13.705709,1.1369015
PINN Baseline,14.904024,1.1733036
PINN Baseline,14.434696,1.1594076
PINN Baseline,15.049444,1.1775205
PINN Baseline,15.377537,1.1868868
PINN Baseline,15.9899845,1.203848
PINN Baseline,14.823315,1.1709453
PINN Baseline,15.151495,1.1804554
PINN Baseline,13.524721,1.1311283
PINN Baseline,13.43165,1.1281294
PINN Baseline,15.165783,1.1808648
PINN Baseline,16.035727,1.2050886
PINN Baseline,14.877531,1.1725309
PINN Baseline,15.916113,1.2018371
PINN Baseline,13.456217,1.1289229
PINN Baseline,13.573626,1.1326959
PINN Baseline,14.001656,1.1461794
PINN Baseline,13.991377,1.1458604
PINN Baseline,14.388405,1.1580126
PINN Baseline,14.66831,1.16638
PINN Baseline,14.65443,1.1659689
PINN Baseline,15.78174,1.1981549
PINN Baseline,14.454826,1.1600128
PINN Baseline,14.469553,1.1604551
PINN Baseline,14.885286,1.1727571
PINN Baseline,13.8964,1.1429024
PINN Baseline,14.352726,1.1569344
PINN Baseline,14.331842,1.156302
PINN Baseline,14.460627,1.1601871
PINN Baseline,14.987911,1.1757411
PINN Baseline,14.098925,1.149186
PINN Baseline,15.454046,1.1890422
PINN Baseline,14.279169,1.1547029
PINN Baseline,14.491911,1.1611257
PINN Baseline,14.007496,1.1463605
PINN Baseline,14.796196,1.17015
PINN Baseline,16.323479,1.2128127
PINN Baseline,14.539803,1.1625586
PINN Baseline,14.621967,1.1650058
PINN Baseline,15.275541,1.1839966
PINN Baseline,14.754786,1.1689329
PINN Baseline,14.819664,1.1708384
PINN Baseline,15.312475,1.1850454
PINN Baseline,14.42371,1.1590769
PINN Baseline,14.990126,1.1758053
PINN Baseline,14.5395355,1.1625506
PINN Baseline,16.511414,1.2177843
PINN Baseline,15.019724,1.176662
PINN Baseline,15.141201,1.1801603
PINN Baseline,14.934557,1.1741923
PINN Baseline,14.832642,1.1712185
PINN Baseline,14.4464245,1.1597604
PINN Baseline,15.550735,1.1917509
PINN Baseline,15.9063,1.2015692
PINN Baseline,14.662607,1.1662112
PINN Baseline,14.438286,1.1595156
PINN Baseline,14.619131,1.1649215
PINN Baseline,13.593954,1.1333458
PINN Baseline,15.014507,1.176511
PINN Baseline,15.665457,1.1949431
PINN Baseline,14.656462,1.1660291
PINN Baseline,14.064573,1.1481266
PINN Baseline,15.820379,1.1992168
PINN Baseline,14.319864,1.1559389
PINN Baseline,15.724434,1.196575
PINN Baseline,15.022856,1.1767524
PINN Baseline,14.052946,1.1477674
PINN Baseline,16.921234,1.228432
PINN Baseline,15.520889,1.1909167
PINN Baseline,15.125887,1.1797209
PINN Baseline,15.404579,1.1876498
PINN Baseline,15.783434,1.1982015
PINN Baseline,14.802534,1.1703361
PINN Baseline,16.395306,1.2147195
PINN Baseline,14.426477,1.1591603
PINN Baseline,15.268982,1.1838101
PINN Baseline,13.88204,1.1424533
PINN Baseline,14.435749,1.1594393
PINN Baseline,14.147762,1.1506878
PINN Baseline,14.700344,1.1673275
PINN Baseline,16.41976,1.2153668
PINN Baseline,13.952732,1.1446593
PINN Baseline,14.564934,1.1633085
PINN Baseline,16.161903,1.2084925
PINN Baseline,13.812756,1.1402804
PINN Baseline,14.646168,1.165724
PINN Baseline,13.742699,1.138072
PINN Baseline,15.732229,1.1967902
PINN Baseline,13.621098,1.1342121
PINN Baseline,13.35223,1.1255538
PINN Baseline,14.854448,1.1718565
PINN Baseline,14.918154,1.1737151
PINN Baseline,14.89049,1.172909
PINN Baseline,15.81028,1.1989396
PINN Baseline,15.689329,1.1956043
PINN Baseline,14.014709,1.1465842
PINN Baseline,13.06171,1.116
PINN Baseline,14.185894,1.1518567
PINN Baseline,14.593491,1.1641592
PINN Baseline,15.663982,1.1949022
PINN Baseline,15.722736,1.1965281
PINN Baseline,14.399843,1.1583577
PINN Baseline,14.968552,1.1751798
PINN Baseline,14.59576,1.1642268
PINN Baseline,14.088259,1.1488574
PINN Baseline,15.149862,1.1804087
PINN Baseline,13.958881,1.1448506
PINN Baseline,14.185104,1.1518326
PINN Baseline,15.513271,1.1907034
PINN Baseline,13.489372,1.1299918
PINN Baseline,15.242956,1.1830692
PINN Baseline,14.613855,1.1647648
PINN Baseline,15.664883,1.1949271
PINN Baseline,15.1026,1.1790518
PINN Baseline,14.47571,1.1606399
PINN Baseline,14.245571,1.1536798
PINN Baseline,15.598324,1.1930779
PINN Baseline,14.849335,1.171707
PINN Baseline,13.862438,1.1418396
PINN Baseline,15.091604,1.1787354
PINN Baseline,15.908758,1.2016363
PINN Baseline,16.066933,1.205933
PINN Baseline,14.3868885,1.1579669
PINN Baseline,13.367308,1.1260439
PINN Baseline,14.18412,1.1518024
PINN Baseline,15.557795,1.191948
PINN Baseline,13.822683,1.1405923
PINN Baseline,14.328638,1.1562049
PINN Baseline,14.71059,1.1676301
PINN Baseline,14.612696,1.1647303
PINN Baseline,15.013725,1.1764885
PINN Baseline,15.915207,1.2018123
PINN Baseline,15.647932,1.1944569
PINN Baseline,15.487297,1.1899756
PINN Baseline,15.186077,1.1814456
PINN Baseline,14.450565,1.1598848
PINN Baseline,15.463224,1.1893001
PINN Baseline,15.700218,1.1959057
PINN Baseline,14.685247,1.1668813
PINN Baseline,14.431414,1.1593089
PINN Baseline,15.8914795,1.2011644
PINN Baseline,13.552296,1.1320128
PINN Baseline,15.069824,1.1781082
PINN Baseline,14.670225,1.1664368
PINN Baseline,15.285765,1.1842872
PINN Baseline,14.492945,1.1611567
PINN Baseline,14.427748,1.1591985
PINN Baseline,15.142115,1.1801865
PINN Baseline,21.327007,1.3289299
PINN Baseline,20.08676,1.3029099
PINN Baseline,22.194332,1.3462421
PINN Baseline,21.03804,1.3230053
PINN Baseline,21.994787,1.3423197
PINN Baseline,22.16796,1.3457257
PINN Baseline,20.781538,1.3176777
PINN Baseline,21.34425,1.3292809
PINN Baseline,21.579462,1.3340406
PINN Baseline,21.393126,1.3302742
PINN Baseline,22.58772,1.3538724
PINN Baseline,21.031345,1.322867
PINN Baseline,21.244299,1.3272424
PINN Baseline,19.424849,1.2883576
PINN Baseline,22.72936,1.3565872
PINN Baseline,21.700386,1.3364675
PINN Baseline,20.784191,1.3177332
PINN Baseline,20.986654,1.3219432
PINN Baseline,21.581606,1.3340838
PINN Baseline,20.813257,1.3183401
PINN Baseline,22.374414,1.3497517
PINN Baseline,21.449492,1.331417
PINN Baseline,21.847158,1.3393949
PINN Baseline,21.466024,1.3317516
PINN Baseline,21.975174,1.3419323
PINN Baseline,21.289713,1.3281698
PINN Baseline,22.05806,1.3435673
PINN Baseline,22.60611,1.3542259
PINN Baseline,21.393585,1.3302835
PINN Baseline,22.580608,1.3537357
PINN Baseline,22.96351,1.3610383
PINN Baseline,21.666924,1.3357973
