Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,18,1.0,2.3853990973697768e-05,0.9535174153020812,0.9535412692930549,1.0543214343229517,1.105305270546798,1.5739000203295394e-11
DC3,2,18,1.0,3.745639696717262e-05,0.9499896258477949,0.9500270822447621,1.0543214343229517,1.1111048953740572,1.4538761466295825e-11
DC3,3,18,1.0,3.813566743499703e-05,0.950436884485599,0.9504750201530341,1.0543214343229517,1.1125805622255216,-2.1278079480724067e-10
DC3,4,18,1.0,4.926993925538328e-05,0.9463406859431416,0.9463899558823969,1.0543214343229517,1.112826474793523,4.917697642968014e-13
DC3,5,18,1.0,2.4814391508698463e-05,0.9465865601216339,0.9466113745131426,1.0543214343229517,1.1172498564315942,1.5084521311003596e-11
FSNet,1,18,1.0,7.953978557553556e-05,0.950563577365958,0.9506431171515336,1.0543214343229517,1.1107060448193327,-1.9901127350529995e-10
FSNet,2,18,1.0,3.98379440108935e-05,0.9478712636046112,0.947911101548622,1.0543214343229517,1.1169849061090993,1.5780679906058718e-11
FSNet,3,18,1.0,2.3631301398078602e-05,0.9493300227655305,0.9493536540669285,1.0543214343229517,1.1159502790998646,-2.1627298313878598e-10
FSNet,4,18,1.0,3.976328298449516e-05,0.9430161643669837,0.9430559276499682,1.0543214343229517,1.119796064894706,-9.500793754208962e-13
FSNet,5,18,1.0,6.758382854362328e-05,0.9440242679944882,0.9440918518230319,1.0543214343229517,1.11801848554461,1.361818407337809e-11
KKT,1,18,1.0,4.8618504984511266e-05,0.950227344279281,0.9502759627842655,1.0543214343229517,1.1116145575075032,1.1688253721422983e-12
KKT,2,18,1.0,2.3013213649392128e-05,0.9464406528924074,0.9464636661060568,1.0543214343229517,1.114630090355822,6.382451115276505e-13
KKT,3,18,1.0,6.327071848014991e-05,0.9414072172043638,0.9414704879228439,1.0543214343229517,1.1232206128463307,3.05160304151768e-13
KKT,4,18,1.0,4.250150070422226e-05,0.9258437944938325,0.9258862959945368,1.0543214343229517,1.1425560518102422,-7.448485094070959e-14
KKT,5,18,1.0,2.1775848128729398e-05,0.9425286475258569,0.9425504233739856,1.0543214343229517,1.1184391396648237,-1.9717209482344598e-10
PINN Baseline,1,18,1.0,0.004543964181923204,0.9389190506707463,0.9434630148526695,1.0543214343229517,1.117947848048803,-1.9690570028953877e-10
PINN Baseline,2,18,1.0,2.0027108904388217e-05,0.9511090493502302,0.9511290764591346,1.0543214343229517,1.1063990059822446,-1.6225171009016868e-12
PINN Baseline,3,18,1.0,2.3365279452668296e-05,0.9486034439307534,0.948626809210206,1.0543214343229517,1.112580240771416,-2.1357813435779914e-10
PINN Baseline,4,18,1.0,2.2856441015998524e-05,0.9362878109483669,0.936310667389383,1.0543214343229517,1.1282733512203709,-2.4421063539998925e-13
PINN Baseline,5,18,1.0,2.009594916469521e-05,0.954361378836135,0.9543814747852998,1.0543214343229517,1.1071551150715522,1.1293840588389223e-12
Rahul's Model,1,18,1.0,7.394590001139377e-05,0.9814472570756657,0.9815212029756771,1.0543214343229517,1.0759101331107703,5.879706885013693e-13
Rahul's Model,2,18,1.0,2.911661027206315e-05,0.9601616899017245,0.9601908065119965,1.0543214343229517,1.10068426162351,-2.123210671006674e-10
Rahul's Model,3,18,1.0,3.083756503959497e-05,0.9785941261022041,0.9786249636672437,1.0543214343229517,1.0794427579148698,-2.1252232385503195e-10
Rahul's Model,4,18,1.0,3.973182497753037e-05,0.9756722433958203,0.9757119752207978,1.0543214343229517,1.0904022332231755,5.542834409328085e-13
Rahul's Model,5,18,1.0,4.2004795331094e-05,0.9614555349625233,0.9614975397578545,1.0543214343229517,1.097383261511113,-2.1279352626164793e-10
