Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,10,1.0,8.456455543637276e-05,0.8044439719058574,0.8045285364612937,0.8673616426996886,1.0777634563138125,1.2658985856020087e-11
DC3,2,10,1.0,8.396459743380547e-05,0.8697886461392045,0.8698726107366384,0.8673616426996886,0.997401812389383,1.434723070495471e-11
DC3,3,10,1.0,9.166067466139793e-05,0.7947701517492533,0.7948618124239146,0.8673616426996886,1.094161987495236,1.117212203201123e-10
DC3,4,10,1.0,8.26486386358738e-05,0.7590937128290534,0.7591763614676893,0.8673616426996886,1.1417200221581996,1.1072621611486013e-10
DC3,5,10,1.0,8.629774674773216e-05,0.7320746758952736,0.7321609736420214,0.8673616426996886,1.1924178067083633,1.3436460484370503e-11
FSNet,1,10,1.0,8.596070110797883e-05,0.6952156286686659,0.6953015893697738,0.8673616426996886,1.2546337383219035,1.2419832283910144e-10
FSNet,2,10,1.0,7.656468078494072e-05,0.7658626090735197,0.7659391737543046,0.8673616426996886,1.1350294259827034,1.3452027383035534e-11
FSNet,3,10,1.0,8.173268288373947e-05,0.8854370483197271,0.8855187810026109,0.8673616426996886,1.0015459397061162,1.1120091199681197e-10
FSNet,4,10,1.0,9.777871891856194e-05,0.8536318674683571,0.8537296461872756,0.8673616426996886,1.0203561366371332,1.1153303015388926e-10
FSNet,5,10,1.0,8.527962490916252e-05,0.7818065984174609,0.78189187804237,0.8673616426996886,1.109439040241286,1.1155262479669278e-10
KKT,1,10,1.0,0.0001600402407348156,0.7858626757748425,0.7860227160155773,0.8673616426996886,1.102725570685383,1.099849536892135e-10
KKT,2,10,1.0,0.00017432114109396934,0.7555279758758843,0.7557022970169782,0.8673616426996886,1.149040571816454,1.2438717231283378e-10
KKT,3,10,1.0,0.000158695038408041,0.804692137800157,0.8048508328385651,0.8673616426996886,1.081735579723224,1.234751894129445e-10
KKT,4,10,1.0,0.00017849719151854515,0.8216023378074169,0.8217808349989355,0.8673616426996886,1.0558499068106635,1.2939734682886182e-11
KKT,5,10,1.0,0.00014164987951517105,0.8021657006815076,0.8023073505610228,0.8673616426996886,1.0862526650517488,1.2472021009609123e-10
PINN Baseline,1,10,1.0,0.00015607187524437904,0.8142058989964426,0.8143619708716869,0.8673616426996886,1.0681589749017608,1.111892915557639e-10
PINN Baseline,2,10,1.0,8.613178506493569e-05,0.7404342662543059,0.7405203980393708,0.8673616426996886,1.1733272634199177,1.1004049679695819e-10
PINN Baseline,3,10,1.0,7.772566750645638e-05,0.8135186438448727,0.8135963695123791,0.8673616426996886,1.0700615825765971,6.156137665979344e-11
PINN Baseline,4,10,1.0,8.613262325525284e-05,0.7149488085880875,0.7150349412113428,0.8673616426996886,1.2226877963996714,1.1056226396222485e-10
PINN Baseline,5,10,1.0,7.642852142453194e-05,0.8507455906830728,0.8508220192044973,0.8673616426996886,1.0195944013852716,1.1037796427151043e-10
Rahul's Model,1,10,1.0,0.00017221616581082345,0.8451677596196532,0.845339975785464,0.8673616426996886,1.0306362959118542,1.1125086753018437e-10
Rahul's Model,2,10,1.0,0.00017757536843419076,0.8193582165054977,0.8195357918739319,0.8673616426996886,1.0579864823315976,1.1160754094327582e-10
Rahul's Model,3,10,1.0,0.00018030330538749696,0.7594600305892527,0.7596403338946403,0.8673616426996886,1.1419232988565147,1.1077663172393833e-10
Rahul's Model,4,10,1.0,0.0001718612387776375,0.7207016691565513,0.720873530395329,0.8673616426996886,1.204400793809178,4.872853008387277e-11
Rahul's Model,5,10,1.0,0.00016249921172857286,0.7709296377375722,0.7710921369493008,0.8673616426996886,1.1246774168177818,1.1078091690038077e-10
