,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,8.525460492819547e-05,6.671688862668027e-06,0.9632145430753007,0.3391755119997775,0.963299797680229,0.3391755509816841,0.7110887069022283,0.0,0.858493897125238,0.1023000697887222,-4.42050491298936e-13,7.090408006871815e-13
FSNet,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,9.759745560586453e-05,2.866178507334216e-05,0.8280392911145464,0.05594732450021335,0.8281368885701521,0.05593112955183681,0.7110887069022283,0.0,0.8659839779267919,0.06314705401279598,-2.5793661853491605e-13,5.428633921230911e-13
KKT,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,0.0001647172402590513,2.0459176144485887e-05,0.8003471536003053,0.03663114416958206,0.8005118708405643,0.03662300240259103,0.7110887069022283,0.0,0.8975747103202678,0.04705794027478869,1.5383092777749618e-14,9.60989210616625e-13
PINN Baseline,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,0.00010180485900491477,4.336024240753083e-05,0.8216548866080121,0.05222954721425262,0.8217566914670169,0.05220160022877093,0.7110887069022283,0.0,0.8778956944199386,0.05679873724984989,-7.066747304010715e-14,1.0582952893983542e-12
Rahul's Model,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,0.0001884865202009678,3.450638589147844e-05,0.8764955436252058,0.04586181958268962,0.8766840301454067,0.04583229119192442,0.7110887069022283,0.0,0.8146958029202562,0.043285630777921844,-6.380508463231917e-14,8.858962112364473e-13
