Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
40,optimal,True,1.507213051430881,565758.1488345319
41,optimal,True,1.6334039038047194,562013.4345250828
42,optimal,True,1.53201537206769,560448.9753498749
43,optimal,True,1.4509391440078616,557152.574494217
44,optimal,True,1.98025456443429,573622.0100639936
45,optimal,True,0.9680941672995687,557910.8999480945
46,optimal,True,0.8915533842518926,568562.2405583494
47,optimal,True,0.9686918100342155,553657.9820848735
48,optimal,True,0.9923082441091537,565201.8055863479
49,optimal,True,0.9705237206071615,562050.6814871556
