Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
Ablated PINN,1,10,1.0,0.00012020748108625412,0.7730167508125305,0.7731369582936167,0.8466488363221287,1.0998916511710062,8.527600415428992e-11
Ablated PINN,2,10,1.0,6.794435903429985e-05,0.7883322290144861,0.7884001733735204,0.8466488363221287,1.0837303054178031,6.789859366988178e-13
Ablated PINN,3,10,1.0,6.779124960303307e-05,0.7704444537870586,0.7705122450366616,0.8466488363221287,1.104194282573452,7.48935547403125e-12
Ablated PINN,4,10,1.0,7.025934755802154e-05,0.8870968394912779,0.8871670988388359,0.8466488363221287,0.9541410086376978,2.1680883296323064e-13
Ablated PINN,5,10,1.0,6.86444342136383e-05,0.7099699595943093,0.7100386040285229,0.8466488363221287,1.221796392699779,1.0050761283764985e-13
