Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,10,1.0,7.280821446329356e-05,0.523522451822646,0.5235952600371092,0.5392295330995693,1.029959311084832,3.643808713407544e-12
DC3,2,10,1.0,7.093311287462712e-05,0.5430099815828726,0.5430809146957472,0.5392295330995693,0.9945702179477275,2.9115442272073064e-12
DC3,3,10,1.0,7.836809381842614e-05,0.5371718240901828,0.5372501921840012,0.5392295330995693,1.0040834127734386,5.430908762263384e-12
DC3,4,10,1.0,7.261820137500763e-05,0.5257909696083516,0.5258635878097266,0.5392295330995693,1.0261040205562346,2.4054004704742413e-12
DC3,5,10,1.0,8.079218678176403e-05,0.5668313436210155,0.5669121358077973,0.5392295330995693,0.9519073469656671,6.219881225220591e-12
FSNet,1,10,1.0,9.410830680280923e-05,0.5315408039372415,0.5316349122440442,0.5392295330995693,1.0144864542758205,7.212558694711564e-13
FSNet,2,10,1.0,7.675420492887497e-05,0.5382717077853159,0.5383484619902447,0.5392295330995693,1.00289589681759,-3.9928893958096165e-13
FSNet,3,10,1.0,7.820320315659046e-05,0.5571444148430601,0.5572226180462166,0.5392295330995693,0.9684581525261979,1.210668090917273e-12
FSNet,4,10,1.0,7.45522091165185e-05,0.5328966434346512,0.5329711956437677,0.5392295330995693,1.0116577509093938,2.562870148120853e-12
FSNet,5,10,1.0,7.820120081305503e-05,0.5295348361833021,0.5296130373841151,0.5392295330995693,1.0180551365425459,4.80031492444501e-12
KKT,1,10,1.0,0.00015457940753549337,0.5201627470552921,0.5203173264628276,0.5392295330995693,1.036149549874518,7.172659846974823e-12
KKT,2,10,1.0,0.00013566529378294945,0.5244930943008512,0.5246287595946342,0.5392295330995693,1.0278179646147465,5.8877004478707974e-12
KKT,3,10,1.0,0.00014396130573004484,0.5263728637713939,0.5265168250771239,0.5392295330995693,1.0243263554776036,1.0183839527244795e-13
KKT,4,10,1.0,0.0001878615003079176,0.5198673628736288,0.5200552243739367,0.5392295330995693,1.0370114322913362,4.1143472684945046e-12
KKT,5,10,1.0,0.000141256395727396,0.5390700336312875,0.539211290027015,0.5392295330995693,1.0010460900314793,6.2829940168260964e-12
PINN Baseline,1,10,1.0,0.00014070840552449226,0.527083596913144,0.5272243053186685,0.5392295330995693,1.0240321463656468,6.520728108468457e-12
PINN Baseline,2,10,1.0,7.201109547168016e-05,0.5163881735876202,0.516460184683092,0.5392295330995693,1.0444352510535282,4.998105123894044e-12
PINN Baseline,3,10,1.0,7.086121477186679e-05,0.5237637160811573,0.5238345772959292,0.5392295330995693,1.030602017307332,-2.542644550715378e-12
PINN Baseline,4,10,1.0,7.081921212375164e-05,0.521866779960692,0.5219375991728157,0.5392295330995693,1.0334946588138316,2.4178616905911264e-12
PINN Baseline,5,10,1.0,7.518720813095569e-05,0.5284247265662998,0.5284999137744307,0.5392295330995693,1.0211364632023785,3.4647963144110532e-12
Rahul's Model,1,10,1.0,0.00016731240320950748,0.5511487369425595,0.5513160493457689,0.5392295330995693,0.9793257625903209,-1.9175240435783602e-12
Rahul's Model,2,10,1.0,0.00020778051111847162,0.5335170614067465,0.533724841917865,0.5392295330995693,1.0119796839367234,2.9284275933610045e-12
Rahul's Model,3,10,1.0,0.00014852739404886962,0.5427672132151201,0.542915740609169,0.5392295330995693,0.9954427878431028,5.665655532602638e-12
Rahul's Model,4,10,1.0,0.00023367260582745074,0.5798260912299156,0.5800597638357431,0.5392295330995693,0.9327158741974444,6.210341507156008e-12
Rahul's Model,5,10,1.0,0.00014449930749833585,0.5382253393763676,0.538369838683866,0.5392295330995693,1.002145195577465,3.8672067974483685e-12
