Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,10,1.0,8.555641397833824e-05,0.8758402310311795,0.8759257874451578,0.957255547028035,1.1030454557023224,-5.043282479456423e-13
DC3,2,10,1.0,8.586300536990165e-05,0.798145093396306,0.798230956401676,0.957255547028035,1.2009816038411363,-8.375997539222742e-13
DC3,3,10,1.0,8.124597370624542e-05,0.813421550579369,0.8135027965530753,0.957255547028035,1.1780162239850367,-5.031939347101359e-13
DC3,4,10,1.0,7.94069841504097e-05,0.7905904589220881,0.7906698659062386,0.957255547028035,1.2118915910828256,-6.062002501566897e-12
DC3,5,10,1.0,7.968852296471595e-05,0.7647864447906614,0.7648661333136261,0.957255547028035,1.2540066919290958,-4.873605847955482e-12
FSNet,1,10,1.0,8.265655487775803e-05,0.8053026901558041,0.805385346710682,0.957255547028035,1.1923507246839322,5.495158899693115e-13
FSNet,2,10,1.0,7.21905380487442e-05,0.7987629201263189,0.7988351106643676,0.957255547028035,1.205463729618743,-1.8694530311525323e-13
FSNet,3,10,1.0,9.976662695407868e-05,0.8328343680128455,0.8329341346397996,0.957255547028035,1.151631645147655,1.5406611793533585e-13
FSNet,4,10,1.0,7.458245381712914e-05,0.8341753688640893,0.8342499513179064,0.957255547028035,1.1483312613988266,-5.667988635226313e-12
FSNet,5,10,1.0,8.388170972466469e-05,0.7587150687351822,0.758798950444907,0.957255547028035,1.284487741386561,-5.316055856872154e-12
KKT,1,10,1.0,0.00016363337635993958,0.6016207565553486,0.6017843899317086,0.957255547028035,1.5945542255783889,-5.713717262201456e-12
KKT,2,10,1.0,0.00015013525262475014,0.6200194580480456,0.6201695933006703,0.957255547028035,1.5483922544563162,-5.403496843254457e-12
KKT,3,10,1.0,0.0001603773795068264,1.0720921820029616,1.0722525593824686,0.957255547028035,0.9261692600679098,-5.108887343766332e-12
KKT,4,10,1.0,0.00016386136412620543,0.8577489169314504,0.8579127782955766,0.957255547028035,1.1293754913656255,-1.7452002378220207e-12
KKT,5,10,1.0,0.00016654543578624724,0.9023446450941265,0.9025111905299127,0.957255547028035,1.0631363565226364,-5.177847300073769e-12
PINN Baseline,1,10,1.0,0.0001642497256398201,0.9859672367572785,0.9861314864829183,0.957255547028035,0.9724078556820004,-6.023296260067593e-12
PINN Baseline,2,10,1.0,8.798148483037948e-05,0.9747757714241743,0.9748637529090047,0.957255547028035,0.9964923139503364,-5.38592898355818e-12
PINN Baseline,3,10,1.0,0.0001260736957192421,1.2586153515614569,1.2587414252571762,0.957255547028035,0.762860031189833,-1.2578828797030746e-12
PINN Baseline,4,10,1.0,0.00010985154658555984,1.3140617387369276,1.3141715902835132,0.957255547028035,0.7306427459712269,-4.941354314208516e-12
PINN Baseline,5,10,1.0,0.00010459749028086662,1.2407570308074356,1.2408616282977163,0.957255547028035,0.7762049410799277,-5.051805918325358e-12
Rahul's Model,1,10,1.0,0.0001728711649775505,0.848074644152075,0.8482475153170526,0.957255547028035,1.1305055446886336,-1.7765566299322277e-12
Rahul's Model,2,10,1.0,0.00017004627734422683,0.8404197809286416,0.8405898272059857,0.957255547028035,1.140951319065137,-4.577675279169779e-12
Rahul's Model,3,10,1.0,0.00015605809167027474,0.7697689427062869,0.7699250007979572,0.957255547028035,1.2475068367920579,-4.3647095383256975e-12
Rahul's Model,4,10,1.0,0.0001674741506576538,0.733059318549931,0.7332267927005887,0.957255547028035,1.3303339234459686,-6.200143958981282e-12
Rahul's Model,5,10,1.0,0.0001627492718398571,0.8432479759678244,0.8434107252396643,0.957255547028035,1.1370233291752534,1.8622623388996558e-11
