,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,9.142375137243005e-05,7.272976099420822e-06,0.8384055898887002,0.031222365938132886,0.8384970136400727,0.03121951586207753,0.8899380082988906,0.0,1.0660361248978942,0.041636131495998346,-1.2790591526726301e-10,2.584625848131534e-12
FSNet,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,9.045179726348982e-05,7.436055468665667e-06,0.7953204003162682,0.031168266951241894,0.7954108521135317,0.031164911397312773,0.8899380082988906,0.0,1.125268072172275,0.047184956358241235,-8.924625461770945e-11,5.720178977644795e-11
KKT,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00020415201886660522,1.7911177361136278e-05,0.8186866527785444,0.04345544992567465,0.8188908047974109,0.043455859152756446,0.8899380082988906,0.0,1.0950056287696575,0.05748043071274076,-1.2041082076599505e-10,8.116759055514241e-12
PINN Baseline,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00010924094563557042,4.400668562199493e-05,0.8223319240483559,0.04572879881680062,0.8224411649939916,0.04576136159479794,0.8899380082988906,0.0,1.089186992126372,0.06136389342185598,-1.0830293202987615e-10,2.2092499343340865e-11
Rahul's Model,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00020096059371199873,2.9031965784548333e-05,0.7679677680703915,0.10352556272659354,0.7681687286641035,0.1035457494591361,0.8899380082988906,0.0,1.179220317204202,0.17100798000421907,-8.098426812058107e-11,1.4366053969179774e-12
