,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,1000.0,0.0,1.0,0.0,6.272323429584503e-07,1.3557835706605758e-07,0.16493758424613625,0.005431253799876216,0.1649382114784792,0.0054311752925375436,0.1683460526880808,0.0,1.0297250839251166,0.029022407894123473,-2.897509205748368e-14,3.009283491874875e-13
FSNet,3.0,1.5811388300841898,1000.0,0.0,1.0,0.0,5.626242607831955e-07,3.1452374633272796e-07,0.16717069737007842,0.00907249263610298,0.16717125999433918,0.009072508618309594,0.1683460526880808,0.0,1.0203650824230235,0.048876962844854356,9.277199886496665e-13,6.367281195837069e-14
KKT,3.0,1.5811388300841898,1000.0,0.0,1.0,0.0,8.55647213757038e-07,2.950374122054045e-07,0.16282584468619898,0.0004920466232961092,0.16282670033341273,0.0004917679569153457,0.1683460526880808,0.0,1.0398335959095677,0.002496068581685561,-5.577815343128342e-13,1.7498069340222308e-13
PINN Baseline,3.0,1.5811388300841898,1000.0,0.0,1.0,0.0,1.7770660296082498e-05,3.813838764217455e-05,0.1811797177493572,0.010451759178394715,0.1811974884096533,0.010429280148611572,0.1683460526880808,0.0,0.9424632306985476,0.04722806566108409,-1.3452332870985421e-12,8.385633437063207e-14
Rahul's Model,3.0,1.5811388300841898,1000.0,0.0,1.0,0.0,8.527684956789016e-07,2.39622459921467e-07,0.1776160832646303,0.009023402017402225,0.17761693603312595,0.009023518682883909,0.1683460526880808,0.0,0.9561877379145594,0.04194993674420275,-1.4141259924261567e-12,1.040961176822961e-12
