Architecture,Raw_Max_Violation,Log_Max_Violation
PINN Baseline,1.4708371,0.16756459
PINN Baseline,1.4471781,0.16052198
PINN Baseline,1.5196939,0.18175611
PINN Baseline,1.5087223,0.17860931
PINN Baseline,1.4918965,0.1737387
PINN Baseline,1.523195,0.18275551
PINN Baseline,1.50291,0.17693298
PINN Baseline,1.5115988,0.17943655
PINN Baseline,1.5027276,0.17688027
PINN Baseline,1.488486,0.17274477
PINN Baseline,1.563237,0.19402482
PINN Baseline,1.5123053,0.17963946
PINN Baseline,1.4882816,0.17268512
PINN Baseline,1.5119262,0.17953059
PINN Baseline,1.5276277,0.18401752
PINN Baseline,1.5181091,0.18130298
PINN Baseline,1.5538092,0.19139768
PINN Baseline,1.5064776,0.17796268
PINN Baseline,1.4937775,0.17428592
PINN Baseline,1.4634076,0.16536532
PINN Baseline,1.4920049,0.17377023
PINN Baseline,1.5248426,0.18322502
PINN Baseline,1.5844831,0.19988762
PINN Baseline,1.507619,0.1782916
PINN Baseline,1.5022466,0.17674124
PINN Baseline,1.5103457,0.17907636
PINN Baseline,1.54321,0.18842503
PINN Baseline,1.4751827,0.1688458
PINN Baseline,1.4840835,0.17145835
PINN Baseline,1.5010014,0.17638108
PINN Baseline,1.4765018,0.169234
PINN Baseline,1.4639183,0.16551685
PINN Baseline,1.5486493,0.18995309
PINN Baseline,1.4695108,0.16717277
PINN Baseline,1.5052336,0.17760392
PINN Baseline,1.5034479,0.17708838
PINN Baseline,1.4995333,0.17595612
PINN Baseline,1.4985161,0.17566141
PINN Baseline,1.508471,0.17853697
PINN Baseline,1.4793591,0.17007363
PINN Baseline,1.4478087,0.1607112
PINN Baseline,1.5039185,0.17722431
PINN Baseline,1.5803356,0.19874933
PINN Baseline,1.4756867,0.16899416
PINN Baseline,1.512967,0.17982945
PINN Baseline,1.4755781,0.1689622
PINN Baseline,1.5197208,0.1817638
PINN Baseline,1.464361,0.16564813
PINN Baseline,1.506032,0.1778342
PINN Baseline,1.5054806,0.17767517
PINN Baseline,1.5229185,0.18267666
PINN Baseline,1.5251946,0.18332528
PINN Baseline,1.518453,0.18140136
PINN Baseline,1.4751294,0.16883011
PINN Baseline,1.5485646,0.18992932
PINN Baseline,1.5146333,0.18030751
PINN Baseline,1.5322257,0.18532275
PINN Baseline,1.4911762,0.17352898
PINN Baseline,1.5611033,0.19343166
PINN Baseline,1.5187136,0.18147588
PINN Baseline,1.5159544,0.18068613
PINN Baseline,1.5007218,0.1763002
PINN Baseline,1.4985173,0.17566176
PINN Baseline,1.5293622,0.18451035
PINN Baseline,1.4699012,0.16728814
PINN Baseline,1.513568,0.18000194
PINN Baseline,1.5440344,0.18865696
PINN Baseline,1.5377941,0.18689819
PINN Baseline,1.5073799,0.17822272
PINN Baseline,1.5124928,0.17969331
PINN Baseline,1.4729754,0.16819549
PINN Baseline,1.4609232,0.16462739
PINN Baseline,1.4483409,0.16087079
PINN Baseline,1.499615,0.17597976
PINN Baseline,1.5104096,0.17909473
PINN Baseline,1.4776382,0.16956812
PINN Baseline,1.5422741,0.18816157
PINN Baseline,1.4937744,0.17428501
PINN Baseline,1.4971129,0.17525454
PINN Baseline,1.4894508,0.17302616
PINN Baseline,1.5662804,0.1948695
PINN Baseline,1.5328069,0.18548743
PINN Baseline,1.5131725,0.17988844
PINN Baseline,1.5552938,0.19181244
PINN Baseline,1.5290534,0.18442267
PINN Baseline,1.533847,0.18578203
PINN Baseline,1.5042784,0.17732823
PINN Baseline,1.5111176,0.17929825
PINN Baseline,1.5019797,0.17666407
PINN Baseline,1.4920708,0.17378943
PINN Baseline,1.4506795,0.16157149
PINN Baseline,1.4444476,0.15970181
PINN Baseline,1.5000179,0.17609644
PINN Baseline,1.5366994,0.18658893
PINN Baseline,1.5515352,0.19076164
PINN Baseline,1.4960802,0.17495486
PINN Baseline,1.5078293,0.17835218
PINN Baseline,1.4796524,0.1701597
PINN Baseline,1.5518,0.19083574
PINN Baseline,1.51418,0.1801775
PINN Baseline,1.4431041,0.15929767
PINN Baseline,1.5510191,0.19061714
PINN Baseline,1.5812933,0.19901244
PINN Baseline,1.5557139,0.19192973
PINN Baseline,1.4228525,0.15315989
PINN Baseline,1.5281861,0.18417624
PINN Baseline,1.5517061,0.19080946
PINN Baseline,1.5030321,0.17696825
PINN Baseline,1.5122457,0.17962235
PINN Baseline,1.4885223,0.17275535
PINN Baseline,1.5472866,0.18957077
PINN Baseline,1.5224708,0.18254898
PINN Baseline,1.5370808,0.1866967
PINN Baseline,1.4474003,0.16058867
PINN Baseline,1.4673915,0.166546
PINN Baseline,1.4991436,0.17584324
PINN Baseline,1.4777522,0.16960162
PINN Baseline,1.5361943,0.18644616
PINN Baseline,1.4930047,0.17406116
PINN Baseline,1.522747,0.18262777
PINN Baseline,1.5291506,0.18445025
PINN Baseline,1.5319676,0.1852496
PINN Baseline,1.4938426,0.17430484
PINN Baseline,1.5036591,0.1771494
PINN Baseline,1.4996018,0.17597596
PINN Baseline,1.5084575,0.17853309
PINN Baseline,1.4907074,0.1733924
PINN Baseline,1.4930423,0.17407213
PINN Baseline,1.5010856,0.17640547
PINN Baseline,1.5197295,0.18176629
PINN Baseline,1.4895381,0.17305161
PINN Baseline,1.4462231,0.1602353
PINN Baseline,1.5263488,0.1836538
PINN Baseline,1.4748267,0.16874099
PINN Baseline,1.5042114,0.17730889
PINN Baseline,1.4715782,0.16778336
PINN Baseline,1.5138929,0.18009515
PINN Baseline,1.5112976,0.17934999
PINN Baseline,1.5059831,0.1778201
PINN Baseline,1.5446181,0.18882112
PINN Baseline,1.5202272,0.1819085
PINN Baseline,1.5298046,0.18463595
PINN Baseline,1.5008748,0.17634445
PINN Baseline,1.4841566,0.17147973
PINN Baseline,1.5228857,0.1826673
PINN Baseline,1.5202944,0.18192771
PINN Baseline,1.5528811,0.19113821
PINN Baseline,1.4639505,0.16552639
PINN Baseline,1.4885342,0.17275882
PINN Baseline,1.4309703,0.15563062
PINN Baseline,1.5424192,0.18820243
PINN Baseline,1.469771,0.16724968
PINN Baseline,1.5400432,0.18753292
PINN Baseline,1.5283557,0.18422444
PINN Baseline,1.5311129,0.18500721
PINN Baseline,1.5633405,0.19405359
PINN Baseline,1.4926462,0.17395689
PINN Baseline,1.4369559,0.15744345
PINN Baseline,1.5220072,0.1824167
PINN Baseline,1.5163324,0.18079442
PINN Baseline,1.5253916,0.18338135
PINN Baseline,1.605196,0.20552807
PINN Baseline,1.4912832,0.17356011
PINN Baseline,1.5147423,0.18033874
PINN Baseline,1.5004869,0.17623219
PINN Baseline,1.4759681,0.16907698
PINN Baseline,1.5201461,0.18188533
PINN Baseline,1.5889739,0.20111676
PINN Baseline,1.4848132,0.17167182
PINN Baseline,1.4318552,0.15589911
PINN Baseline,1.5208507,0.18208657
PINN Baseline,1.5479729,0.18976335
PINN Baseline,1.4440149,0.15957168
PINN Baseline,1.5694492,0.19574726
PINN Baseline,1.4477919,0.16070615
PINN Baseline,1.426155,0.15416671
PINN Baseline,1.5102714,0.179055
PINN Baseline,1.5720783,0.19647418
PINN Baseline,1.5090967,0.17871708
PINN Baseline,1.5690477,0.19563614
PINN Baseline,1.4672084,0.1664918
PINN Baseline,1.4880713,0.17262375
PINN Baseline,1.5105417,0.17913271
PINN Baseline,1.5053873,0.17764825
PINN Baseline,1.452549,0.16213079
PINN Baseline,1.5302993,0.18477638
PINN Baseline,1.5380769,0.18697804
PINN Baseline,1.4928275,0.17400964
PINN Baseline,1.5349452,0.18609288
PINN Baseline,1.521632,0.18230963
PINN Baseline,1.4887505,0.17282191
PINN Baseline,1.5576683,0.19247499
PINN Baseline,1.4942279,0.17441684
PINN Baseline,1.5366747,0.18658195
PINN Baseline,1.5001966,0.17614818
PINN Baseline,1.5126787,0.1797467
PINN Baseline,1.4595698,0.16422488
PINN Baseline,1.5344002,0.18593866
PINN Baseline,1.5423108,0.18817191
PINN Baseline,1.533068,0.1855614
PINN Baseline,1.477184,0.1694346
PINN Baseline,1.5356048,0.18627948
PINN Baseline,1.5083166,0.17849252
PINN Baseline,1.4735667,0.16836978
PINN Baseline,1.5908332,0.20162465
PINN Baseline,1.4494727,0.16121003
PINN Baseline,1.4829438,0.17112468
PINN Baseline,1.5011331,0.1764192
PINN Baseline,1.526306,0.18364163
PINN Baseline,1.4361708,0.1572061
PINN Baseline,1.5398281,0.18747222
PINN Baseline,1.5063977,0.17793965
PINN Baseline,1.449049,0.16108307
PINN Baseline,1.5159894,0.18069617
PINN Baseline,1.4638788,0.16550511
PINN Baseline,1.4984372,0.17563854
PINN Baseline,1.4976914,0.17542234
PINN Baseline,1.469784,0.16725352
PINN Baseline,1.48218,0.17090096
PINN Baseline,1.4925858,0.1739393
PINN Baseline,1.5559386,0.19199246
PINN Baseline,1.5349357,0.18609019
PINN Baseline,1.5585407,0.19271815
PINN Baseline,1.4934665,0.17419548
PINN Baseline,1.5558736,0.19197433
PINN Baseline,1.4947277,0.1745621
PINN Baseline,1.5032208,0.17702277
PINN Baseline,1.4107654,0.1494548
PINN Baseline,1.4964788,0.17507057
PINN Baseline,1.4768233,0.16932854
PINN Baseline,1.4691056,0.16705301
PINN Baseline,1.4983349,0.17560889
PINN Baseline,1.5688834,0.19559067
PINN Baseline,1.4663931,0.16625041
PINN Baseline,1.5175096,0.18113144
PINN Baseline,1.5187944,0.18149899
PINN Baseline,1.5149059,0.18038566
PINN Baseline,1.5284272,0.18424477
PINN Baseline,1.5437267,0.18857041
PINN Baseline,1.5363973,0.18650354
PINN Baseline,1.5102344,0.17904435
PINN Baseline,1.5038037,0.17719115
PINN Baseline,1.5321579,0.18530352
PINN Baseline,1.4945807,0.17451939
PINN Baseline,1.4969946,0.17522024
PINN Baseline,1.4854531,0.17185895
PINN Baseline,1.5089333,0.17867005
PINN Baseline,1.4982661,0.17558895
PINN Baseline,1.4787476,0.16989405
PINN Baseline,1.5228087,0.18264534
PINN Baseline,1.5643961,0.19434674
PINN Baseline,1.5103316,0.17907232
PINN Baseline,1.5794272,0.19849962
PINN Baseline,1.535281,0.18618786
PINN Baseline,1.489424,0.17301835
PINN Baseline,1.4597675,0.16428368
PINN Baseline,1.4736484,0.16839388
PINN Baseline,1.4775925,0.16955467
PINN Baseline,1.4379526,0.15774459
PINN Baseline,1.429913,0.15530963
PINN Baseline,1.5086635,0.1785924
PINN Baseline,1.5099535,0.17896357
PINN Baseline,1.5345036,0.1859679
PINN Baseline,1.4847561,0.17165512
PINN Baseline,1.4803367,0.17036049
PINN Baseline,1.5573797,0.19239451
PINN Baseline,1.5614244,0.19352095
PINN Baseline,1.5267029,0.18375452
PINN Baseline,1.4485196,0.16092438
PINN Baseline,1.4511824,0.16172199
PINN Baseline,1.5126306,0.17973287
PINN Baseline,1.5158074,0.18064402
PINN Baseline,1.5004343,0.17621697
PINN Baseline,1.532291,0.18534127
PINN Baseline,1.4771163,0.1694147
PINN Baseline,1.5185176,0.18141983
PINN Baseline,1.509006,0.17869097
PINN Baseline,1.506055,0.17784083
PINN Baseline,1.4776045,0.16955821
PINN Baseline,1.4620053,0.16494894
PINN Baseline,1.5611594,0.19344725
PINN Baseline,1.4922303,0.17383586
PINN Baseline,1.5377998,0.18689981
PINN Baseline,1.5144125,0.18024419
PINN Baseline,1.5523746,0.19099653
PINN Baseline,1.4543607,0.16267213
PINN Baseline,1.5027161,0.17687693
PINN Baseline,1.5340623,0.18584299
PINN Baseline,1.4992244,0.17586665
PINN Baseline,1.5370921,0.18669988
PINN Baseline,1.4253781,0.15393008
PINN Baseline,1.4905794,0.1733551
PINN Baseline,1.5291603,0.18445301
PINN Baseline,1.5032126,0.1770204
PINN Baseline,1.4976414,0.17540786
PINN Baseline,1.5384686,0.18708864
PINN Baseline,1.542459,0.18821363
PINN Baseline,1.5340286,0.18583347
PINN Baseline,1.5152276,0.18047786
PINN Baseline,1.543435,0.18848833
PINN Baseline,1.4572134,0.16352315
PINN Baseline,1.540852,0.18776092
PINN Baseline,1.5801439,0.19869664
PINN Baseline,1.5278751,0.18408784
PINN Baseline,1.5032055,0.17701837
PINN Baseline,1.522636,0.1825961
PINN Baseline,1.5190338,0.18156743
PINN Baseline,1.482674,0.17104568
PINN Baseline,1.5148274,0.18036315
PINN Baseline,1.5425788,0.18824737
PINN Baseline,1.5181019,0.18130094
PINN Baseline,1.4833881,0.17125478
PINN Baseline,1.5262007,0.18361163
PINN Baseline,1.5540253,0.19145808
PINN Baseline,1.4948542,0.17459884
PINN Baseline,1.5461898,0.18926279
PINN Baseline,1.5055839,0.17770496
PINN Baseline,1.5363698,0.18649577
PINN Baseline,1.5130614,0.17985655
PINN Baseline,1.5175793,0.1811514
PINN Baseline,1.507911,0.1783757
PINN Baseline,1.5787295,0.19830772
PINN Baseline,1.4524703,0.16210726
PINN Baseline,1.4819982,0.17084768
PINN Baseline,1.5246129,0.18315959
PINN Baseline,1.4672148,0.1664937
PINN Baseline,1.4718598,0.16786645
PINN Baseline,1.5215775,0.18229407
PINN Baseline,1.5384682,0.18708853
PINN Baseline,1.4487158,0.1609832
PINN Baseline,1.5418203,0.18803376
PINN Baseline,1.5398719,0.1874846
PINN Baseline,1.4994881,0.17594303
PINN Baseline,1.5155526,0.18057102
PINN Baseline,1.576622,0.19772759
PINN Baseline,1.4842744,0.1715142
PINN Baseline,1.4844748,0.17157282
PINN Baseline,1.5007765,0.17631602
PINN Baseline,1.468185,0.16678077
PINN Baseline,1.5069989,0.17811294
PINN Baseline,1.5040209,0.17725389
PINN Baseline,1.5254596,0.18340072
PINN Baseline,1.5248343,0.18322265
PINN Baseline,1.5413108,0.18789022
PINN Baseline,1.4997767,0.17602661
PINN Baseline,1.5201981,0.18190019
PINN Baseline,1.5085313,0.17855434
PINN Baseline,1.5726185,0.19662337
PINN Baseline,1.5099111,0.17895137
PINN Baseline,1.5152293,0.18047838
PINN Baseline,1.5575254,0.19243513
PINN Baseline,1.4842348,0.17150262
PINN Baseline,1.5441086,0.18867785
PINN Baseline,1.4949975,0.17464046
PINN Baseline,1.5645754,0.19439651
PINN Baseline,1.5034287,0.17708284
PINN Baseline,1.5204583,0.18197453
PINN Baseline,1.4593514,0.16415988
PINN Baseline,1.53727,0.18675014
PINN Baseline,1.5200824,0.18186712
PINN Baseline,1.5000708,0.17611176
PINN Baseline,1.4807034,0.17046806
PINN Baseline,1.4960302,0.17494036
PINN Baseline,1.5137386,0.1800509
PINN Baseline,1.506663,0.17801611
PINN Baseline,1.5309147,0.18495098
PINN Baseline,1.5077624,0.17833292
PINN Baseline,1.5781789,0.19815622
PINN Baseline,1.49383,0.17430116
PINN Baseline,1.5171422,0.18102628
PINN Baseline,1.4617949,0.16488643
PINN Baseline,1.510623,0.17915608
PINN Baseline,1.4886578,0.1727949
PINN Baseline,1.5242791,0.1830645
PINN Baseline,1.4797904,0.17020021
PINN Baseline,1.5333563,0.18564309
PINN Baseline,1.5167478,0.18091339
PINN Baseline,1.5426487,0.18826704
PINN Baseline,1.5078396,0.17835513
PINN Baseline,1.5163021,0.18078575
PINN Baseline,1.4617186,0.16486377
PINN Baseline,1.4942403,0.17442045
PINN Baseline,1.5577092,0.19248639
PINN Baseline,1.4800794,0.17028502
PINN Baseline,1.4693289,0.16711901
PINN Baseline,1.5141661,0.18017352
PINN Baseline,1.5633446,0.19405472
PINN Baseline,1.5064518,0.17795525
PINN Baseline,1.4888076,0.17283857
PINN Baseline,1.5164475,0.1808274
PINN Baseline,1.5618002,0.19362548
PINN Baseline,1.5096002,0.17886193
PINN Baseline,1.5312667,0.18505083
PINN Baseline,1.4721866,0.16796285
PINN Baseline,1.5402403,0.18758848
PINN Baseline,1.5295503,0.18456377
PINN Baseline,1.5553323,0.1918232
PINN Baseline,1.5126866,0.17974897
PINN Baseline,1.5030932,0.17698592
PINN Baseline,1.4801408,0.17030303
PINN Baseline,1.5309544,0.18496224
PINN Baseline,1.4727203,0.16812027
PINN Baseline,1.5095686,0.17885284
PINN Baseline,1.4689404,0.16700417
PINN Baseline,1.4951862,0.17469528
PINN Baseline,1.5033413,0.1770576
PINN Baseline,1.5009631,0.17637001
PINN Baseline,1.5277653,0.18405664
PINN Baseline,1.4762294,0.16915385
PINN Baseline,1.5601237,0.19315903
PINN Baseline,1.5418811,0.18805088
PINN Baseline,1.5232917,0.18278308
PINN Baseline,1.517034,0.18099533
PINN Baseline,1.4928633,0.17402004
PINN Baseline,1.5579399,0.19255069
PINN Baseline,1.5139444,0.18010992
PINN Baseline,1.4542469,0.16263814
PINN Baseline,1.5436987,0.18856253
PINN Baseline,1.4532304,0.16233447
PINN Baseline,1.4913739,0.17358653
PINN Baseline,1.5014365,0.17650697
PINN Baseline,1.4240842,0.15353566
PINN Baseline,1.5662743,0.19486782
PINN Baseline,1.5198458,0.18179955
PINN Baseline,1.4124727,0.14998007
PINN Baseline,1.5152934,0.18049672
PINN Baseline,1.5242403,0.18305343
PINN Baseline,1.4754857,0.168935
PINN Baseline,1.4822675,0.17092659
PINN Baseline,1.4987642,0.1757333
PINN Baseline,1.5246228,0.1831624
PINN Baseline,1.5064582,0.17795707
PINN Baseline,1.4265155,0.15427648
PINN Baseline,1.5738891,0.19697414
PINN Baseline,1.5600492,0.19313829
PINN Baseline,1.5342808,0.18590485
PINN Baseline,1.5359477,0.18637642
PINN Baseline,1.4985864,0.17568178
PINN Baseline,1.5086952,0.17860152
PINN Baseline,1.4645422,0.16570188
PINN Baseline,1.4823117,0.17093955
PINN Baseline,1.5539696,0.19144252
PINN Baseline,1.5310222,0.18498148
PINN Baseline,1.4748346,0.16874331
PINN Baseline,1.45497,0.16285405
PINN Baseline,1.4681852,0.16678084
PINN Baseline,1.5372511,0.18674482
PINN Baseline,1.4787155,0.16988464
PINN Baseline,1.5247214,0.1831905
PINN Baseline,1.5321524,0.18530197
PINN Baseline,1.5403943,0.1876319
PINN Baseline,1.4919504,0.17375438
PINN Baseline,1.4909523,0.17346373
PINN Baseline,1.5384189,0.1870746
PINN Baseline,1.5231311,0.18273729
PINN Baseline,1.4403416,0.1584655
PINN Baseline,1.4529729,0.1622575
PINN Baseline,1.4697789,0.167252
PINN Baseline,1.5229309,0.18268019
PINN Baseline,1.4960928,0.17495853
PINN Baseline,1.5059094,0.17779885
PINN Baseline,1.551356,0.19071145
PINN Baseline,1.5513166,0.19070044
PINN Baseline,1.5343323,0.18591942
PINN Baseline,1.4647944,0.16577667
PINN Baseline,1.5053815,0.17764656
PINN Baseline,1.5076144,0.17829026
PINN Baseline,1.4939432,0.1743341
PINN Baseline,1.5377083,0.18687396
PINN Baseline,1.5103066,0.17906512
PINN Baseline,1.5311749,0.1850248
PINN Baseline,1.529957,0.18467924
PINN Baseline,1.49299,0.1740569
PINN Baseline,1.5388429,0.18719429
PINN Baseline,1.4732255,0.16826922
PINN Baseline,1.566104,0.19482061
PINN Baseline,1.5305666,0.18485223
PINN Baseline,1.5171583,0.18103088
PINN Baseline,1.5743697,0.19710672
PINN Baseline,1.5096954,0.17888933
PINN Baseline,1.468666,0.16692303
PINN Baseline,1.4983557,0.17561494
PINN Baseline,1.5209334,0.18211019
PINN Baseline,1.4411933,0.15872225
PINN Baseline,1.4813395,0.1706546
PINN Baseline,1.5326127,0.18543242
PINN Baseline,1.5305743,0.18485442
PINN Baseline,1.5725234,0.1965971
PINN Baseline,1.5712119,0.19623476
PINN Baseline,1.4350041,0.15685314
PINN Baseline,1.4588888,0.16402218
PINN Baseline,1.5295434,0.1845618
PINN Baseline,1.4807802,0.17049061
PINN Baseline,1.5208865,0.18209681
PINN Baseline,1.5305941,0.18486004
PINN Baseline,1.5286143,0.18429792
PINN Baseline,1.5449753,0.18892154
PINN Baseline,1.4956788,0.17483833
PINN Baseline,1.4879733,0.17259514
PINN Baseline,1.4945878,0.17452143
PINN Baseline,1.5571841,0.19233996
PINN Baseline,1.5026617,0.17686121
PINN Baseline,1.5258533,0.18351278
PINN Baseline,1.5312151,0.1850362
PINN Baseline,1.511501,0.17940843
PINN Baseline,1.560705,0.19332081
PINN Baseline,1.4959413,0.17491455
PINN Baseline,1.5048172,0.17748377
PINN Baseline,1.480966,0.17054509
PINN Baseline,1.5059767,0.17781824
PINN Baseline,1.5285263,0.18427292
PINN Baseline,1.4447703,0.15979882
PINN Baseline,1.5075575,0.17827389
PINN Baseline,1.5173773,0.18109357
PINN Baseline,1.526877,0.18380406
PINN Baseline,1.5115854,0.17943268
PINN Baseline,1.5218016,0.18235803
PINN Baseline,1.5314157,0.18509309
PINN Baseline,1.5101043,0.17900695
PINN Baseline,1.4878377,0.17255555
PINN Baseline,1.5306545,0.18487719
PINN Baseline,1.5443151,0.18873592
PINN Baseline,1.5048156,0.17748328
PINN Baseline,1.5137972,0.18006769
PINN Baseline,1.4503196,0.16146374
PINN Baseline,1.5237677,0.18291877
PINN Baseline,1.5238023,0.18292862
PINN Baseline,1.5479536,0.18975794
PINN Baseline,1.498537,0.17566745
PINN Baseline,1.4996343,0.17598535
PINN Baseline,1.4630733,0.16526607
PINN Baseline,1.4733042,0.16829242
PINN Baseline,1.4888096,0.17283915
PINN Baseline,1.4866816,0.17221797
PINN Baseline,1.5258493,0.18351166
PINN Baseline,1.5331693,0.1855901
PINN Baseline,1.5003277,0.17618613
PINN Baseline,1.4946108,0.1745281
PINN Baseline,1.5159092,0.18067318
PINN Baseline,1.5293409,0.18450429
PINN Baseline,1.5288126,0.18435426
PINN Baseline,1.5121735,0.17960164
PINN Baseline,1.5066669,0.17801724
PINN Baseline,1.5420845,0.18810816
PINN Baseline,1.4706507,0.16750953
PINN Baseline,1.5184836,0.18141012
PINN Baseline,1.4922986,0.17385574
PINN Baseline,1.5105672,0.17914005
PINN Baseline,1.5350909,0.1861341
PINN Baseline,1.496437,0.17505842
PINN Baseline,1.5491642,0.19009745
PINN Baseline,1.4886625,0.17279625
PINN Baseline,1.4825816,0.17101862
PINN Baseline,1.5388033,0.18718313
PINN Baseline,1.467978,0.16671954
PINN Baseline,1.4824599,0.17098296
PINN Baseline,1.4745033,0.16864574
PINN Baseline,1.5146883,0.18032326
PINN Baseline,1.5179998,0.1812717
PINN Baseline,1.5277748,0.18405935
PINN Baseline,1.5225797,0.18258002
PINN Baseline,1.5016656,0.17657323
PINN Baseline,1.5113367,0.17936122
PINN Baseline,1.4884715,0.17274052
PINN Baseline,1.562431,0.19380084
PINN Baseline,1.4959228,0.17490919
PINN Baseline,1.494256,0.17442502
PINN Baseline,1.5056367,0.17772019
PINN Baseline,1.5192833,0.18163876
PINN Baseline,1.5196451,0.18174218
PINN Baseline,1.4837549,0.17136216
PINN Baseline,1.5044205,0.17736925
PINN Baseline,1.4723904,0.16802298
PINN Baseline,1.5294641,0.18453929
PINN Baseline,1.4988014,0.17574407
PINN Baseline,1.4366777,0.15735935
PINN Baseline,1.4578512,0.16371319
PINN Baseline,1.5063839,0.17793566
PINN Baseline,1.5094688,0.17882414
PINN Baseline,1.4729505,0.16818814
PINN Baseline,1.4846119,0.17161293
PINN Baseline,1.46388,0.16550545
PINN Baseline,1.4317628,0.15587108
PINN Baseline,1.4967391,0.17514612
PINN Baseline,1.4976666,0.17541514
PINN Baseline,1.4438621,0.1595257
PINN Baseline,1.5044733,0.1773845
PINN Baseline,1.5164465,0.18082708
PINN Baseline,1.5148993,0.18038376
PINN Baseline,1.5625317,0.19382884
PINN Baseline,1.4431497,0.15931138
PINN Baseline,1.5323812,0.18536681
PINN Baseline,1.5464851,0.18934573
PINN Baseline,1.5280268,0.18413098
PINN Baseline,1.5026828,0.17686732
PINN Baseline,1.5138005,0.18006864
PINN Baseline,1.5367705,0.186609
PINN Baseline,1.4768881,0.16934758
PINN Baseline,1.5165653,0.18086112
PINN Baseline,1.512733,0.17976227
PINN Baseline,1.4357058,0.15706545
PINN Baseline,1.5134798,0.17997664
PINN Baseline,1.4999187,0.17606772
PINN Baseline,1.5519555,0.19087926
PINN Baseline,1.500927,0.17635956
PINN Baseline,1.5063746,0.17793298
PINN Baseline,1.4865501,0.17217955
PINN Baseline,1.5465245,0.18935682
PINN Baseline,1.5509236,0.1905904
PINN Baseline,1.5224782,0.18255109
PINN Baseline,1.5579324,0.1925486
PINN Baseline,1.4228678,0.15316455
PINN Baseline,1.621273,0.20985617
PINN Baseline,1.4831299,0.17117918
PINN Baseline,1.5316722,0.18516584
PINN Baseline,1.5155711,0.18057632
PINN Baseline,1.5400114,0.18752393
PINN Baseline,1.4982724,0.17559078
PINN Baseline,1.4827081,0.17105566
PINN Baseline,1.499937,0.17607303
PINN Baseline,1.519892,0.18181272
PINN Baseline,1.4657352,0.16605552
PINN Baseline,1.5075647,0.17827594
PINN Baseline,1.5065241,0.17797609
PINN Baseline,1.5252423,0.18333885
PINN Baseline,1.4732634,0.1682804
PINN Baseline,1.5162307,0.18076529
PINN Baseline,1.4992402,0.17587121
PINN Baseline,1.4867839,0.17224784
PINN Baseline,1.5106666,0.17916863
PINN Baseline,1.541382,0.18791027
PINN Baseline,1.4869373,0.17229265
PINN Baseline,1.4315066,0.15579337
PINN Baseline,1.506831,0.17806455
PINN Baseline,1.50233,0.17676532
PINN Baseline,1.4886914,0.1728047
PINN Baseline,1.4772068,0.16944131
PINN Baseline,1.5084659,0.17853549
PINN Baseline,1.5588043,0.19279158
PINN Baseline,1.452998,0.16226503
PINN Baseline,1.5352821,0.18618819
PINN Baseline,1.5510616,0.19062905
PINN Baseline,1.490789,0.1734162
PINN Baseline,1.4940014,0.174351
PINN Baseline,1.536355,0.18649158
PINN Baseline,1.4899193,0.17316274
PINN Baseline,1.4212807,0.15267988
PINN Baseline,1.5026041,0.17684458
PINN Baseline,1.5022519,0.17674275
