Job: acopf_ISS
Executing: ACOPF_pinn_baseline_multi.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
Executing strictly on GPU: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops...
Epoch    0 | Val Loss: 1305.8570 | Val Cost: 1303.96 | Val Max P-Miss: 1.0362 | Max Q-Miss: 0.4315 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 0.8279 | Val Cost:    0.00 | Val Max P-Miss: 0.4653 | Max Q-Miss: 0.3422 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 0.5654 | Val Cost:    0.00 | Val Max P-Miss: 0.4379 | Max Q-Miss: 0.1207 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   30 | Val Loss: 0.5179 | Val Cost:    0.00 | Val Max P-Miss: 0.4358 | Max Q-Miss: 0.1285 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   40 | Val Loss: 0.5706 | Val Cost:    0.00 | Val Max P-Miss: 0.4968 | Max Q-Miss: 0.1440 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   50 | Val Loss: 0.5023 | Val Cost:    0.00 | Val Max P-Miss: 0.4364 | Max Q-Miss: 0.1233 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   60 | Val Loss: 0.5171 | Val Cost:    0.00 | Val Max P-Miss: 0.3527 | Max Q-Miss: 0.0718 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   70 | Val Loss: 0.5317 | Val Cost:    0.00 | Val Max P-Miss: 0.4031 | Max Q-Miss: 0.1006 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   80 | Val Loss: 0.4230 | Val Cost:    0.00 | Val Max P-Miss: 0.3502 | Max Q-Miss: 0.0956 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   90 | Val Loss: 0.4673 | Val Cost:    0.00 | Val Max P-Miss: 0.4660 | Max Q-Miss: 0.0898 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  100 | Val Loss: 0.4133 | Val Cost:    0.00 | Val Max P-Miss: 0.4453 | Max Q-Miss: 0.0756 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  110 | Val Loss: 0.3995 | Val Cost:    0.00 | Val Max P-Miss: 0.4191 | Max Q-Miss: 0.0676 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  120 | Val Loss: 0.4007 | Val Cost:    0.00 | Val Max P-Miss: 0.4216 | Max Q-Miss: 0.0662 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  130 | Val Loss: 0.4052 | Val Cost:    0.00 | Val Max P-Miss: 0.4368 | Max Q-Miss: 0.0712 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  140 | Val Loss: 0.3945 | Val Cost:    0.00 | Val Max P-Miss: 0.4126 | Max Q-Miss: 0.0635 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  150 | Val Loss: 0.3764 | Val Cost:    0.00 | Val Max P-Miss: 0.3658 | Max Q-Miss: 0.0489 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  160 | Val Loss: 0.3887 | Val Cost:    0.00 | Val Max P-Miss: 0.4052 | Max Q-Miss: 0.0569 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  170 | Val Loss: 0.3810 | Val Cost:    0.00 | Val Max P-Miss: 0.3850 | Max Q-Miss: 0.0511 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  180 | Val Loss: 0.3856 | Val Cost:    0.00 | Val Max P-Miss: 0.3986 | Max Q-Miss: 0.0551 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  190 | Val Loss: 0.3820 | Val Cost:    0.00 | Val Max P-Miss: 0.3878 | Max Q-Miss: 0.0508 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  200 | Val Loss: 0.3812 | Val Cost:    0.00 | Val Max P-Miss: 0.3877 | Max Q-Miss: 0.0531 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  210 | Val Loss: 0.5677 | Val Cost:    0.00 | Val Max P-Miss: 0.3164 | Max Q-Miss: 0.2877 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  220 | Val Loss: 0.4149 | Val Cost:    0.00 | Val Max P-Miss: 0.3591 | Max Q-Miss: 0.0602 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  230 | Val Loss: 0.4125 | Val Cost:    0.00 | Val Max P-Miss: 0.3288 | Max Q-Miss: 0.0864 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  240 | Val Loss: 0.3823 | Val Cost:    0.00 | Val Max P-Miss: 0.3346 | Max Q-Miss: 0.0948 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  250 | Val Loss: 0.4754 | Val Cost:    0.00 | Val Max P-Miss: 0.4510 | Max Q-Miss: 0.1254 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  260 | Val Loss: 0.3859 | Val Cost:    0.00 | Val Max P-Miss: 0.3338 | Max Q-Miss: 0.0473 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
