Job ID: 8623
Executing: ACOPF_pinn_rahul.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops for Rahul KKT PINN...
Epoch    0 | Val Loss: 153.9654 | Val Cost: 1949.69 | Val Max P-Miss: 0.4649 | Val Max Q-Miss: 0.5178 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 15.7767 | Val Cost: 2401.75 | Val Max P-Miss: 0.2380 | Val Max Q-Miss: 0.1205 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  200 | Val Loss: 93.0386 | Val Cost: 2728.29 | Val Max P-Miss: 0.6751 | Val Max Q-Miss: 0.2278 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  300 | Val Loss: 80.4891 | Val Cost: 2616.86 | Val Max P-Miss: 0.6680 | Val Max Q-Miss: 0.2100 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  400 | Val Loss: 268.3242 | Val Cost: 3470.29 | Val Max P-Miss: 0.9497 | Val Max Q-Miss: 0.7860 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  500 | Val Loss: 128.0807 | Val Cost: 2723.16 | Val Max P-Miss: 0.8279 | Val Max Q-Miss: 0.3338 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  600 | Val Loss: 167.9175 | Val Cost: 2953.15 | Val Max P-Miss: 0.8740 | Val Max Q-Miss: 0.6903 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  700 | Val Loss: 107.7526 | Val Cost: 2835.35 | Val Max P-Miss: 0.6675 | Val Max Q-Miss: 0.3805 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  800 | Val Loss: 78.6672 | Val Cost: 3087.67 | Val Max P-Miss: 0.4166 | Val Max Q-Miss: 0.4622 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  900 | Val Loss: 70.5525 | Val Cost: 2762.55 | Val Max P-Miss: 0.5649 | Val Max Q-Miss: 0.1578 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1000 | Val Loss: 67.0248 | Val Cost: 2741.93 | Val Max P-Miss: 0.6229 | Val Max Q-Miss: 0.2346 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1100 | Val Loss: 133.6387 | Val Cost: 3163.93 | Val Max P-Miss: 0.6517 | Val Max Q-Miss: 0.5286 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1200 | Val Loss: 371.0019 | Val Cost: 2659.44 | Val Max P-Miss: 1.5981 | Val Max Q-Miss: 0.3701 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1300 | Val Loss: 146.9397 | Val Cost: 2858.27 | Val Max P-Miss: 0.7427 | Val Max Q-Miss: 0.2507 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1400 | Val Loss: 99.4742 | Val Cost: 2669.40 | Val Max P-Miss: 0.7275 | Val Max Q-Miss: 0.2115 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1500 | Val Loss: 108.5115 | Val Cost: 2735.42 | Val Max P-Miss: 0.6808 | Val Max Q-Miss: 0.4514 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1600 | Val Loss: 141.5425 | Val Cost: 2769.63 | Val Max P-Miss: 0.6814 | Val Max Q-Miss: 0.3425 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1700 | Val Loss: 77.5497 | Val Cost: 2800.33 | Val Max P-Miss: 0.5888 | Val Max Q-Miss: 0.1758 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1800 | Val Loss: 122.4748 | Val Cost: 2721.82 | Val Max P-Miss: 0.9141 | Val Max Q-Miss: 0.3177 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
