Job: acopf_ISS
Executing: ACOPF_DC3_multi.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
Executing strictly on GPU: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops for DC3...
Epoch    0 | Val Loss: 1588.8096 | Val Cost: 1586.68 | Val Max P-Miss: 1.0249 | Val Max Q-Miss: 0.4992 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 0.6368 | Val Cost:    0.00 | Val Max P-Miss: 0.4640 | Val Max Q-Miss: 0.1405 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 0.4492 | Val Cost:    0.00 | Val Max P-Miss: 0.3685 | Val Max Q-Miss: 0.1358 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   30 | Val Loss: 0.4902 | Val Cost:    0.00 | Val Max P-Miss: 0.4040 | Val Max Q-Miss: 0.1359 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   40 | Val Loss: 0.4590 | Val Cost:    0.00 | Val Max P-Miss: 0.3924 | Val Max Q-Miss: 0.1255 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   50 | Val Loss: 0.4320 | Val Cost:    0.00 | Val Max P-Miss: 0.3450 | Val Max Q-Miss: 0.1081 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   60 | Val Loss: 0.4391 | Val Cost:    0.00 | Val Max P-Miss: 0.3769 | Val Max Q-Miss: 0.1066 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   70 | Val Loss: 0.3910 | Val Cost:    0.00 | Val Max P-Miss: 0.3069 | Val Max Q-Miss: 0.0946 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   80 | Val Loss: 0.4510 | Val Cost:    0.00 | Val Max P-Miss: 0.3439 | Val Max Q-Miss: 0.1248 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   90 | Val Loss: 0.4221 | Val Cost:    0.00 | Val Max P-Miss: 0.3674 | Val Max Q-Miss: 0.0851 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  100 | Val Loss: 0.3917 | Val Cost:    0.00 | Val Max P-Miss: 0.3284 | Val Max Q-Miss: 0.0674 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  110 | Val Loss: 0.4174 | Val Cost:    0.00 | Val Max P-Miss: 0.3633 | Val Max Q-Miss: 0.0805 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  120 | Val Loss: 0.3979 | Val Cost:    0.00 | Val Max P-Miss: 0.3361 | Val Max Q-Miss: 0.0680 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  130 | Val Loss: 0.4034 | Val Cost:    0.00 | Val Max P-Miss: 0.3580 | Val Max Q-Miss: 0.0668 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  140 | Val Loss: 0.3948 | Val Cost:    0.00 | Val Max P-Miss: 0.3501 | Val Max Q-Miss: 0.0662 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  150 | Val Loss: 0.3976 | Val Cost:    0.00 | Val Max P-Miss: 0.3630 | Val Max Q-Miss: 0.0714 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  160 | Val Loss: 0.4016 | Val Cost:    0.00 | Val Max P-Miss: 0.3796 | Val Max Q-Miss: 0.0774 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  170 | Val Loss: 0.3954 | Val Cost:    0.00 | Val Max P-Miss: 0.3726 | Val Max Q-Miss: 0.0828 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  180 | Val Loss: 0.4008 | Val Cost:    0.00 | Val Max P-Miss: 0.3860 | Val Max Q-Miss: 0.1045 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  190 | Val Loss: 0.5579 | Val Cost:    0.00 | Val Max P-Miss: 0.3895 | Val Max Q-Miss: 0.2483 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  200 | Val Loss: 0.4131 | Val Cost:    0.00 | Val Max P-Miss: 0.4276 | Val Max Q-Miss: 0.1175 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  210 | Val Loss: 0.3940 | Val Cost:    0.00 | Val Max P-Miss: 0.3761 | Val Max Q-Miss: 0.1176 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  220 | Val Loss: 0.3879 | Val Cost:    0.00 | Val Max P-Miss: 0.3517 | Val Max Q-Miss: 0.1453 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  230 | Val Loss: 0.3974 | Val Cost:    0.00 | Val Max P-Miss: 0.3671 | Val Max Q-Miss: 0.1112 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  240 | Val Loss: 0.3975 | Val Cost:    0.00 | Val Max P-Miss: 0.3782 | Val Max Q-Miss: 0.0720 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  250 | Val Loss: 0.4158 | Val Cost:    0.00 | Val Max P-Miss: 0.4164 | Val Max Q-Miss: 0.0737 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  260 | Val Loss: 0.3862 | Val Cost:    0.00 | Val Max P-Miss: 0.3499 | Val Max Q-Miss: 0.0903 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  270 | Val Loss: 0.4054 | Val Cost:    0.00 | Val Max P-Miss: 0.3990 | Val Max Q-Miss: 0.0772 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  280 | Val Loss: 0.3816 | Val Cost:    0.00 | Val Max P-Miss: 0.3338 | Val Max Q-Miss: 0.0614 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  290 | Val Loss: 0.4004 | Val Cost:    0.00 | Val Max P-Miss: 0.3807 | Val Max Q-Miss: 0.0927 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  300 | Val Loss: 0.3870 | Val Cost:    0.00 | Val Max P-Miss: 0.3464 | Val Max Q-Miss: 0.0568 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  310 | Val Loss: 0.3974 | Val Cost:    0.00 | Val Max P-Miss: 0.3485 | Val Max Q-Miss: 0.0726 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  320 | Val Loss: 0.3900 | Val Cost:    0.00 | Val Max P-Miss: 0.3432 | Val Max Q-Miss: 0.0608 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  330 | Val Loss: 0.3874 | Val Cost:    0.00 | Val Max P-Miss: 0.3314 | Val Max Q-Miss: 0.0736 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  340 | Val Loss: 0.3805 | Val Cost:    0.00 | Val Max P-Miss: 0.3205 | Val Max Q-Miss: 0.0691 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  350 | Val Loss: 0.3806 | Val Cost:    0.00 | Val Max P-Miss: 0.3112 | Val Max Q-Miss: 0.1011 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  360 | Val Loss: 0.3839 | Val Cost:    0.00 | Val Max P-Miss: 0.2960 | Val Max Q-Miss: 0.1206 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  370 | Val Loss: 0.3783 | Val Cost:    0.00 | Val Max P-Miss: 0.3243 | Val Max Q-Miss: 0.0828 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  380 | Val Loss: 0.3752 | Val Cost:    0.00 | Val Max P-Miss: 0.3240 | Val Max Q-Miss: 0.0691 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  390 | Val Loss: 0.3756 | Val Cost:    0.00 | Val Max P-Miss: 0.3262 | Val Max Q-Miss: 0.0656 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  400 | Val Loss: 0.3769 | Val Cost:    0.00 | Val Max P-Miss: 0.3329 | Val Max Q-Miss: 0.0625 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  410 | Val Loss: 0.3808 | Val Cost:    0.00 | Val Max P-Miss: 0.3229 | Val Max Q-Miss: 0.1112 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  420 | Val Loss: 0.3934 | Val Cost:    0.00 | Val Max P-Miss: 0.2747 | Val Max Q-Miss: 0.1130 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  430 | Val Loss: 0.3943 | Val Cost:    0.00 | Val Max P-Miss: 0.3070 | Val Max Q-Miss: 0.1225 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  440 | Val Loss: 0.3781 | Val Cost:    0.00 | Val Max P-Miss: 0.2887 | Val Max Q-Miss: 0.0801 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  450 | Val Loss: 0.3792 | Val Cost:    0.00 | Val Max P-Miss: 0.2948 | Val Max Q-Miss: 0.0785 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  460 | Val Loss: 0.3758 | Val Cost:    0.00 | Val Max P-Miss: 0.2832 | Val Max Q-Miss: 0.0853 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  470 | Val Loss: 0.3725 | Val Cost:    0.00 | Val Max P-Miss: 0.2827 | Val Max Q-Miss: 0.0670 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  480 | Val Loss: 0.3894 | Val Cost:    0.00 | Val Max P-Miss: 0.3056 | Val Max Q-Miss: 0.0647 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  490 | Val Loss: 0.3714 | Val Cost:    0.00 | Val Max P-Miss: 0.2722 | Val Max Q-Miss: 0.0645 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  500 | Val Loss: 0.3768 | Val Cost:    0.00 | Val Max P-Miss: 0.3004 | Val Max Q-Miss: 0.0987 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  510 | Val Loss: 0.3779 | Val Cost:    0.00 | Val Max P-Miss: 0.2865 | Val Max Q-Miss: 0.0926 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  520 | Val Loss: 0.3729 | Val Cost:    0.00 | Val Max P-Miss: 0.2708 | Val Max Q-Miss: 0.1082 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  530 | Val Loss: 0.3726 | Val Cost:    0.00 | Val Max P-Miss: 0.2781 | Val Max Q-Miss: 0.1423 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  540 | Val Loss: 0.3703 | Val Cost:    0.00 | Val Max P-Miss: 0.2834 | Val Max Q-Miss: 0.1044 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  550 | Val Loss: 0.3669 | Val Cost:    0.00 | Val Max P-Miss: 0.2840 | Val Max Q-Miss: 0.0897 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  560 | Val Loss: 0.3704 | Val Cost:    0.00 | Val Max P-Miss: 0.2858 | Val Max Q-Miss: 0.0864 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  570 | Val Loss: 0.3656 | Val Cost:    0.00 | Val Max P-Miss: 0.2798 | Val Max Q-Miss: 0.0844 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  580 | Val Loss: 0.3693 | Val Cost:    0.00 | Val Max P-Miss: 0.2822 | Val Max Q-Miss: 0.1130 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  590 | Val Loss: 0.3658 | Val Cost:    0.00 | Val Max P-Miss: 0.2777 | Val Max Q-Miss: 0.0887 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
