Job: acopf_ISS
Executing: ACOPF_Hard_KKT.py --case_name pglib_opf_case57_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090

Beginning execution of parallelized training matrix loops for Hard KKT...
Epoch    0 | Val Loss: 212.6369 | Val Cost: 29371.67 | Val Max P-Miss: 0.9151 | Val Max Q-Miss: 1.4118 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 22.0249 | Val Cost: 31292.51 | Val Max P-Miss: 0.3108 | Val Max Q-Miss: 0.2434 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  200 | Val Loss: 19.2238 | Val Cost: 31078.32 | Val Max P-Miss: 0.2205 | Val Max Q-Miss: 0.1823 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  300 | Val Loss: 18.1432 | Val Cost: 30895.51 | Val Max P-Miss: 0.1621 | Val Max Q-Miss: 0.1506 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  400 | Val Loss: 18.1100 | Val Cost: 30897.93 | Val Max P-Miss: 0.1409 | Val Max Q-Miss: 0.1255 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  500 | Val Loss: 18.0228 | Val Cost: 30919.98 | Val Max P-Miss: 0.1678 | Val Max Q-Miss: 0.0886 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  600 | Val Loss: 17.6421 | Val Cost: 30790.96 | Val Max P-Miss: 0.0965 | Val Max Q-Miss: 0.0946 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  700 | Val Loss: 17.7335 | Val Cost: 30823.15 | Val Max P-Miss: 0.1121 | Val Max Q-Miss: 0.0783 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch  800 | Val Loss: 17.6178 | Val Cost: 30682.69 | Val Max P-Miss: 0.1232 | Val Max Q-Miss: 0.0660 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  900 | Val Loss: 17.5454 | Val Cost: 30771.30 | Val Max P-Miss: 0.1096 | Val Max Q-Miss: 0.0667 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1000 | Val Loss: 17.4666 | Val Cost: 30600.09 | Val Max P-Miss: 0.0941 | Val Max Q-Miss: 0.0618 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1100 | Val Loss: 17.5922 | Val Cost: 30657.61 | Val Max P-Miss: 0.1017 | Val Max Q-Miss: 0.0640 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 1200 | Val Loss: 17.5269 | Val Cost: 30772.76 | Val Max P-Miss: 0.1080 | Val Max Q-Miss: 0.0535 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 1300 | Val Loss: 17.6774 | Val Cost: 30703.82 | Val Max P-Miss: 0.1248 | Val Max Q-Miss: 0.0540 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 1400 | Val Loss: 17.7746 | Val Cost: 30856.76 | Val Max P-Miss: 0.1052 | Val Max Q-Miss: 0.0486 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 1500 | Val Loss: 17.4988 | Val Cost: 30757.00 | Val Max P-Miss: 0.0866 | Val Max Q-Miss: 0.0492 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 1600 | Val Loss: 17.4700 | Val Cost: 30792.54 | Val Max P-Miss: 0.0811 | Val Max Q-Miss: 0.0470 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 1700 | Val Loss: 17.3476 | Val Cost: 30660.18 | Val Max P-Miss: 0.0828 | Val Max Q-Miss: 0.0416 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1800 | Val Loss: 17.4901 | Val Cost: 30735.69 | Val Max P-Miss: 0.0866 | Val Max Q-Miss: 0.0470 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 1900 | Val Loss: 17.4157 | Val Cost: 30768.07 | Val Max P-Miss: 0.0829 | Val Max Q-Miss: 0.0427 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 2000 | Val Loss: 17.4062 | Val Cost: 30721.63 | Val Max P-Miss: 0.0806 | Val Max Q-Miss: 0.0424 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 2100 | Val Loss: 17.4443 | Val Cost: 30715.64 | Val Max P-Miss: 0.0845 | Val Max Q-Miss: 0.0493 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 2200 | Val Loss: 17.5219 | Val Cost: 30755.76 | Val Max P-Miss: 0.0899 | Val Max Q-Miss: 0.0465 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch 2300 | Val Loss: 17.3278 | Val Cost: 30664.39 | Val Max P-Miss: 0.0893 | Val Max Q-Miss: 0.0425 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000 [*SAVED BEST*]
