Job: acopf_ISS
Executing: ACOPF_Hard_KKT.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090

Beginning execution of parallelized training matrix loops for Hard KKT...
Epoch    0 | Val Loss: 300.2698 | Val Cost: 1650.73 | Val Max P-Miss: 0.8336 | Val Max Q-Miss: 0.5983 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 51.9797 | Val Cost:   40.36 | Val Max P-Miss: 0.4425 | Val Max Q-Miss: 0.1349 | Val Max Gen Viol: 0.0046 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 58.9506 | Val Cost:   38.91 | Val Max P-Miss: 0.4738 | Val Max Q-Miss: 0.3062 | Val Max Gen Viol: 0.0050 | Val Max Thermal: 0.0000
Epoch   30 | Val Loss: 57.3919 | Val Cost:   21.71 | Val Max P-Miss: 0.4788 | Val Max Q-Miss: 0.2791 | Val Max Gen Viol: 0.0069 | Val Max Thermal: 0.0000
Epoch   40 | Val Loss: 50.9526 | Val Cost:    6.03 | Val Max P-Miss: 0.4392 | Val Max Q-Miss: 0.2445 | Val Max Gen Viol: 0.0084 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   50 | Val Loss: 47.2941 | Val Cost:   -1.26 | Val Max P-Miss: 0.4261 | Val Max Q-Miss: 0.1677 | Val Max Gen Viol: 0.0091 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   60 | Val Loss: 45.2636 | Val Cost:   -6.77 | Val Max P-Miss: 0.4215 | Val Max Q-Miss: 0.1011 | Val Max Gen Viol: 0.0096 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   70 | Val Loss: 48.4438 | Val Cost:    3.31 | Val Max P-Miss: 0.4471 | Val Max Q-Miss: 0.1357 | Val Max Gen Viol: 0.0087 | Val Max Thermal: 0.0000
Epoch   80 | Val Loss: 49.2134 | Val Cost:   -8.38 | Val Max P-Miss: 0.4719 | Val Max Q-Miss: 0.1144 | Val Max Gen Viol: 0.0098 | Val Max Thermal: 0.0000
Epoch   90 | Val Loss: 43.9335 | Val Cost:  -16.26 | Val Max P-Miss: 0.4453 | Val Max Q-Miss: 0.0911 | Val Max Gen Viol: 0.0105 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 42.7205 | Val Cost:  -18.37 | Val Max P-Miss: 0.4285 | Val Max Q-Miss: 0.0992 | Val Max Gen Viol: 0.0107 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  110 | Val Loss: 44.8596 | Val Cost:  -19.67 | Val Max P-Miss: 0.4645 | Val Max Q-Miss: 0.1021 | Val Max Gen Viol: 0.0108 | Val Max Thermal: 0.0000
Epoch  120 | Val Loss: 45.3903 | Val Cost:  -12.94 | Val Max P-Miss: 0.3645 | Val Max Q-Miss: 0.2235 | Val Max Gen Viol: 0.0102 | Val Max Thermal: 0.0000
Epoch  130 | Val Loss: 42.2846 | Val Cost:  -20.03 | Val Max P-Miss: 0.3438 | Val Max Q-Miss: 0.1685 | Val Max Gen Viol: 0.0108 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  140 | Val Loss: 54.4703 | Val Cost:   -9.47 | Val Max P-Miss: 0.4567 | Val Max Q-Miss: 0.1375 | Val Max Gen Viol: 0.0099 | Val Max Thermal: 0.0000
