Job: acopf_ISS
Executing: ACOPF_pinn_rahul.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops for Rahul KKT PINN...
Epoch    0 | Val Loss: 120622.2344 | Val Cost:  896.02 | Val Max P-Miss: 0.3764 | Val Max Q-Miss: 0.3052 | Val Max Gen Viol: 0.9636 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  230 | Val Loss: 22075.9883 | Val Cost:  643.93 | Val Max P-Miss: 1.1572 | Val Max Q-Miss: 0.4008 | Val Max Gen Viol: 0.0228 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  240 | Val Loss: 2476440.5000 | Val Cost: -434.43 | Val Max P-Miss: 14.9196 | Val Max Q-Miss: 36.3977 | Val Max Gen Viol: 0.1964 | Val Max Thermal: 528.5399
Epoch  250 | Val Loss: 18870.7148 | Val Cost:  318.22 | Val Max P-Miss: 0.9519 | Val Max Q-Miss: 1.7496 | Val Max Gen Viol: 0.4233 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  260 | Val Loss: 14815.1250 | Val Cost:  430.38 | Val Max P-Miss: 1.1636 | Val Max Q-Miss: 0.4285 | Val Max Gen Viol: 0.0446 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  270 | Val Loss: 15114.0811 | Val Cost:  490.89 | Val Max P-Miss: 1.2921 | Val Max Q-Miss: 0.5365 | Val Max Gen Viol: 0.1719 | Val Max Thermal: 0.0000
Epoch  280 | Val Loss: 14149.6582 | Val Cost:  494.45 | Val Max P-Miss: 1.2676 | Val Max Q-Miss: 0.4763 | Val Max Gen Viol: 0.1345 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  290 | Val Loss: 28794.3398 | Val Cost: -342.94 | Val Max P-Miss: 2.7665 | Val Max Q-Miss: 3.8616 | Val Max Gen Viol: 1.1090 | Val Max Thermal: 0.0000
Epoch  300 | Val Loss: 19110.1230 | Val Cost: -171.03 | Val Max P-Miss: 1.3053 | Val Max Q-Miss: 1.7871 | Val Max Gen Viol: 0.3868 | Val Max Thermal: 0.0000
Epoch  310 | Val Loss: 15030.1406 | Val Cost: -428.71 | Val Max P-Miss: 1.0683 | Val Max Q-Miss: 0.2783 | Val Max Gen Viol: 0.2017 | Val Max Thermal: 0.0000
Epoch  320 | Val Loss: 12789.1650 | Val Cost: -435.86 | Val Max P-Miss: 1.0890 | Val Max Q-Miss: 0.3987 | Val Max Gen Viol: 0.2010 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  330 | Val Loss: 33795.6016 | Val Cost:   60.14 | Val Max P-Miss: 2.2364 | Val Max Q-Miss: 6.6633 | Val Max Gen Viol: 2.9943 | Val Max Thermal: 0.3193
Epoch  340 | Val Loss: 33208.8008 | Val Cost:  305.39 | Val Max P-Miss: 3.5371 | Val Max Q-Miss: 5.2405 | Val Max Gen Viol: 2.1502 | Val Max Thermal: 0.0000
Epoch  350 | Val Loss: 272753.2188 | Val Cost: -431.89 | Val Max P-Miss: 23.3405 | Val Max Q-Miss: 26.9789 | Val Max Gen Viol: 10.9852 | Val Max Thermal: 419.9413
Epoch  360 | Val Loss: 24984.5156 | Val Cost:  -66.48 | Val Max P-Miss: 1.6324 | Val Max Q-Miss: 8.3523 | Val Max Gen Viol: 3.8527 | Val Max Thermal: 9.8313
Epoch  370 | Val Loss: 49172.1953 | Val Cost:  199.41 | Val Max P-Miss: 4.9665 | Val Max Q-Miss: 6.8618 | Val Max Gen Viol: 2.7404 | Val Max Thermal: 4.0187
Epoch  380 | Val Loss: 11939.7988 | Val Cost: -256.90 | Val Max P-Miss: 1.3578 | Val Max Q-Miss: 0.9225 | Val Max Gen Viol: 0.1631 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  390 | Val Loss: 11817.3838 | Val Cost: -419.38 | Val Max P-Miss: 1.0801 | Val Max Q-Miss: 0.4569 | Val Max Gen Viol: 0.1933 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  400 | Val Loss: 10782.8184 | Val Cost: -409.55 | Val Max P-Miss: 1.0824 | Val Max Q-Miss: 0.5186 | Val Max Gen Viol: 0.1891 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  410 | Val Loss: 8350.9336 | Val Cost: -357.63 | Val Max P-Miss: 1.0860 | Val Max Q-Miss: 0.4575 | Val Max Gen Viol: 0.1653 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  420 | Val Loss: 7408.8242 | Val Cost: -338.42 | Val Max P-Miss: 1.0895 | Val Max Q-Miss: 0.4654 | Val Max Gen Viol: 0.1566 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  430 | Val Loss: 12222.8984 | Val Cost: -113.06 | Val Max P-Miss: 1.1711 | Val Max Q-Miss: 1.4251 | Val Max Gen Viol: 0.6882 | Val Max Thermal: 0.0000
Epoch  440 | Val Loss: 14551.4336 | Val Cost:  480.08 | Val Max P-Miss: 1.2354 | Val Max Q-Miss: 0.7311 | Val Max Gen Viol: 0.1081 | Val Max Thermal: 0.0000
Epoch  450 | Val Loss: 9245.0059 | Val Cost:  368.09 | Val Max P-Miss: 1.1101 | Val Max Q-Miss: 0.4350 | Val Max Gen Viol: 0.0324 | Val Max Thermal: 0.0000
Epoch  460 | Val Loss: 7979.4814 | Val Cost:  331.15 | Val Max P-Miss: 1.1444 | Val Max Q-Miss: 0.5636 | Val Max Gen Viol: 0.0344 | Val Max Thermal: 0.0000
Epoch  470 | Val Loss: 7174.1382 | Val Cost:  329.69 | Val Max P-Miss: 1.1784 | Val Max Q-Miss: 0.4445 | Val Max Gen Viol: 0.0637 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  480 | Val Loss: 7326.1860 | Val Cost:  342.74 | Val Max P-Miss: 1.1948 | Val Max Q-Miss: 0.4424 | Val Max Gen Viol: 0.0793 | Val Max Thermal: 0.0000
Epoch  490 | Val Loss: 38457.1289 | Val Cost:  288.01 | Val Max P-Miss: 2.9326 | Val Max Q-Miss: 7.8816 | Val Max Gen Viol: 1.4568 | Val Max Thermal: 0.0000
Epoch  500 | Val Loss: 12378.6191 | Val Cost:  242.41 | Val Max P-Miss: 1.4273 | Val Max Q-Miss: 2.8129 | Val Max Gen Viol: 0.0632 | Val Max Thermal: 0.0000
Epoch  510 | Val Loss: 7538.4976 | Val Cost:  253.49 | Val Max P-Miss: 1.1666 | Val Max Q-Miss: 1.5356 | Val Max Gen Viol: 0.3654 | Val Max Thermal: 0.0000
Epoch  520 | Val Loss: 5843.4219 | Val Cost:  273.36 | Val Max P-Miss: 1.1170 | Val Max Q-Miss: 0.4434 | Val Max Gen Viol: 0.0046 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  530 | Val Loss: 5943.8623 | Val Cost:  276.48 | Val Max P-Miss: 1.1128 | Val Max Q-Miss: 0.5523 | Val Max Gen Viol: 0.0068 | Val Max Thermal: 0.0000
Epoch  540 | Val Loss: 5447.7114 | Val Cost:  280.14 | Val Max P-Miss: 1.1257 | Val Max Q-Miss: 0.4442 | Val Max Gen Viol: 0.0118 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  550 | Val Loss: 5421.6880 | Val Cost:  285.88 | Val Max P-Miss: 1.1268 | Val Max Q-Miss: 0.4423 | Val Max Gen Viol: 0.0124 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  560 | Val Loss: 38105.7031 | Val Cost:  -36.19 | Val Max P-Miss: 7.8172 | Val Max Q-Miss: 9.4837 | Val Max Gen Viol: 0.0742 | Val Max Thermal: 75.3872
Epoch  570 | Val Loss: 4134.1143 | Val Cost: -198.14 | Val Max P-Miss: 1.1114 | Val Max Q-Miss: 0.4613 | Val Max Gen Viol: 0.1306 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  580 | Val Loss: 4252.2319 | Val Cost: -235.20 | Val Max P-Miss: 1.0914 | Val Max Q-Miss: 0.4603 | Val Max Gen Viol: 0.1103 | Val Max Thermal: 0.0000
Epoch  590 | Val Loss: 3894.7668 | Val Cost: -228.03 | Val Max P-Miss: 1.0898 | Val Max Q-Miss: 0.4623 | Val Max Gen Viol: 0.1074 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  600 | Val Loss: 3415.4419 | Val Cost: -214.34 | Val Max P-Miss: 1.0890 | Val Max Q-Miss: 0.4535 | Val Max Gen Viol: 0.1007 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  610 | Val Loss: 2990.7708 | Val Cost: -200.49 | Val Max P-Miss: 1.0893 | Val Max Q-Miss: 0.4546 | Val Max Gen Viol: 0.0945 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  620 | Val Loss: 2564.7048 | Val Cost: -184.34 | Val Max P-Miss: 1.0900 | Val Max Q-Miss: 0.4553 | Val Max Gen Viol: 0.0871 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  630 | Val Loss: 19006.0254 | Val Cost:  210.36 | Val Max P-Miss: 2.3301 | Val Max Q-Miss: 5.8363 | Val Max Gen Viol: 1.3355 | Val Max Thermal: 0.0000
Epoch  640 | Val Loss: 33560.6602 | Val Cost:  159.02 | Val Max P-Miss: 4.0431 | Val Max Q-Miss: 6.7903 | Val Max Gen Viol: 6.9748 | Val Max Thermal: 20.6808
Epoch  650 | Val Loss: 4202.6191 | Val Cost: -226.18 | Val Max P-Miss: 1.0912 | Val Max Q-Miss: 0.4445 | Val Max Gen Viol: 0.1151 | Val Max Thermal: 0.0000
Epoch  660 | Val Loss: 3675.1970 | Val Cost: -218.09 | Val Max P-Miss: 1.0938 | Val Max Q-Miss: 0.4595 | Val Max Gen Viol: 0.1018 | Val Max Thermal: 0.0000
Epoch  670 | Val Loss: 3202.7373 | Val Cost: -203.86 | Val Max P-Miss: 1.0962 | Val Max Q-Miss: 0.4561 | Val Max Gen Viol: 0.0953 | Val Max Thermal: 0.0000
Epoch  680 | Val Loss: 2880.1113 | Val Cost: -196.11 | Val Max P-Miss: 1.0964 | Val Max Q-Miss: 0.4578 | Val Max Gen Viol: 0.0917 | Val Max Thermal: 0.0000
Epoch  690 | Val Loss: 2669.9785 | Val Cost: -187.22 | Val Max P-Miss: 1.1005 | Val Max Q-Miss: 0.4682 | Val Max Gen Viol: 0.0877 | Val Max Thermal: 0.0000
Epoch  700 | Val Loss: 29295.7227 | Val Cost:  297.09 | Val Max P-Miss: 6.0080 | Val Max Q-Miss: 10.0975 | Val Max Gen Viol: 0.1929 | Val Max Thermal: 15.6121
Epoch  710 | Val Loss: 4143.8125 | Val Cost: -182.66 | Val Max P-Miss: 1.0972 | Val Max Q-Miss: 0.8405 | Val Max Gen Viol: 0.2613 | Val Max Thermal: 0.0000
Epoch  720 | Val Loss: 2632.2493 | Val Cost: -166.13 | Val Max P-Miss: 1.0885 | Val Max Q-Miss: 0.4486 | Val Max Gen Viol: 0.0784 | Val Max Thermal: 0.0000
Epoch  730 | Val Loss: 2266.0193 | Val Cost: -161.43 | Val Max P-Miss: 1.0952 | Val Max Q-Miss: 0.4484 | Val Max Gen Viol: 0.0761 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  740 | Val Loss: 2009.6489 | Val Cost: -154.13 | Val Max P-Miss: 1.0981 | Val Max Q-Miss: 0.4521 | Val Max Gen Viol: 0.0726 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  750 | Val Loss: 53287.7500 | Val Cost:  608.15 | Val Max P-Miss: 7.1453 | Val Max Q-Miss: 5.8533 | Val Max Gen Viol: 0.2226 | Val Max Thermal: 6.2580
Epoch  760 | Val Loss: 8191.0928 | Val Cost:  -11.49 | Val Max P-Miss: 1.3253 | Val Max Q-Miss: 2.8096 | Val Max Gen Viol: 0.6229 | Val Max Thermal: 0.8662
Epoch  770 | Val Loss: 1986.1351 | Val Cost: -142.07 | Val Max P-Miss: 1.1014 | Val Max Q-Miss: 0.4489 | Val Max Gen Viol: 0.0648 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  780 | Val Loss: 1834.5903 | Val Cost: -141.80 | Val Max P-Miss: 1.0991 | Val Max Q-Miss: 0.4485 | Val Max Gen Viol: 0.0670 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  790 | Val Loss: 1821.9991 | Val Cost: -143.32 | Val Max P-Miss: 1.0971 | Val Max Q-Miss: 0.4526 | Val Max Gen Viol: 0.0676 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  800 | Val Loss: 1677.0094 | Val Cost: -140.72 | Val Max P-Miss: 1.0987 | Val Max Q-Miss: 0.4480 | Val Max Gen Viol: 0.0664 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  810 | Val Loss: 1604.8237 | Val Cost: -138.35 | Val Max P-Miss: 1.0995 | Val Max Q-Miss: 0.4486 | Val Max Gen Viol: 0.0653 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  820 | Val Loss: 3020.9609 | Val Cost:   77.93 | Val Max P-Miss: 1.1913 | Val Max Q-Miss: 1.3922 | Val Max Gen Viol: 0.1891 | Val Max Thermal: 0.0000
Epoch  830 | Val Loss: 2187.6592 | Val Cost:  159.98 | Val Max P-Miss: 1.1233 | Val Max Q-Miss: 0.4531 | Val Max Gen Viol: 0.0173 | Val Max Thermal: 0.0000
Epoch  840 | Val Loss: 1991.5498 | Val Cost:  156.64 | Val Max P-Miss: 1.1237 | Val Max Q-Miss: 0.4514 | Val Max Gen Viol: 0.0145 | Val Max Thermal: 0.0000
Epoch  850 | Val Loss: 1848.5713 | Val Cost:  150.54 | Val Max P-Miss: 1.1221 | Val Max Q-Miss: 0.4550 | Val Max Gen Viol: 0.0152 | Val Max Thermal: 0.0000
Epoch  860 | Val Loss: 1795.2980 | Val Cost:  148.63 | Val Max P-Miss: 1.1235 | Val Max Q-Miss: 0.4536 | Val Max Gen Viol: 0.0141 | Val Max Thermal: 0.0000
Epoch  870 | Val Loss: 1815.1320 | Val Cost:  150.61 | Val Max P-Miss: 1.1308 | Val Max Q-Miss: 0.4519 | Val Max Gen Viol: 0.0189 | Val Max Thermal: 0.0000
Epoch  880 | Val Loss: 1768.0654 | Val Cost:  148.76 | Val Max P-Miss: 1.1309 | Val Max Q-Miss: 0.4534 | Val Max Gen Viol: 0.0189 | Val Max Thermal: 0.0000
Epoch  890 | Val Loss: 1694.9980 | Val Cost:  145.15 | Val Max P-Miss: 1.1303 | Val Max Q-Miss: 0.4553 | Val Max Gen Viol: 0.0178 | Val Max Thermal: 0.0000
Epoch  900 | Val Loss: 1651.2552 | Val Cost:  140.77 | Val Max P-Miss: 1.1303 | Val Max Q-Miss: 0.4761 | Val Max Gen Viol: 0.0185 | Val Max Thermal: 0.0000
Epoch  910 | Val Loss: 20581.1094 | Val Cost:   31.78 | Val Max P-Miss: 5.5459 | Val Max Q-Miss: 5.4139 | Val Max Gen Viol: 6.9010 | Val Max Thermal: 10.2434
Epoch  920 | Val Loss: 6050.0986 | Val Cost:  155.48 | Val Max P-Miss: 1.2793 | Val Max Q-Miss: 2.3788 | Val Max Gen Viol: 0.5406 | Val Max Thermal: 0.0000
Epoch  930 | Val Loss: 4320.0371 | Val Cost:  -47.44 | Val Max P-Miss: 1.4022 | Val Max Q-Miss: 1.0180 | Val Max Gen Viol: 0.5446 | Val Max Thermal: 0.0000
Epoch  940 | Val Loss: 1238.2358 | Val Cost: -100.69 | Val Max P-Miss: 1.0988 | Val Max Q-Miss: 0.4443 | Val Max Gen Viol: 0.0484 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  950 | Val Loss: 1068.5583 | Val Cost:  -99.84 | Val Max P-Miss: 1.1023 | Val Max Q-Miss: 0.4470 | Val Max Gen Viol: 0.0478 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  960 | Val Loss: 992.8154 | Val Cost:  -98.69 | Val Max P-Miss: 1.1040 | Val Max Q-Miss: 0.4490 | Val Max Gen Viol: 0.0469 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  970 | Val Loss: 1100.2748 | Val Cost: -105.03 | Val Max P-Miss: 1.1002 | Val Max Q-Miss: 0.4526 | Val Max Gen Viol: 0.0498 | Val Max Thermal: 0.0000
Epoch  980 | Val Loss: 1032.8284 | Val Cost: -103.30 | Val Max P-Miss: 1.0999 | Val Max Q-Miss: 0.4468 | Val Max Gen Viol: 0.0487 | Val Max Thermal: 0.0000
Epoch  990 | Val Loss: 905.3099 | Val Cost:  -96.42 | Val Max P-Miss: 1.1015 | Val Max Q-Miss: 0.4447 | Val Max Gen Viol: 0.0457 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1000 | Val Loss: 805.3481 | Val Cost:  -90.09 | Val Max P-Miss: 1.1022 | Val Max Q-Miss: 0.4446 | Val Max Gen Viol: 0.0428 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1010 | Val Loss: 8480.0283 | Val Cost:  218.01 | Val Max P-Miss: 1.2051 | Val Max Q-Miss: 2.1715 | Val Max Gen Viol: 0.1469 | Val Max Thermal: 0.0000
Epoch 1020 | Val Loss: 12923.2793 | Val Cost:  521.21 | Val Max P-Miss: 3.0706 | Val Max Q-Miss: 3.0724 | Val Max Gen Viol: 0.5988 | Val Max Thermal: 0.0000
Epoch 1030 | Val Loss: 1307.7629 | Val Cost:  129.85 | Val Max P-Miss: 1.0627 | Val Max Q-Miss: 0.4374 | Val Max Gen Viol: 0.0562 | Val Max Thermal: 0.0000
Epoch 1040 | Val Loss: 1189.4083 | Val Cost:  109.50 | Val Max P-Miss: 1.1134 | Val Max Q-Miss: 0.4470 | Val Max Gen Viol: 0.0113 | Val Max Thermal: 0.0000
Epoch 1050 | Val Loss: 1222.8688 | Val Cost:  113.33 | Val Max P-Miss: 1.1137 | Val Max Q-Miss: 0.4477 | Val Max Gen Viol: 0.0123 | Val Max Thermal: 0.0000
Epoch 1060 | Val Loss: 1295.3474 | Val Cost:  117.58 | Val Max P-Miss: 1.1146 | Val Max Q-Miss: 0.4482 | Val Max Gen Viol: 0.0126 | Val Max Thermal: 0.0000
Epoch 1070 | Val Loss: 1386.9117 | Val Cost:  122.19 | Val Max P-Miss: 1.1147 | Val Max Q-Miss: 0.4485 | Val Max Gen Viol: 0.0127 | Val Max Thermal: 0.0000
Epoch 1080 | Val Loss: 1464.1484 | Val Cost:  125.49 | Val Max P-Miss: 1.1147 | Val Max Q-Miss: 0.4508 | Val Max Gen Viol: 0.0132 | Val Max Thermal: 0.0000
Epoch 1090 | Val Loss: 996.5794 | Val Cost:  100.71 | Val Max P-Miss: 1.1140 | Val Max Q-Miss: 0.4506 | Val Max Gen Viol: 0.0131 | Val Max Thermal: 0.0000
Epoch 1100 | Val Loss: 1087.4957 | Val Cost:  105.16 | Val Max P-Miss: 1.1195 | Val Max Q-Miss: 0.4650 | Val Max Gen Viol: 0.0137 | Val Max Thermal: 0.0000
Epoch 1110 | Val Loss: 1205.3453 | Val Cost:  113.28 | Val Max P-Miss: 1.1186 | Val Max Q-Miss: 0.4581 | Val Max Gen Viol: 0.0141 | Val Max Thermal: 0.0000
Epoch 1120 | Val Loss: 1327.6907 | Val Cost:  120.10 | Val Max P-Miss: 1.1190 | Val Max Q-Miss: 0.4568 | Val Max Gen Viol: 0.0149 | Val Max Thermal: 0.0000
Epoch 1130 | Val Loss: 11297.7285 | Val Cost:   18.37 | Val Max P-Miss: 4.6724 | Val Max Q-Miss: 5.1769 | Val Max Gen Viol: 5.3041 | Val Max Thermal: 10.4405
Epoch 1140 | Val Loss: 1757.7988 | Val Cost:  -76.91 | Val Max P-Miss: 1.2111 | Val Max Q-Miss: 1.9747 | Val Max Gen Viol: 0.5292 | Val Max Thermal: 0.0000
Epoch 1150 | Val Loss: 1027.2946 | Val Cost:   96.96 | Val Max P-Miss: 1.1089 | Val Max Q-Miss: 0.4532 | Val Max Gen Viol: 0.0507 | Val Max Thermal: 0.0000
Epoch 1160 | Val Loss: 1090.8461 | Val Cost:  103.13 | Val Max P-Miss: 1.1088 | Val Max Q-Miss: 0.4525 | Val Max Gen Viol: 0.0477 | Val Max Thermal: 0.0000
Epoch 1170 | Val Loss: 1227.2048 | Val Cost:  110.76 | Val Max P-Miss: 1.1101 | Val Max Q-Miss: 0.4537 | Val Max Gen Viol: 0.0471 | Val Max Thermal: 0.0000
Epoch 1180 | Val Loss: 1013.8567 | Val Cost:   99.19 | Val Max P-Miss: 1.1095 | Val Max Q-Miss: 0.4546 | Val Max Gen Viol: 0.0479 | Val Max Thermal: 0.0000
Epoch 1190 | Val Loss: 815.5095 | Val Cost:   86.65 | Val Max P-Miss: 1.1083 | Val Max Q-Miss: 0.4554 | Val Max Gen Viol: 0.0488 | Val Max Thermal: 0.0000
Epoch 1200 | Val Loss: 940.1014 | Val Cost:   93.05 | Val Max P-Miss: 1.1081 | Val Max Q-Miss: 0.4599 | Val Max Gen Viol: 0.0492 | Val Max Thermal: 0.0000
Epoch 1210 | Val Loss: 809.0952 | Val Cost:   86.59 | Val Max P-Miss: 1.1113 | Val Max Q-Miss: 0.4551 | Val Max Gen Viol: 0.0507 | Val Max Thermal: 0.0000
Epoch 1220 | Val Loss: 937.6271 | Val Cost:   94.79 | Val Max P-Miss: 1.1121 | Val Max Q-Miss: 0.4548 | Val Max Gen Viol: 0.0512 | Val Max Thermal: 0.0000
Epoch 1230 | Val Loss: 1098.4905 | Val Cost:  103.98 | Val Max P-Miss: 1.1127 | Val Max Q-Miss: 0.4561 | Val Max Gen Viol: 0.0517 | Val Max Thermal: 0.0000
Epoch 1240 | Val Loss: 636.1228 | Val Cost:   75.20 | Val Max P-Miss: 1.1102 | Val Max Q-Miss: 0.4539 | Val Max Gen Viol: 0.0534 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1250 | Val Loss: 818.1932 | Val Cost:   86.97 | Val Max P-Miss: 1.1118 | Val Max Q-Miss: 0.4582 | Val Max Gen Viol: 0.0539 | Val Max Thermal: 0.0000
Epoch 1260 | Val Loss: 2769.4893 | Val Cost:  128.12 | Val Max P-Miss: 1.1055 | Val Max Q-Miss: 0.6842 | Val Max Gen Viol: 0.0525 | Val Max Thermal: 0.0000
