Job: acopf_ISS
Executing: ACOPF_pinn_rahul_multi.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
Executing strictly on GPU: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops for Rahul KKT PINN...
Epoch    0 | Val Loss: 1201894.6250 | Val Cost: 1192.04 | Val Max P-Miss: 0.4242 | Val Max Q-Miss: 0.1692 | Val Max Gen Viol: 1.2764 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 52555.5742 | Val Cost:  300.23 | Val Max P-Miss: 1.0555 | Val Max Q-Miss: 0.4170 | Val Max Gen Viol: 0.0590 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 599.7866 | Val Cost:    3.19 | Val Max P-Miss: 1.1063 | Val Max Q-Miss: 0.4473 | Val Max Gen Viol: 0.0057 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   30 | Val Loss: 452.9667 | Val Cost:    0.06 | Val Max P-Miss: 1.1073 | Val Max Q-Miss: 0.4490 | Val Max Gen Viol: 0.0042 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   40 | Val Loss: 353.4430 | Val Cost:    0.02 | Val Max P-Miss: 1.1073 | Val Max Q-Miss: 0.4488 | Val Max Gen Viol: 0.0041 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   50 | Val Loss: 327.9669 | Val Cost:   -0.02 | Val Max P-Miss: 1.1072 | Val Max Q-Miss: 0.4488 | Val Max Gen Viol: 0.0041 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   60 | Val Loss: 662.8983 | Val Cost:    6.48 | Val Max P-Miss: 1.1067 | Val Max Q-Miss: 0.4474 | Val Max Gen Viol: 0.0046 | Val Max Thermal: 0.0000
Epoch   70 | Val Loss: 736.4706 | Val Cost:    0.68 | Val Max P-Miss: 1.1071 | Val Max Q-Miss: 0.4486 | Val Max Gen Viol: 0.0043 | Val Max Thermal: 0.0000
Epoch   80 | Val Loss: 392.3186 | Val Cost:   -0.00 | Val Max P-Miss: 1.1071 | Val Max Q-Miss: 0.4484 | Val Max Gen Viol: 0.0042 | Val Max Thermal: 0.0000
Epoch   90 | Val Loss: 338.6771 | Val Cost:    0.03 | Val Max P-Miss: 1.1070 | Val Max Q-Miss: 0.4485 | Val Max Gen Viol: 0.0043 | Val Max Thermal: 0.0000
Epoch  100 | Val Loss: 307.8470 | Val Cost:    0.00 | Val Max P-Miss: 1.1069 | Val Max Q-Miss: 0.4485 | Val Max Gen Viol: 0.0043 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  110 | Val Loss: 281.8478 | Val Cost:    0.02 | Val Max P-Miss: 1.1068 | Val Max Q-Miss: 0.4485 | Val Max Gen Viol: 0.0044 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  120 | Val Loss: 364.9654 | Val Cost:   -0.03 | Val Max P-Miss: 1.1068 | Val Max Q-Miss: 0.4484 | Val Max Gen Viol: 0.0044 | Val Max Thermal: 0.0000
Epoch  130 | Val Loss: 255.8849 | Val Cost:    0.01 | Val Max P-Miss: 1.1085 | Val Max Q-Miss: 0.4486 | Val Max Gen Viol: 0.0025 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  140 | Val Loss: 592.2823 | Val Cost:    4.17 | Val Max P-Miss: 1.1086 | Val Max Q-Miss: 0.4448 | Val Max Gen Viol: 0.0024 | Val Max Thermal: 0.0000
Epoch  150 | Val Loss: 701.3501 | Val Cost:   -0.16 | Val Max P-Miss: 1.1084 | Val Max Q-Miss: 0.4485 | Val Max Gen Viol: 0.0025 | Val Max Thermal: 0.0000
Epoch  160 | Val Loss: 349.5547 | Val Cost:    0.00 | Val Max P-Miss: 1.1084 | Val Max Q-Miss: 0.4485 | Val Max Gen Viol: 0.0026 | Val Max Thermal: 0.0000
Epoch  170 | Val Loss: 283.7837 | Val Cost:   -0.03 | Val Max P-Miss: 1.1083 | Val Max Q-Miss: 0.4485 | Val Max Gen Viol: 0.0026 | Val Max Thermal: 0.0000
Epoch  180 | Val Loss: 545.0562 | Val Cost:    0.97 | Val Max P-Miss: 1.1083 | Val Max Q-Miss: 0.4482 | Val Max Gen Viol: 0.0027 | Val Max Thermal: 0.0000
Epoch  190 | Val Loss: 314.5042 | Val Cost:   -2.43 | Val Max P-Miss: 1.1082 | Val Max Q-Miss: 0.4489 | Val Max Gen Viol: 0.0024 | Val Max Thermal: 0.0000
Epoch  200 | Val Loss: 237.4589 | Val Cost:   -0.11 | Val Max P-Miss: 1.1080 | Val Max Q-Miss: 0.4488 | Val Max Gen Viol: 0.0025 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  210 | Val Loss: 252.1357 | Val Cost:   -0.00 | Val Max P-Miss: 1.1080 | Val Max Q-Miss: 0.4485 | Val Max Gen Viol: 0.0026 | Val Max Thermal: 0.0000
Epoch  220 | Val Loss: 226.8713 | Val Cost:    0.00 | Val Max P-Miss: 1.1080 | Val Max Q-Miss: 0.4485 | Val Max Gen Viol: 0.0026 | Val Max Thermal: 0.0000 [*SAVED BEST*]
