Job ID: 8624
Executing: ACOPF_pinn_rahul.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops for Rahul KKT PINN...
Epoch    0 | Val Loss: 138.6586 | Val Cost: 1955.92 | Val Max P-Miss: 0.6753 | Val Max Q-Miss: 0.4539 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 25.6971 | Val Cost: 2393.88 | Val Max P-Miss: 0.2862 | Val Max Q-Miss: 0.1240 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  200 | Val Loss: 61.9658 | Val Cost: 2678.38 | Val Max P-Miss: 0.5353 | Val Max Q-Miss: 0.2337 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  300 | Val Loss: 48.3124 | Val Cost: 2671.27 | Val Max P-Miss: 0.4796 | Val Max Q-Miss: 0.2706 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  400 | Val Loss: 130.3833 | Val Cost: 2728.12 | Val Max P-Miss: 0.8376 | Val Max Q-Miss: 0.4087 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  500 | Val Loss: 102.4591 | Val Cost: 3285.73 | Val Max P-Miss: 0.2599 | Val Max Q-Miss: 0.3927 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  600 | Val Loss: 205.2378 | Val Cost: 3161.49 | Val Max P-Miss: 0.7750 | Val Max Q-Miss: 0.3735 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  700 | Val Loss: 1098.1647 | Val Cost: 3332.65 | Val Max P-Miss: 2.6454 | Val Max Q-Miss: 1.2543 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0142
Epoch  800 | Val Loss: 299.3989 | Val Cost: 3442.07 | Val Max P-Miss: 1.1821 | Val Max Q-Miss: 0.7632 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  900 | Val Loss: 486.1324 | Val Cost: 3138.63 | Val Max P-Miss: 1.1774 | Val Max Q-Miss: 0.4949 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1000 | Val Loss: 384.6838 | Val Cost: 3598.95 | Val Max P-Miss: 1.0872 | Val Max Q-Miss: 1.0091 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0383
