,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,7.872078567743302e-05,5.4119152210542515e-06,0.7129352560453117,0.17480360880709958,0.7130139768309891,0.17480713475722434,0.8640165332704782,0.0,1.2773467659300868,0.2644988353481307,-1.559841097889566e-12,1.8155854195741242e-12
FSNet,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,0.00012479376047849655,7.569913558612342e-05,0.8146287878416478,0.08841686031126639,0.8147535816021264,0.08844280245266725,0.8640165332704782,0.0,1.0962017510065298,0.14911794003525086,-1.6032501037960047e-11,2.5876582431340132e-11
KKT,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,0.0001674650423228741,1.43403376924675e-05,0.7634961823560298,0.05314003888024616,0.7636636473983526,0.05314071367073246,0.8640165332704782,0.0,1.138177688070675,0.08273635151403752,-1.7896949365303202e-11,9.33856681761669e-12
PINN Baseline,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,9.602207690477371e-05,3.0117129565873573e-05,0.7453364380449057,0.04574406422719614,0.7454324601218104,0.04575626676851749,0.8640165332704782,0.0,1.1677441656700238,0.07348643615079062,-9.594683714606737e-12,6.076758704650188e-12
Rahul's Model,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,0.00018911058083176613,1.8448534063076085e-05,0.7876990281231702,0.05099865889473324,0.787888138704002,0.051008277879796386,0.8640165332704782,0.0,1.1043088154996874,0.0738775995965753,-5.922816564085732e-12,6.091073166961419e-12
