,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,9.285130848487219e-05,6.116285106622093e-06,0.7854245642614034,0.043774887809999934,0.7855174155698882,0.043778540253655615,0.8315595680226883,0.0,1.0636245201077237,0.06174770576841863,5.015740086029686e-11,1.6500808977259795e-10
FSNet,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,9.274923553069433e-05,3.227260959921069e-06,0.765307891389562,0.060005639861940595,0.7654006406250927,0.060006509659609214,0.8315595680226883,0.0,1.0961609698470995,0.09111611277678901,2.601504474779826e-10,1.5870307770625629e-10
KKT,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00019203366504775152,8.445358117549683e-06,0.7503561148213016,0.031196774773696898,0.7505481484863493,0.031195367506070746,0.8315595680226883,0.0,1.1111907405217594,0.04606569350426225,1.233113466693771e-10,1.9070839083891256e-10
PINN Baseline,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.00010243472125795153,3.4644245095473447e-05,0.7529131101237403,0.0538899273516057,0.7530155448449982,0.05387422663826587,0.8315595680226883,0.0,1.1136683811332375,0.08544619513023904,1.2182642819060641e-10,1.91059000414372e-10
Rahul's Model,3.0,1.5811388300841898,9.0,0.0,1.0,0.0,0.0002110278233885765,3.730125064682173e-05,0.8348544097195069,0.041378989940952626,0.8350654375428954,0.041387759643348204,0.8315595680226883,0.0,1.0033786759099113,0.05142136784282535,2.611474595538785e-10,1.5970160011629717e-10
