Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,10,1.0,8.687358349561692e-05,0.749577383697033,0.7496642572805285,0.8577977391891182,1.1476177901188829,-1.6426745005692266e-11
DC3,2,10,1.0,8.459659293293952e-05,0.849983995500952,0.850068592093885,0.8577977391891182,1.019949540111393,-2.2926771193769642e-11
DC3,3,10,1.0,8.626952767372131e-05,0.8245894915424288,0.8246757610701024,0.8577977391891182,1.0406928015184043,2.0734919889081365e-10
DC3,4,10,1.0,8.798167109489441e-05,0.7491781452670694,0.7492661269381642,0.8577977391891182,1.1483172176403187,2.0000327833844084e-10
DC3,5,10,1.0,7.957564666867256e-05,0.7234167265705764,0.7234963022172451,0.8577977391891182,1.1898890449439157,-1.8052717853683466e-11
FSNet,1,10,1.0,7.890267297625542e-05,0.7389579840935767,0.7390368867665529,0.8577977391891182,1.1612830981177864,9.11974342168531e-12
FSNet,2,10,1.0,8.445167914032936e-05,0.77667127372697,0.7767557254061103,0.8577977391891182,1.1084227758401854,2.0956760954161082e-10
FSNet,3,10,1.0,9.949980303645135e-05,0.8889881275594235,0.8890876273624599,0.8577977391891182,0.9898392764555248,9.747340378354855e-13
FSNet,4,10,1.0,8.638175204396248e-05,0.8405560404993594,0.8406424222514033,0.8577977391891182,1.0222652256516476,2.0763804286859332e-10
FSNet,5,10,1.0,8.383458480238914e-05,0.7790378809906542,0.7791217155754566,0.8577977391891182,1.10100652561328,2.068535486755146e-10
KKT,1,10,1.0,0.00017312131822109223,0.7280112462118268,0.7281843675300479,0.8577977391891182,1.1899503567856418,-1.8589719906509615e-11
KKT,2,10,1.0,0.00014968598261475564,0.6864820855669678,0.6866317715495824,0.8577977391891182,1.2558130656052786,3.770327270952157e-12
KKT,3,10,1.0,0.00014480296522378922,0.7814091648906469,0.7815539678558707,0.8577977391891182,1.1108832685780357,2.080191242295916e-10
KKT,4,10,1.0,0.00015956610441207885,0.813817526679486,0.8139770927838981,0.8577977391891182,1.0541204790123146,1.0916649176269135e-12
KKT,5,10,1.0,0.00020010042935609819,0.7601742431521415,0.7603743435814977,0.8577977391891182,1.1386516078602065,8.37153288767994e-12
PINN Baseline,1,10,1.0,0.00015880893915891646,0.7614876623265445,0.7616464712657034,0.8577977391891182,1.1337988063226445,1.0731907730528445e-11
PINN Baseline,2,10,1.0,7.844660431146621e-05,0.7997930496931076,0.799871496297419,0.8577977391891182,1.0730090067464102,2.08581635184962e-10
PINN Baseline,3,10,1.0,7.817968726158142e-05,0.751722220890224,0.7518004005774855,0.8577977391891182,1.154362475586948,-1.942395791568342e-12
PINN Baseline,4,10,1.0,7.924959063529969e-05,0.7321742191910744,0.7322534687817097,0.8577977391891182,1.1780595360845711,1.9919183500100595e-10
PINN Baseline,5,10,1.0,8.15114937722683e-05,0.8133522884920239,0.8134337999857962,0.8577977391891182,1.0565049020970372,2.002033274053836e-10
Rahul's Model,1,10,1.0,0.00021674949675798416,0.8852547743357718,0.8854715238325298,0.8577977391891182,0.9695205798031035,-3.05298638404423e-12
Rahul's Model,2,10,1.0,0.00015092194080352784,0.8189622418954968,0.8191131638363004,0.8577977391891182,1.0479919521781837,-3.4342875963468333e-12
Rahul's Model,3,10,1.0,0.0001675531268119812,0.73457993241027,0.7347474855370819,0.8577977391891182,1.1702522419060624,1.9452457697106188e-10
Rahul's Model,4,10,1.0,0.00015992801636457443,0.7445313312113285,0.7446912592276931,0.8577977391891182,1.1524049162975918,1.774990425660442e-10
Rahul's Model,5,10,1.0,0.00019932640716433526,0.7357115637511015,0.7359108901582658,0.8577977391891182,1.185437656954475,-6.3357418610436335e-12
