Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,10,1.0,7.236218079924584e-05,0.5140417043119669,0.5141140664927661,0.5085756344953551,0.9891610477048947,3.7135778931748994e-10
DC3,2,10,1.0,7.264518644660712e-05,0.5145982057787478,0.5146708509651944,0.5085756344953551,0.9880585427239241,3.3887337056820805e-10
DC3,3,10,1.0,7.494029123336076e-05,0.509555357368663,0.5096302976598963,0.5085756344953551,0.997805972711034,3.6999583505925743e-10
DC3,4,10,1.0,7.347420323640108e-05,0.5106342587154359,0.5107077329186722,0.5085756344953551,0.995509362268941,3.8183114474760775e-10
DC3,5,10,1.0,7.652519270777703e-05,0.5133175106719137,0.5133940358646214,0.5085756344953551,0.9905819903310288,3.7418500072387567e-10
FSNet,1,10,1.0,9.492828976362944e-05,0.5159252577694133,0.5160201860591769,0.5085756344953551,0.985562209062744,3.8238736937740393e-10
FSNet,2,10,1.0,7.341320160776376e-05,0.517206354951486,0.5172797681530937,0.5085756344953551,0.9831068725674476,3.13566204042862e-10
FSNet,3,10,1.0,7.570821326225996e-05,0.5203955193283036,0.5204712275415659,0.5085756344953551,0.9769950837388677,3.8289216921641186e-10
FSNet,4,10,1.0,7.305119652301073e-05,0.5454912919551134,0.5455643431516364,0.5085756344953551,0.9340868306038062,3.7419147316970685e-10
FSNet,5,10,1.0,0.00010699131526052952,0.5187352021457627,0.5188421934610232,0.5085756344953551,0.9823957703697588,3.0063168162490115e-10
KKT,1,10,1.0,0.0001772725023329258,0.5116843160940334,0.5118615885963663,0.5085756344953551,0.9940320942144091,3.695502692583798e-10
KKT,2,10,1.0,0.000151423504576087,0.5475127632729709,0.547664186777547,0.5085756344953551,0.9284196964892782,1.2013705564266944e-11
KKT,3,10,1.0,0.00016067351680248976,0.5232374640181661,0.5233981375349686,0.5085756344953551,0.9715381725173744,3.748053419355171e-10
KKT,4,10,1.0,0.00014851149171590805,0.5135328135220334,0.5136813250137493,0.5085756344953551,0.9899219363028633,1.1837089103939531e-11
KKT,5,10,1.0,0.00014610139187425374,0.5351568775018677,0.535302978893742,0.5085756344953551,0.9503766642587668,3.8056196302339365e-10
PINN Baseline,1,10,1.0,0.0001320312963798642,0.5064154138090089,0.5065474451053887,0.5085756344953551,1.0037071270244717,3.361205078083454e-10
PINN Baseline,2,10,1.0,7.063720840960741e-05,0.5090131324250251,0.5090837696334347,0.5085756344953551,0.9990024425012136,-6.833368315161256e-12
PINN Baseline,3,10,1.0,7.335618138313294e-05,0.5130702203139663,0.5131435764953494,0.5085756344953551,0.9910072383999019,3.156132749887182e-10
PINN Baseline,4,10,1.0,7.384421769529581e-05,0.514585108216852,0.5146589524345473,0.5085756344953551,0.9880693212996843,3.175320277999381e-10
PINN Baseline,5,10,1.0,7.307729683816432e-05,0.5149659279268235,0.5150390052236616,0.5085756344953551,0.9874453367704807,3.6945451467495757e-10
Rahul's Model,1,10,1.0,0.00020518559031188489,0.5322536811232567,0.5324588667135686,0.5085756344953551,0.9554260039639131,8.545823302225902e-11
Rahul's Model,2,10,1.0,0.00015725740231573582,0.524105688277632,0.5242629456799477,0.5085756344953551,0.9698479968122863,7.84427451211846e-11
Rahul's Model,3,10,1.0,0.0001485005021095276,0.5161379288183525,0.5162864293204621,0.5085756344953551,0.9846551582742308,8.658516989733724e-11
Rahul's Model,4,10,1.0,0.00015732040628790855,0.5273128751665354,0.5274701955728233,0.5085756344953551,0.9641913560152007,3.809871478228463e-10
Rahul's Model,5,10,1.0,0.00019403060432523488,0.5257123769959435,0.5259064076002687,0.5085756344953551,0.9669152716874093,8.53244251362323e-11
