,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,8.0,0.0,1.0,0.0,8.813299937173724e-05,3.113853412448403e-06,0.5133648712886497,0.004823265947640501,0.5134530042880214,0.004823144227975384,0.5076424440776464,0.0,0.9884594406212297,0.00932577143347079,2.0712474866120597e-11,1.0766751420905386e-11
FSNet,3.0,1.5811388300841898,8.0,0.0,1.0,0.0,9.409650228917599e-05,1.4895326174825228e-05,0.5149375552078709,0.004603146722864085,0.5150316517101601,0.004607266406084294,0.5076424440776464,0.0,0.9855355994489174,0.008649967093646193,2.034491570569138e-11,1.1071112546531001e-11
KKT,3.0,1.5811388300841898,8.0,0.0,1.0,0.0,0.00020392626174725592,4.493873312743504e-05,0.5199588142917492,0.013570073437008454,0.5201627405534964,0.013603511489685291,0.5076424440776464,0.0,0.9763522872598613,0.025000003846148224,1.493586960543687e-11,1.3523897413884782e-11
PINN Baseline,3.0,1.5811388300841898,8.0,0.0,1.0,0.0,0.0001219585770741105,6.642958902862665e-05,0.5246120989555493,0.010930808012514377,0.5247340575326234,0.010973696987129678,0.5076424440776464,0.0,0.9682133225158793,0.01942540827090636,1.5604213108738765e-11,1.3346244863542948e-11
Rahul's Model,3.0,1.5811388300841898,8.0,0.0,1.0,0.0,0.0002051825518719852,2.3358096513349137e-05,0.5226466955034994,0.0035280589414987437,0.5228518780553714,0.003526440071166018,0.5076424440776464,0.0,0.9707104326933462,0.006560839375317263,2.1147319365947407e-11,1.128901535133395e-11
