Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
440,optimal,True,0.6125235073268414,566967.564167257
441,optimal,True,0.6053022686392069,564456.4533859163
442,optimal,True,0.5646096644923091,559680.1528209691
443,optimal,True,0.6054367003962398,562658.6953374484
444,optimal,True,0.5874356357380748,564735.709257764
445,optimal,True,0.5751830609515309,570565.3705612944
446,optimal,True,0.5654202597215772,565080.4764949816
447,optimal,True,0.564815117046237,572994.861526415
448,optimal,True,0.5720560448244214,579051.8592040116
449,optimal,True,0.5519355796277523,575381.6469588366
