Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
130,optimal,True,0.9884278569370508,564436.1912885121
131,optimal,True,0.6884276128839701,564042.7096164703
132,optimal,True,0.6345050360541791,568333.6496132722
133,maxIterations,False,24.357468833914027,
134,optimal,True,0.5856994020286947,552616.5175301549
135,optimal,True,0.6220684540458024,559022.8616739166
136,optimal,True,0.6200035789515823,564712.8440828599
137,optimal,True,0.6432596480008215,575548.3696585766
138,optimal,True,0.6171162019018084,566634.8923995759
139,optimal,True,0.5457184698898345,556369.2936286789
