Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
750,optimal,True,1.276530812960118,568091.380121143
751,optimal,True,1.1572721730917692,567733.871428746
752,optimal,True,1.2595087301451713,566682.25049728
753,optimal,True,1.228160846978426,566238.5704588763
754,optimal,True,1.3922432360704988,567244.3562453486
755,optimal,True,1.3758093831129372,563818.7422064759
756,optimal,True,1.584629249991849,571135.2948853413
757,optimal,True,1.3136283531785011,567253.9502720165
758,optimal,True,1.5544155961833894,572135.4099243294
759,maxIterations,False,30.565644650021568,
